timestamp,kubelet_cpu_usage,kubelet_memory_bytes,package_power,core_power,uncore_power,dram_power,node_type,packge_ratio_package
1691127905,1.6666666666666665,4403200.0,391.01900000000023,0.0,0.0,173.3289999999979,1,1.0
1691127908,1.0,2804394.6666666665,269.2969999999914,0.0,0.0,139.8420000000042,1,1.0
1691127911,0.6666666666666666,2292394.6666666665,278.39100000000326,0.0,0.0,158.67799999999988,1,1.0
1691127914,0.0,1328469.3333333333,262.59500000000116,0.0,0.0,153.903999999995,1,1.0
1691127917,1.3333333333333333,3108864.0,301.6009999999951,0.0,0.0,161.71199999999953,1,1.0
1691127920,1.0,2008405.3333333333,255.7390000000014,0.0,0.0,154.4760000000024,1,1.0
1691127923,0.3333333333333333,2161322.6666666665,272.95100000000093,0.0,0.0,161.72799999999552,1,1.0
1691127926,0.6666666666666666,2273280.0,267.89100000000326,0.0,0.0,154.7490000000107,1,1.0
1691127929,0.3333333333333333,1409024.0,257.3009999999922,0.0,0.0,153.41099999999278,1,1.0
1691127932,1.0,1325738.6666666665,271.3410000000149,0.0,0.0,161.00900000000547,1,1.0
1691127935,1.0,1103189.3333333333,283.6689999999944,0.0,0.0,155.10199999999895,1,1.0
1691127938,0.3333333333333333,1922389.3333333335,262.29999999998836,0.0,0.0,157.11499999999796,1,1.0
1691127941,1.0,8526506.666666668,275.95400000001246,0.0,0.0,158.95899999999529,1,1.0
1691127944,0.3333333333333333,9125888.0,260.679999999993,0.0,0.0,154.73099999999977,1,1.0
1691127947,1.6666666666666665,2736128.0,287.15000000000873,0.0,0.0,160.44599999999627,1,1.0
1691127950,1.0,2379776.0,265.1229999999923,0.0,0.0,156.66600000000471,1,1.0
1691127953,0.0,2658304.0,267.8790000000008,0.0,0.0,160.39500000000407,1,1.0
1691127956,1.0,2147669.333333333,274.2109999999957,0.0,0.0,153.33399999999529,1,1.0
1691127959,0.3333333333333333,1034922.6666666667,269.6270000000077,0.0,0.0,157.79100000000471,1,1.0
1691127962,0.3333333333333333,2102613.333333333,260.36299999999756,0.0,0.0,154.77500000000146,1,1.0
1691127965,1.0,1855488.0,280.30599999999686,0.0,0.0,158.51599999999598,1,1.0
1691127968,0.3333333333333333,1503232.0,264.68300000000454,0.0,0.0,159.41300000000047,1,1.0
1691127971,1.3333333333333333,4168362.6666666665,275.6209999999992,0.0,0.0,155.1730000000025,1,1.0
1691127974,1.0,1286144.0,366.872000000003,0.0,0.0,156.14199999999255,1,1.0
1691127977,0.6666666666666666,1000789.3333333334,342.2069999999949,0.0,0.0,162.34700000000885,1,1.0
1691127980,0.6666666666666666,1411754.6666666665,368.20999999999185,0.0,0.0,156.29999999999563,1,1.0
1691127983,1.3333333333333333,1574229.3333333335,341.42800000001444,0.0,0.0,160.0370000000039,1,1.0
1691127986,1.0,652629.3333333334,350.49099999999453,0.0,0.0,157.09299999999348,1,1.0
1691127989,0.9999999999999999,1477290.6666666665,303.30599999999686,0.0,0.0,167.98700000000827,1,1.0
1691127992,0.3333333333333333,1138688.0,246.20800000001327,0.0,0.0,145.97699999999895,1,1.0
1691127995,0.6666666666666666,2007040.0,358.6939999999886,0.0,0.0,160.6469999999972,1,1.0
1691127998,0.6666666666666666,2273280.0,367.05599999999686,0.0,0.0,158.00599999999395,1,1.0
1691128001,0.3333333333333333,1333930.6666666665,316.5529999999999,0.0,0.0,160.5300000000061,1,1.0
1691128004,0.3333333333333333,1250645.3333333333,309.6020000000135,0.0,0.0,155.34000000000378,1,1.0
1691128007,2.0,1376256.0,339.5199999999895,0.0,0.0,161.64799999999377,1,1.0
1691128010,0.3333333333333333,1100458.6666666665,368.49000000000524,0.0,0.0,156.9140000000043,1,1.0
1691128013,0.3333333333333333,1227434.6666666665,372.4459999999963,0.0,0.0,159.0219999999972,1,1.0
1691128016,0.6666666666666666,2566826.6666666665,402.3610000000044,0.0,0.0,169.34300000000076,1,1.0
1691128019,0.3333333333333333,1951061.3333333335,295.5529999999999,0.0,0.0,146.778999999995,1,1.0
1691128022,0.6666666666666666,1148245.3333333335,288.2350000000006,0.0,0.0,161.40900000000693,1,1.0
1691128025,1.0,1108650.6666666665,345.82799999999406,0.0,0.0,159.2109999999957,1,1.0
1691128028,0.6666666666666666,2456234.666666667,266.5089999999909,0.0,0.0,155.80400000000373,1,1.0
1691128031,1.3333333333333333,4407296.0,325.34600000001956,0.0,0.0,172.39199999999983,1,1.0
1691128034,0.6666666666666666,5129557.333333333,246.68499999999767,0.0,0.0,142.99499999999534,1,1.0
1691128037,0.6666666666666666,5513216.0,324.9640000000072,0.0,0.0,171.9100000000035,1,1.0
1691128040,1.0,4172458.6666666665,252.92399999999907,0.0,0.0,143.80299999999988,1,1.0
1691128043,0.3333333333333333,4909738.666666666,276.804999999993,0.0,0.0,159.05099999999948,1,1.0
1691128046,1.3333333333333333,3824298.6666666665,275.4409999999916,0.0,0.0,152.62599999999657,1,1.0
1691128049,1.3333333333333333,5718016.0,292.8310000000056,0.0,0.0,160.7870000000039,1,1.0
1691128052,0.3333333333333333,3432448.0,296.5940000000119,0.0,0.0,166.5440000000017,1,1.0
1691128055,1.0,1150976.0,270.3259999999864,0.0,0.0,147.87900000000081,1,1.0
1691128058,0.6666666666666666,2206378.666666667,261.1000000000058,0.0,0.0,152.80899999999383,1,1.0
1691128061,1.0,1175552.0,283.6530000000057,0.0,0.0,161.98099999999977,1,1.0
1691128064,1.0,2344277.3333333335,260.6339999999909,0.0,0.0,153.52599999999802,1,1.0
1691128067,0.6666666666666666,2124458.6666666665,289.77999999999884,0.0,0.0,157.7450000000099,1,1.0
1691128070,1.0,2803029.333333333,293.5689999999886,0.0,0.0,170.4189999999944,1,1.0
1691128073,0.3333333333333333,2621440.0,248.1240000000107,0.0,0.0,145.3359999999957,1,1.0
1691128076,1.0,1250645.3333333335,284.4539999999979,0.0,0.0,157.38200000001234,1,1.0
1691128079,0.3333333333333333,1619285.3333333335,279.8179999999993,0.0,0.0,162.30199999999604,1,1.0
1691128082,0.6666666666666666,2345642.6666666665,298.3439999999973,0.0,0.0,162.21300000000338,1,1.0
1691128085,1.3333333333333333,2274645.333333333,265.06600000000617,0.0,0.0,144.96199999999953,1,1.0
1691128088,1.0,2491733.3333333335,268.4739999999874,0.0,0.0,159.85299999999552,1,1.0
1691128091,1.6666666666666665,2872661.3333333335,273.61999999999534,0.0,0.0,154.8379999999961,1,1.0
1691128094,0.3333333333333333,3317760.0,274.08100000002014,0.0,0.0,158.87900000000081,1,1.0
1691128097,1.3333333333333333,3791530.6666666665,287.81299999999464,0.0,0.0,153.0610000000015,1,1.0
1691128100,1.0,2630997.333333333,276.6889999999985,0.0,0.0,157.91599999999744,1,1.0
1691128103,0.6666666666666666,2467157.333333333,271.9789999999921,0.0,0.0,159.17799999999988,1,1.0
1691128106,0.3333333333333333,1510058.6666666667,280.4180000000051,0.0,0.0,156.45900000000256,1,1.0
1691128109,0.0,1064960.0,272.4010000000126,0.0,0.0,156.54899999999907,1,1.0
