timestamp,kubelet_cpu_usage,kubelet_memory_bytes,platform_power,node_type
1691131838,1.3333333333333333,2205013.3333333335,3936.0,1
1691131841,16.333333333333332,1527808.0,3936.0,1
1691131844,16.333333333333336,2278741.3333333335,4194.0,1
1691131847,17.0,2035712.0,4197.0,1
1691131850,16.333333333333336,2494464.0,4197.0,1
1691131853,1.3333333333333333,1982464.0,4203.0,1
1691131856,1.3333333333333333,1066325.3333333333,4203.0,1
1691131859,0.0,1100458.6666666665,3906.0,1
1691131862,0.6666666666666666,9641984.0,3906.0,1
1691131865,32.666666666666664,2676053.3333333335,3906.0,1
1691131868,32.33333333333333,811008.0,4443.0,1
1691131871,33.0,1653418.6666666667,4443.0,1
1691131874,32.666666666666664,1796778.6666666665,4443.0,1
1691131877,0.6666666666666666,1400832.0,4443.0,1
1691131880,0.6666666666666666,2106709.333333333,4443.0,1
1691131883,1.0,1683456.0,3864.0,1
1691131886,0.6666666666666666,1871872.0,3861.0,1
1691131889,5.0,2632362.6666666665,3861.0,1
1691131892,5.666666666666666,3274069.3333333335,3981.0,1
1691131895,4.333333333333334,1078613.3333333333,3981.0,1
1691131898,5.333333333333333,2823509.3333333335,4029.0,1
1691131901,1.6666666666666665,3668650.666666667,4029.0,1
1691131904,0.6666666666666666,3596288.0000000005,4029.0,1
1691131907,0.3333333333333333,3055616.0,3888.0,1
1691131910,1.0,2078037.3333333333,3888.0,1
1691131913,8.666666666666668,2116266.666666667,4044.0,1
1691131916,8.0,1768106.6666666667,4044.0,1
1691131919,8.666666666666668,1301162.6666666667,4044.0,1
1691131922,8.666666666666668,1073152.0,4086.0,1
1691131925,1.0,1394005.3333333333,4086.0,1
1691131928,1.6666666666666665,2262357.333333333,3897.0,1
1691131931,1.0,6860800.000000001,3897.0,1
1691131934,0.6666666666666666,6576810.666666667,3897.0,1
1691131937,18.0,8765440.0,4005.0,1
1691131940,16.666666666666664,8724480.0,4005.0,1
1691131943,16.666666666666668,7763285.333333333,4185.0,1
1691131946,17.0,1881429.3333333333,4188.0,1
1691131949,0.3333333333333333,1960618.6666666665,4188.0,1
1691131952,1.3333333333333333,2554538.6666666665,4080.0,1
1691131955,0.6666666666666666,2512213.333333333,4080.0,1
1691131958,1.0,1972906.6666666665,3927.0,1
1691131961,31.666666666666664,6093482.666666667,3927.0,1
1691131964,30.333333333333332,6662826.666666666,3927.0,1
1691131967,32.66666666666667,5821781.333333333,4533.0,1
1691131970,32.333333333333336,1900544.0,4533.0,1
1691131973,27.333333333333336,1804970.6666666667,4440.0,1
1691131976,0.6666666666666666,2048000.0000000002,4440.0,1
1691140072,0.6666666666666666,1522346.6666666667,3858.0,1
1691140075,0.6666666666666666,3962197.3333333335,3888.0,1
1691140078,2.0,4160170.666666667,3888.0,1
1691140081,1.6666666666666665,24902314.666666664,3984.0,1
1691140084,1.3333333333333333,3171669.3333333335,3984.0,1
1691140087,3.0,3320490.666666667,3984.0,1
1691140090,1.6666666666666665,3827029.333333333,3975.0,1
1691140093,1.3333333333333333,4233898.666666667,3975.0,1
1691140096,2.333333333333333,4317184.0,3987.0,1
1691140099,1.6666666666666665,2923178.6666666665,3987.0,1
1691140102,1.3333333333333333,2917717.3333333335,3987.0,1
1691140105,1.6666666666666665,1501866.6666666667,3978.0,1
1691140108,1.3333333333333333,1852757.3333333333,3978.0,1
1691140111,2.0,1705301.3333333333,3975.0,1
1691140114,2.0,8645290.666666668,3975.0,1
1691140117,1.3333333333333333,3138901.3333333335,3975.0,1
1691140120,2.333333333333333,4329472.0,3978.0,1
1691140123,1.3333333333333333,4292608.0,3978.0,1
1691140126,2.0,2729301.3333333335,3981.0,1
1691140129,1.3333333333333333,2019328.0,3981.0,1
1691140132,2.0,1948330.6666666665,3981.0,1
1691140135,1.3333333333333333,1867776.0,3984.0,1
1691140138,2.0,3671381.333333333,3984.0,1
1691140141,1.3333333333333333,1596074.6666666665,3978.0,1
1691140144,1.6666666666666665,2538154.666666667,3978.0,1
1691140147,1.3333333333333333,2400256.0,3990.0,1
1691140150,2.333333333333333,7501141.333333333,3990.0,1
1691140153,1.0,7009621.333333334,3990.0,1
1691140156,2.6666666666666665,8850090.666666666,3978.0,1
1691140159,2.0,2826240.0,3978.0,1
1691140162,1.0,2760704.0,3981.0,1
1691140165,2.333333333333333,3900757.3333333335,3981.0,1
1691140168,2.0,5831338.666666666,3981.0,1
1691140171,1.3333333333333333,1130496.0,3975.0,1
1691140174,2.6666666666666665,8194730.666666666,3975.0,1
1691140177,1.6666666666666665,2247338.6666666665,3984.0,1
1691140180,1.3333333333333333,1926485.3333333333,3984.0,1
1691140183,1.6666666666666665,1254741.3333333333,3990.0,1
1691140186,2.6666666666666665,3196245.333333333,3990.0,1
1691140189,1.6666666666666665,4033194.6666666665,3990.0,1
1691140192,0.3333333333333333,4878336.0,3975.0,1
1691140195,0.6666666666666666,2050730.6666666667,3975.0,1
1691140198,1.0,1747626.6666666667,3975.0,1
1691140201,0.3333333333333333,2084864.0,3879.0,1
1691140204,1.0,9067178.666666666,3879.0,1
1691140207,1.3333333333333333,1878698.6666666667,3840.0,1
1691140210,0.0,996693.3333333334,3840.0,1
1691140213,1.6666666666666665,1798144.0,4050.0,1
1691140216,5.0,2215936.0,4050.0,1
1691140219,4.333333333333333,2378410.6666666665,4050.0,1
1691140222,4.333333333333334,2016597.3333333333,4044.0,1
1691140225,4.666666666666667,2454869.333333333,4044.0,1
1691140228,5.333333333333333,3943082.6666666665,4047.0,1
1691140231,5.0,3926698.6666666665,4047.0,1
1691140234,4.666666666666666,5159594.666666667,4047.0,1
1691140237,5.0,1656149.3333333333,4038.0,1
1691140240,4.333333333333334,5939200.0,4038.0,1
1691140243,4.333333333333334,1510058.6666666667,4038.0,1
1691140246,6.0,1344853.3333333333,4047.0,1
1691140249,5.0,1723050.6666666667,4047.0,1
1691140252,4.666666666666666,1511424.0,4038.0,1
1691140255,5.0,3003733.333333333,4038.0,1
1691140258,5.333333333333333,2770261.333333333,4038.0,1
1691140261,4.666666666666667,2306048.0,4044.0,1
1691140264,4.0,2569557.3333333335,4044.0,1
1691140267,5.333333333333333,2203648.0,4041.0,1
1691140270,4.666666666666667,1156437.3333333333,4041.0,1
1691140273,5.333333333333333,2357930.666666667,4044.0,1
1691140276,5.333333333333333,3185322.6666666665,4044.0,1
1691140279,4.0,3248128.0,4044.0,1
1691140282,5.0,3234474.6666666665,4041.0,1
1691140285,4.666666666666666,2293760.0,4041.0,1
1691140288,4.666666666666666,1720320.0,4041.0,1
1691140291,4.333333333333334,1701205.3333333333,4041.0,1
1691140294,4.666666666666667,1847296.0,4041.0,1
1691140297,5.0,2340181.333333333,4041.0,1
1691140300,4.333333333333334,3050154.6666666665,4041.0,1
1691140303,5.666666666666666,3492522.6666666665,4041.0,1
1691140306,4.333333333333333,4326741.333333333,4044.0,1
1691140309,4.666666666666666,2203648.0,4044.0,1
1691140312,4.333333333333334,12017664.0,4041.0,1
1691140315,4.333333333333334,9386666.666666668,4041.0,1
1691140318,5.333333333333333,6746112.000000001,4041.0,1
1691140321,4.0,8104618.666666667,4053.0,1
1691140324,5.333333333333333,27145557.333333332,4053.0,1
1691140327,1.3333333333333333,3067904.0,4056.0,1
1691140330,1.3333333333333333,2314240.0,4056.0,1
1691140333,0.6666666666666666,2983253.3333333335,4056.0,1
1691140336,1.3333333333333333,3822933.333333333,3843.0,1
1691140339,1.0,2913621.3333333335,3843.0,1
1691140342,1.6666666666666665,2693802.6666666665,3858.0,1
1691140345,0.6666666666666666,1157802.6666666667,3858.0,1
1691140348,8.666666666666668,813738.6666666666,3858.0,1
1691140351,9.333333333333332,2494463.9999999995,4146.0,1
1691140354,8.333333333333332,3156650.6666666665,4146.0,1
1691140357,8.666666666666668,2159957.333333333,4104.0,1
1691140360,8.666666666666668,2016597.3333333333,4104.0,1
1691140363,8.333333333333334,2035712.0,4104.0,1
1691140366,8.666666666666668,1638400.0,4110.0,1
1691140369,9.333333333333334,980309.3333333334,4110.0,1
1691140372,8.0,2027520.0,4107.0,1
1691140375,9.0,2088960.0,4107.0,1
1691140378,8.333333333333334,2114901.3333333335,4107.0,1
1691140381,8.666666666666668,2326528.0,4110.0,1
1691140384,9.333333333333334,6193152.0,4110.0,1
1691140387,8.333333333333334,1955157.3333333333,4110.0,1
1691140390,8.666666666666668,1713493.3333333333,4104.0,1
1691140393,9.0,1791317.3333333333,4104.0,1
1691140396,8.666666666666668,2393429.3333333335,4107.0,1
1691140399,9.0,10603178.666666668,4107.0,1
1691140402,9.333333333333332,12085930.666666668,4116.0,1
1691140405,9.0,7019178.666666667,4116.0,1
1691140408,8.666666666666668,43032576.0,4116.0,1
1691140411,10.333333333333332,41626282.666666664,4134.0,1
1691140414,7.666666666666666,42603861.333333336,4134.0,1
1691140417,8.333333333333334,1540096.0,4116.0,1
1691140420,10.0,1219242.6666666667,4116.0,1
1691140423,8.333333333333334,2129920.0,4116.0,1
1691140426,9.0,1561941.3333333333,4116.0,1
1691140429,8.333333333333334,1217877.3333333333,4116.0,1
1691140432,8.666666666666668,1275221.3333333333,4116.0,1
1691140435,9.0,895658.6666666666,4104.0,1
1691140438,8.333333333333334,1039018.6666666667,4104.0,1
1691140441,8.0,2331989.3333333335,4107.0,1
1691140444,9.0,8052736.0,4107.0,1
1691140447,8.666666666666668,3488426.6666666665,4107.0,1
1691140450,10.333333333333332,7192576.0,4107.0,1
1691140453,7.666666666666666,7989930.666666666,4107.0,1
1691140456,9.0,8436394.666666666,4113.0,1
1691140459,9.0,8376320.000000001,4113.0,1
1691140462,0.3333333333333333,2174976.0,4113.0,1
1691140465,1.3333333333333333,973482.6666666666,4104.0,1
1691140468,1.0,1441792.0,4104.0,1
1691140471,0.6666666666666666,2329258.6666666665,3861.0,1
1691140474,0.3333333333333333,11740501.333333334,3861.0,1
1691140477,0.6666666666666666,3425621.3333333335,3861.0,1
1691140480,1.3333333333333333,5253802.666666667,3888.0,1
1691140483,17.0,5943296.0,3888.0,1
1691140486,17.0,1445888.0,4224.0,1
1691140489,18.666666666666668,2412544.0,4224.0,1
1691140492,16.0,2056192.0,4224.0,1
1691140495,16.333333333333336,573440.0,4236.0,1
1691140498,16.333333333333336,3824298.6666666665,4236.0,1
1691140501,17.0,4135594.6666666665,4224.0,1
1691140504,16.666666666666668,4475562.666666666,4224.0,1
1691140507,17.333333333333332,7060138.666666666,4224.0,1
1691140510,17.0,3944448.0,4230.0,1
1691140513,16.333333333333336,24107690.666666664,4230.0,1
1691140516,17.0,3448831.9999999995,4269.0,1
1691140519,16.0,3472042.6666666665,4269.0,1
1691140522,17.333333333333332,4072789.333333333,4269.0,1
1691140525,16.666666666666668,1826816.0000000002,4233.0,1
1691140528,16.666666666666664,1780394.6666666667,4233.0,1
1691140531,16.0,1985194.6666666667,4233.0,1
1691140534,17.333333333333332,931157.3333333334,4230.0,1
1691140537,16.666666666666668,531114.6666666666,4230.0,1
1691140540,16.0,3044693.3333333335,4233.0,1
1691140543,16.666666666666668,3305472.0,4233.0,1
1691140546,18.0,27699882.666666664,4233.0,1
1691140549,16.666666666666664,27663018.666666664,4287.0,1
1691140552,17.0,27496448.0,4287.0,1
1691140555,16.0,29463893.333333332,4287.0,1
1691140558,16.333333333333336,25071616.0,4233.0,1
1691140561,17.0,660821.3333333334,4233.0,1
1691140564,17.666666666666668,2129920.0,4239.0,1
1691140567,16.0,2839893.333333333,4239.0,1
1691140570,16.666666666666664,1828181.3333333335,4239.0,1
1691140573,17.0,2030250.6666666667,4236.0,1
1691140576,17.0,6535850.666666667,4236.0,1
1691140579,16.666666666666664,11244885.333333334,4248.0,1
1691140582,16.666666666666668,11557546.666666666,4248.0,1
1691140585,17.0,1536000.0,4248.0,1
1691140588,17.0,1788586.6666666667,4239.0,1
1691140591,15.666666666666666,1321642.6666666667,4239.0,1
1691140594,18.333333333333332,2273280.0,4248.0,1
1691140597,0.6666666666666666,1946965.3333333333,4248.0,1
1691140600,0.6666666666666666,2250069.3333333335,4248.0,1
1691140603,0.6666666666666666,3209898.6666666665,3888.0,1
1691140606,1.3333333333333333,3948544.0,3888.0,1
1691140609,0.3333333333333333,3424256.0,3888.0,1
1691140612,0.6666666666666666,3037866.6666666665,3870.0,1
1691140615,2.0,1770837.3333333335,3870.0,1
1691140618,32.333333333333336,1841834.6666666667,4467.0,1
1691140621,32.66666666666667,6347434.666666666,4467.0,1
1691140624,32.66666666666667,2428928.0,4467.0,1
1691140627,33.0,6554965.333333333,4473.0,1
1691140630,32.333333333333336,24547328.0,4473.0,1
1691140633,32.66666666666667,23721301.333333336,4473.0,1
1691140636,33.333333333333336,24457216.0,4470.0,1
1691140639,33.66666666666667,12614314.666666668,4470.0,1
1691140642,33.0,5933738.666666667,4476.0,1
1691140645,32.0,6702421.333333334,4476.0,1
1691140648,32.66666666666667,993962.6666666666,4476.0,1
1691140651,32.333333333333336,2102613.3333333335,4482.0,1
1691140654,32.333333333333336,17025706.666666668,4482.0,1
1691140657,33.0,9740288.0,4476.0,1
1691140660,32.333333333333336,8627541.333333334,4476.0,1
1691140663,33.66666666666667,10077525.333333334,4476.0,1
1691140666,33.333333333333336,10351957.333333334,4491.0,1
1691140669,32.333333333333336,2016597.3333333333,4491.0,1
1691140672,32.66666666666667,2118997.3333333335,4476.0,1
1691140675,32.0,1469098.6666666667,4470.0,1
1691140678,33.333333333333336,5548714.666666666,4470.0,1
1691140681,32.66666666666667,2019328.0,4479.0,1
1691140684,32.0,1867776.0,4479.0,1
1691140687,33.66666666666667,5935104.0,4473.0,1
1691140690,34.666666666666664,5621077.333333333,4467.0,1
1691140693,30.666666666666664,3100672.0,4467.0,1
1691140696,33.333333333333336,3635882.6666666665,4491.0,1
1691140699,32.66666666666667,2621440.0,4491.0,1
1691140702,32.0,3745109.333333333,4491.0,1
1691140705,32.333333333333336,6104405.333333333,4476.0,1
1691140708,32.333333333333336,4007253.333333333,4476.0,1
1691140711,32.66666666666667,4123306.666666667,4485.0,1
1691140714,33.66666666666667,14052010.666666668,4485.0,1
1691140717,32.333333333333336,8553813.333333334,4485.0,1
1691140720,33.333333333333336,7726421.333333333,4503.0,1
1691140723,32.333333333333336,675840.0,4503.0,1
1691140726,32.66666666666667,2155861.3333333335,4479.0,1
1691140729,32.333333333333336,2146304.0,4479.0,1
1691140732,0.6666666666666666,2600960.0,4479.0,1
1691140735,1.6666666666666665,3229013.3333333335,3873.0,1
1691140738,1.0,3626325.3333333335,3873.0,1
1691140741,1.0,3365546.6666666665,3873.0,1
1691140744,1.0,2763434.6666666665,3876.0,1
1691140747,0.3333333333333333,2247338.6666666665,3876.0,1
1691140750,1.3333333333333333,983040.0,3993.0,1
1691140753,1.3333333333333333,2979157.3333333335,3993.0,1
1691140756,2.6666666666666665,145188181.3333333,3993.0,1
1691140759,1.3333333333333333,3275434.6666666665,3987.0,1
1691140762,1.6666666666666665,1773568.0,3987.0,1
1691140765,1.6666666666666665,82287274.66666667,3990.0,1
1691140768,2.0,46146901.33333333,3990.0,1
1691140771,1.0,809642.6666666666,3990.0,1
1691140774,1.6666666666666665,826026.6666666666,3978.0,1
1691140777,0.9999999999999999,255725568.0,3978.0,1
1691140780,2.333333333333333,256375466.66666666,3978.0,1
1691140783,1.6666666666666665,257545557.33333334,3981.0,1
1691140786,1.3333333333333333,1015808.0,3981.0,1
1691140789,1.6666666666666665,987136.0,3996.0,1
1691140792,2.0,770048.0,3996.0,1
1691140795,2.333333333333333,1682090.6666666665,3996.0,1
1691140798,0.6666666666666666,2076672.0,4005.0,1
1691140801,2.333333333333333,714069.3333333334,4005.0,1
1691140804,2.333333333333333,1522346.6666666667,4002.0,1
1691140807,1.6666666666666665,3675477.3333333335,3984.0,1
1691140810,1.6666666666666665,2744320.0,3984.0,1
1691140813,0.9999999999999999,3327317.3333333335,3981.0,1
1691140816,2.6666666666666665,4369066.666666667,3981.0,1
1691140819,1.6666666666666665,2980522.666666667,3981.0,1
1691140822,1.6666666666666665,2736128.0,3987.0,1
1691140825,2.0,2846720.0,3987.0,1
1691140828,2.333333333333333,1918293.3333333333,3987.0,1
1691140831,1.3333333333333333,1381717.3333333335,3981.0,1
1691140834,1.6666666666666665,1015808.0,3981.0,1
1691140837,2.333333333333333,1806336.0,3984.0,1
1691140840,1.6666666666666665,1374890.6666666667,3984.0,1
1691140843,2.333333333333333,2345642.6666666665,3984.0,1
1691140846,2.333333333333333,3003733.3333333335,3984.0,1
1691140849,1.6666666666666665,1724416.0,3984.0,1
1691140852,0.9999999999999999,1948330.6666666667,3981.0,1
1691140855,1.9999999999999998,2325162.6666666665,3981.0,1
1691140858,1.3333333333333333,1317546.6666666667,3981.0,1
1691140861,2.0,1034922.6666666666,3987.0,1
1691140864,1.3333333333333333,2284202.6666666665,3987.0,1
1691140867,1.3333333333333333,2803029.3333333335,3987.0,1
1691140870,1.0,1135957.3333333333,3984.0,1
1691140873,0.3333333333333333,1414485.3333333333,3984.0,1
1691140876,1.3333333333333333,1982464.0,3837.0,1
1691140879,1.3333333333333333,1170090.6666666667,3837.0,1
1691140882,0.6666666666666666,1551018.6666666667,3837.0,1
1691140885,1.3333333333333333,1994752.0,3996.0,1
1691140888,5.0,2035712.0000000002,3996.0,1
1691140891,4.333333333333334,2654208.0,3996.0,1
1691140894,5.333333333333333,8927914.666666668,4044.0,1
1691140897,4.666666666666667,2682880.0,4044.0,1
1691140900,4.333333333333334,3843413.3333333335,4053.0,1
1691140903,4.666666666666667,3463850.6666666665,4053.0,1
1691140906,5.666666666666666,1552384.0,4053.0,1
1691140909,3.6666666666666665,1125034.6666666667,4074.0,1
1691140912,4.333333333333334,1307989.3333333335,4074.0,1
1691140915,5.666666666666666,4694016.0,4035.0,1
1691140918,4.0,4592981.333333334,4035.0,1
1691140921,5.0,2661034.6666666665,4035.0,1
1691140924,4.333333333333333,8891050.666666668,4044.0,1
1691140927,5.0,2479445.333333333,4044.0,1
1691140930,5.0,8376320.0,4050.0,1
1691140933,5.0,10403840.0,4050.0,1
1691140936,4.333333333333334,10260480.0,4050.0,1
1691140939,5.666666666666666,12066816.0,4050.0,1
1691140942,4.333333333333334,11706368.0,4050.0,1
1691140945,5.0,8439125.333333334,4050.0,1
1691140948,5.666666666666666,2080768.0,4044.0,1
1691140951,5.0,1376256.0,4044.0,1
1691140954,4.666666666666666,1333930.6666666667,4044.0,1
1691140957,5.0,1918293.3333333333,4044.0,1
1691140960,5.333333333333333,1667072.0,4044.0,1
1691140963,4.666666666666667,1531904.0,4044.0,1
1691140966,4.666666666666667,2736128.0,4044.0,1
1691140969,5.0,1998848.0,4050.0,1
1691140972,4.333333333333334,2390698.6666666665,4050.0,1
1691140975,4.666666666666667,1279317.3333333333,4050.0,1
1691140978,5.0,1411754.6666666665,4047.0,1
1691140981,4.666666666666667,913408.0,4047.0,1
1691140984,4.333333333333334,1086805.3333333335,4047.0,1
1691140987,4.333333333333334,3358720.0,4065.0,1
1691140990,5.0,3196245.3333333335,4065.0,1
1691140993,4.0,2662400.0,4050.0,1
1691140996,5.666666666666666,1747626.6666666667,4050.0,1
1691140999,4.666666666666667,2397525.333333333,4050.0,1
1691141002,0.3333333333333333,2226858.6666666665,4044.0,1
1691141005,0.6666666666666666,1747626.6666666667,4044.0,1
1691141008,0.6666666666666666,3416064.0,3864.0,1
1691141011,0.0,3444736.0,3864.0,1
1691141014,2.6666666666666665,7361877.333333333,3864.0,1
1691141017,0.6666666666666666,1841834.6666666667,3942.0,1
1691141020,0.3333333333333333,1667072.0,3942.0,1
1691141023,9.333333333333334,1033557.3333333333,3942.0,1
1691141026,8.666666666666668,1181013.3333333333,4152.0,1
1691141029,8.666666666666668,1187840.0,4152.0,1
1691141032,9.666666666666666,1680725.3333333335,4107.0,1
1691141035,8.333333333333334,910677.3333333333,4107.0,1
1691141038,8.666666666666668,1172821.3333333333,4107.0,1
1691141041,8.666666666666668,1358506.6666666667,4107.0,1
1691141044,8.333333333333334,5305685.333333334,4107.0,1
1691141047,8.333333333333334,2159957.3333333335,4107.0,1
1691141050,10.0,8452778.666666666,4113.0,1
1691141053,9.0,8418645.333333334,4113.0,1
1691141056,9.333333333333334,7529813.333333333,4113.0,1
1691141059,8.666666666666668,8855552.0,4110.0,1
1691141062,8.333333333333334,2360661.3333333335,4110.0,1
1691141065,8.666666666666668,748202.6666666666,4107.0,1
1691141068,8.666666666666668,1814528.0,4107.0,1
1691141071,8.0,1780394.6666666665,4107.0,1
1691141074,9.333333333333334,9074005.333333332,4113.0,1
1691141077,9.666666666666668,10093909.333333332,4113.0,1
1691141080,8.333333333333334,9403050.666666666,4113.0,1
1691141083,8.666666666666668,1288874.6666666667,4110.0,1
1691141086,8.333333333333334,1966080.0,4110.0,1
1691141089,8.666666666666668,1361237.3333333333,4113.0,1
1691141092,8.666666666666668,2327893.333333333,4113.0,1
1691141095,8.666666666666668,2228224.0,4113.0,1
1691141098,8.666666666666668,1094997.3333333333,4107.0,1
1691141101,8.666666666666668,2293760.0,4107.0,1
1691141104,10.333333333333334,8923818.666666668,4107.0,1
1691141107,8.333333333333332,2729301.3333333335,4110.0,1
1691141110,8.333333333333334,9524565.333333334,4110.0,1
1691141113,9.333333333333334,10018816.0,4113.0,1
1691141116,9.333333333333334,3118421.333333333,4110.0,1
1691141119,8.333333333333334,2080768.0,4110.0,1
1691141122,8.666666666666668,2299221.3333333335,4110.0,1
1691141125,8.333333333333334,943445.3333333334,4110.0,1
