,Unnamed: 0,model_name,model_class,model_file,features,fe_files,output_type,mae,mape,platform_mae,platform_mape,trainer,node_type,feature_group
1253,710,LogarithmicRegressionTrainer_114,curvefit,LogarithmicRegressionTrainer_114.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.33,6.56,9.33,6.56,LogarithmicRegressionTrainer,114,BPFOnly
1254,493,LogisticRegressionTrainer_230,curvefit,LogisticRegressionTrainer_230.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.36,5.61,9.36,5.61,LogisticRegressionTrainer,230,BPFOnly
1255,746,XgboostFitTrainer_148,xgboost,XgboostFitTrainer_148.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.39,10.89,9.39,10.89,XgboostFitTrainer,148,BPFOnly
1256,1763,XgboostFitTrainer_251,xgboost,XgboostFitTrainer_251.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.42,6.06,9.42,6.06,XgboostFitTrainer,251,BPFOnly
1257,2315,SVRRegressorTrainer_125,scikit,SVRRegressorTrainer_125.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.43,22.33,9.43,22.33,SVRRegressorTrainer,125,BPFOnly
1258,2724,SGDRegressorTrainer_183,scikit,SGDRegressorTrainer_183.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.43,6.66,9.43,6.66,SGDRegressorTrainer,183,BPFOnly
1259,2281,KNeighborsRegressorTrainer_41,scikit,KNeighborsRegressorTrainer_41.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.44,7.15,9.44,7.15,KNeighborsRegressorTrainer,41,BPFOnly
1260,3051,LogisticRegressionTrainer_206,curvefit,LogisticRegressionTrainer_206.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.44,5.53,9.44,5.53,LogisticRegressionTrainer,206,BPFOnly
1261,2482,PolynomialRegressionTrainer_308,scikit,PolynomialRegressionTrainer_308.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",['poly_scaler.pkl'],AbsPower,9.46,7.5,9.46,7.5,PolynomialRegressionTrainer,308,BPFOnly
1262,2845,PolynomialRegressionTrainer_130,scikit,PolynomialRegressionTrainer_130.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",['poly_scaler.pkl'],AbsPower,9.46,6.21,9.46,6.21,PolynomialRegressionTrainer,130,BPFOnly
1263,1939,LinearRegressionTrainer_98,scikit,LinearRegressionTrainer_98.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.47,11.53,9.47,11.53,LinearRegressionTrainer,98,BPFOnly
1264,2437,LogarithmicRegressionTrainer_285,curvefit,LogarithmicRegressionTrainer_285.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.49,16.34,9.49,16.34,LogarithmicRegressionTrainer,285,BPFOnly
1265,30,GradientBoostingRegressorTrainer_78,scikit,GradientBoostingRegressorTrainer_78.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.5,3.75,9.5,3.75,GradientBoostingRegressorTrainer,78,BPFOnly
1266,304,GradientBoostingRegressorTrainer_9,scikit,GradientBoostingRegressorTrainer_9.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.5,4.46,9.5,4.46,GradientBoostingRegressorTrainer,9,BPFOnly
