,Unnamed: 0,model_name,model_class,model_file,features,fe_files,output_type,mae,mape,platform_mae,platform_mape,trainer,node_type,feature_group
458,258,LogarithmicRegressionTrainer_69,curvefit,LogarithmicRegressionTrainer_69.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.59,1.64,2.59,1.64,LogarithmicRegressionTrainer,69,BPFOnly
459,1506,XgboostFitTrainer_34,xgboost,XgboostFitTrainer_34.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.59,28.64,2.59,28.64,XgboostFitTrainer,34,BPFOnly
460,656,LinearRegressionTrainer_22,scikit,LinearRegressionTrainer_22.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.6,4.19,2.6,4.19,LinearRegressionTrainer,22,BPFOnly
461,970,PolynomialRegressionTrainer_49,scikit,PolynomialRegressionTrainer_49.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",['poly_scaler.pkl'],DynPower,2.6,13.4,2.6,13.4,PolynomialRegressionTrainer,49,BPFOnly
462,1073,GradientBoostingRegressorTrainer_275,scikit,GradientBoostingRegressorTrainer_275.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.6,21.03,2.6,21.03,GradientBoostingRegressorTrainer,275,BPFOnly
463,1169,GradientBoostingRegressorTrainer_300,scikit,GradientBoostingRegressorTrainer_300.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.6,31.04,2.6,31.04,GradientBoostingRegressorTrainer,300,BPFOnly
464,801,LinearRegressionTrainer_264,scikit,LinearRegressionTrainer_264.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.61,25.52,2.61,25.52,LinearRegressionTrainer,264,BPFOnly
465,878,GradientBoostingRegressorTrainer_262,scikit,GradientBoostingRegressorTrainer_262.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.62,8.55,2.62,8.55,GradientBoostingRegressorTrainer,262,BPFOnly
466,1328,KNeighborsRegressorTrainer_252,scikit,KNeighborsRegressorTrainer_252.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.62,3.05,2.62,3.05,KNeighborsRegressorTrainer,252,BPFOnly
467,392,LogisticRegressionTrainer_46,curvefit,LogisticRegressionTrainer_46.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.63,1.78,2.63,1.78,LogisticRegressionTrainer,46,BPFOnly
468,1480,SVRRegressorTrainer_34,scikit,SVRRegressorTrainer_34.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.63,14.05,2.63,14.05,SVRRegressorTrainer,34,BPFOnly
469,2027,ExponentialRegressionTrainer_314,curvefit,ExponentialRegressionTrainer_314.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.63,5.47,2.63,5.47,ExponentialRegressionTrainer,314,BPFOnly
470,357,LogarithmicRegressionTrainer_5,curvefit,LogarithmicRegressionTrainer_5.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.64,10.49,2.64,10.49,LogarithmicRegressionTrainer,5,BPFOnly
471,972,GradientBoostingRegressorTrainer_288,scikit,GradientBoostingRegressorTrainer_288.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.64,11.58,2.64,11.58,GradientBoostingRegressorTrainer,288,BPFOnly
472,358,PolynomialRegressionTrainer_115,scikit,PolynomialRegressionTrainer_115.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",['poly_scaler.pkl'],DynPower,2.65,3.44,2.65,3.44,PolynomialRegressionTrainer,115,BPFOnly
473,1446,XgboostFitTrainer_300,xgboost,XgboostFitTrainer_300.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.65,17.18,2.65,17.18,XgboostFitTrainer,300,BPFOnly
474,390,XgboostFitTrainer_204,xgboost,XgboostFitTrainer_204.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.66,1.48,2.66,1.48,XgboostFitTrainer,204,BPFOnly
475,1133,LogisticRegressionTrainer_243,curvefit,LogisticRegressionTrainer_243.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.66,8.78,2.66,8.78,LogisticRegressionTrainer,243,BPFOnly
476,1246,XgboostFitTrainer_288,xgboost,XgboostFitTrainer_288.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.66,15.75,2.66,15.75,XgboostFitTrainer,288,BPFOnly
477,2782,SGDRegressorTrainer_91,scikit,SGDRegressorTrainer_91.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.66,3.24,2.66,3.24,SGDRegressorTrainer,91,BPFOnly
478,1058,LogarithmicRegressionTrainer_36,curvefit,LogarithmicRegressionTrainer_36.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.68,2.15,2.68,2.15,LogarithmicRegressionTrainer,36,BPFOnly
479,641,SGDRegressorTrainer_58,scikit,SGDRegressorTrainer_58.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.69,19.17,2.69,19.17,SGDRegressorTrainer,58,BPFOnly
480,1951,LogisticRegressionTrainer_100,curvefit,LogisticRegressionTrainer_100.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.69,9.15,2.69,9.15,LogisticRegressionTrainer,100,BPFOnly
481,2391,SGDRegressorTrainer_83,scikit,SGDRegressorTrainer_83.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.69,5.0,2.69,5.0,SGDRegressorTrainer,83,BPFOnly
482,2505,LogarithmicRegressionTrainer_125,curvefit,LogarithmicRegressionTrainer_125.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.69,46.33,2.69,46.33,LogarithmicRegressionTrainer,125,BPFOnly
483,1798,KNeighborsRegressorTrainer_303,scikit,KNeighborsRegressorTrainer_303.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.7,7.88,2.7,7.88,KNeighborsRegressorTrainer,303,BPFOnly
484,1832,LogisticRegressionTrainer_115,curvefit,LogisticRegressionTrainer_115.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.7,2.91,2.7,2.91,LogisticRegressionTrainer,115,BPFOnly
485,1633,LogisticRegressionTrainer_102,curvefit,LogisticRegressionTrainer_102.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.72,8.58,2.72,8.58,LogisticRegressionTrainer,102,BPFOnly
486,2168,XgboostFitTrainer_1,xgboost,XgboostFitTrainer_1.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.72,3.69,2.72,3.69,XgboostFitTrainer,1,BPFOnly
487,2379,LogisticRegressionTrainer_304,curvefit,LogisticRegressionTrainer_304.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.72,4.89,2.72,4.89,LogisticRegressionTrainer,304,BPFOnly
488,652,LogarithmicRegressionTrainer_262,curvefit,LogarithmicRegressionTrainer_262.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.74,11.16,2.74,11.16,LogarithmicRegressionTrainer,262,BPFOnly
489,1553,LogarithmicRegressionTrainer_25,curvefit,LogarithmicRegressionTrainer_25.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.74,0.41,2.74,0.41,LogarithmicRegressionTrainer,25,BPFOnly
490,1347,PolynomialRegressionTrainer_73,scikit,PolynomialRegressionTrainer_73.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",['poly_scaler.pkl'],DynPower,2.75,2.88,2.75,2.88,PolynomialRegressionTrainer,73,BPFOnly
491,2918,PolynomialRegressionTrainer_25,scikit,PolynomialRegressionTrainer_25.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",['poly_scaler.pkl'],DynPower,2.75,2.61,2.75,2.61,PolynomialRegressionTrainer,25,BPFOnly
492,319,XgboostFitTrainer_51,xgboost,XgboostFitTrainer_51.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.77,17.0,2.77,17.0,XgboostFitTrainer,51,BPFOnly
493,1688,XgboostFitTrainer_11,xgboost,XgboostFitTrainer_11.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.77,11.96,2.77,11.96,XgboostFitTrainer,11,BPFOnly
494,885,SGDRegressorTrainer_100,scikit,SGDRegressorTrainer_100.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.78,9.8,2.78,9.8,SGDRegressorTrainer,100,BPFOnly
495,2077,ExponentialRegressionTrainer_49,curvefit,ExponentialRegressionTrainer_49.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.78,3.79,2.78,3.79,ExponentialRegressionTrainer,49,BPFOnly
496,1870,LogisticRegressionTrainer_263,curvefit,LogisticRegressionTrainer_263.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.79,15.15,2.79,15.15,LogisticRegressionTrainer,263,BPFOnly
497,2991,SGDRegressorTrainer_45,scikit,SGDRegressorTrainer_45.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.79,2.41,2.79,2.41,SGDRegressorTrainer,45,BPFOnly
498,1417,KNeighborsRegressorTrainer_126,scikit,KNeighborsRegressorTrainer_126.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],DynPower,2.8,8.03,2.8,8.03,KNeighborsRegressorTrainer,126,BPFOnly
499,722,PolynomialRegressionTrainer_304,scikit,PolynomialRegressionTrainer_304.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",['poly_scaler.pkl'],DynPower,2.81,3.98,2.81,3.98,PolynomialRegressionTrainer,304,BPFOnly
