,timestamp,packge_ratio_package,cache_miss,cpu_cycles,cpu_instructions,package_power,core_power,uncore_power,dram_power,node_type,id
45,1695115798,1.0,846723.0,839643329.3333333,744738425.6666666,11.062000006437302,0.0,0.0,9.511999998241663,1.0,all containers
46,1695115801,1.0,503052.0,18959592263.333336,10350860314.333332,98.80700000375509,0.0,0.0,31.310000002384186,1.0,all containers
47,1695115804,1.0,341955.3333333334,20194799755.333336,10538572349.666668,103.7800000011921,0.0,0.0,33.0350000038743,1.0,all containers
48,1695115807,1.0,566221.3333333334,21981620872.0,12779663714.333332,104.28300000354648,0.0,0.0,31.984999999403954,1.0,all containers
49,1695115810,1.0,420791.3333333334,21692348819.666668,10486786486.0,102.71100000292063,0.0,0.0,32.08900000154972,1.0,all containers
50,1695115813,1.0,309247.0,21525728798.333336,11358376513.666668,101.31900000199676,0.0,0.0,31.08500000089407,1.0,all containers
51,1695115816,1.0,400545.6666666666,22195672493.333332,12016566374.0,103.74200000613928,0.0,0.0,32.37400000542402,1.0,all containers
52,1695115819,1.0,521882.3333333334,21489485866.333332,11318298915.666666,103.39900000020862,0.0,0.0,31.97699999809265,1.0,all containers
53,1695115822,1.0,524850.6666666666,21756833010.333332,10498989428.666668,104.64300000295043,0.0,0.0,32.42500000447035,1.0,all containers
54,1695115825,1.0,350936.0,21268313612.0,12878590478.666668,100.64800000190735,0.0,0.0,31.421000000089407,1.0,all containers
