timestamp,kubelet_cpu_usage,kubelet_memory_bytes,platform_power,node_type
1695115663,0.0,0.0,190.0,1
1695115666,0.3333333333333333,9516373.333333332,182.0,1
1695115669,0.6666666666666666,3822933.333333333,171.0,1
1695115672,0.0,43690.666666666664,171.0,1
1695115675,3.0,8399530.666666666,171.0,1
1695115678,0.3333333333333333,279893.3333333334,171.0,1
1695115681,0.0,0.0,171.0,1
1695115684,0.0,0.0,171.0,1
1695115687,0.0,542037.3333333334,171.0,1
1695115690,0.3333333333333333,0.0,171.0,1
1695115693,0.0,9557.333333333334,171.0,1
1695115696,0.0,244394.6666666667,171.0,1
1695115699,0.3333333333333333,591189.3333333333,171.0,1
1695115702,0.3333333333333333,589824.0,171.0,1
1695115705,0.3333333333333333,688128.0,171.0,1
1695115708,0.0,2730.6666666666665,180.0,1
1695115711,1.0,1275221.3333333333,221.0,1
1695115714,1.0,1370794.6666666665,219.0,1
1695115717,1.6666666666666665,1527808.0,219.0,1
1695115720,1.3333333333333333,117418.66666666666,222.0,1
1695115723,0.6666666666666666,64170.666666666664,220.0,1
1695115726,0.0,0.0,223.0,1
1695115729,0.0,55978.666666666664,219.0,1
1695115732,0.3333333333333333,217088.0,223.0,1
1695115735,4.666666666666666,114688.0,220.0,1
1695115738,0.0,811008.0,220.0,1
1695115741,0.0,94208.0,171.0,1
1695115744,0.0,0.0,171.0,1
1695115747,0.3333333333333333,236202.66666666666,171.0,1
1695115750,0.0,10922.666666666666,171.0,1
1695115753,0.3333333333333333,83285.33333333333,174.0,1
1695115756,2.0,2075306.6666666667,230.0,1
1695115759,2.3333333333333335,2127189.3333333335,229.0,1
1695115762,2.0,288085.3333333334,227.0,1
1695115765,2.333333333333333,0.0,226.0,1
1695115768,0.3333333333333333,0.0,227.0,1
1695115771,0.0,102400.0,230.0,1
1695115774,0.3333333333333333,133802.66666666666,227.0,1
1695115777,0.3333333333333333,225280.0,227.0,1
1695115780,0.0,203434.66666666666,229.0,1
1695115783,12.0,187050.66666666666,229.0,1
1695115786,0.0,15018.666666666668,171.0,1
1695115789,0.3333333333333333,258048.0,171.0,1
1695115792,0.0,9557.333333333334,171.0,1
1695115795,0.0,727722.6666666667,171.0,1
1695115798,0.0,72362.66666666666,173.0,1
1695115801,4.0,5537792.0,212.0,1
1695115804,4.333333333333333,5380778.666666667,212.0,1
1695115807,4.0,5023061.333333333,212.0,1
1695115810,4.333333333333333,1365.3333333333333,211.0,1
1695115813,2.6666666666666665,176128.0,213.0,1
1695115816,0.3333333333333333,131072.0,212.0,1
1695115819,0.0,46421.333333333336,211.0,1
1695115822,0.3333333333333333,2730.6666666666665,213.0,1
1695115825,14.0,0.0,210.0,1
1695115828,0.3333333333333333,46421.333333333336,212.0,1
1695115831,0.6666666666666666,0.0,177.0,1
1695115834,0.0,0.0,171.0,1
1695115837,0.3333333333333333,25941.333333333332,171.0,1
1695115840,0.0,274432.0,171.0,1
1695115843,0.0,318122.6666666666,175.0,1
1695115846,7.0,11184810.666666666,218.0,1
1695115849,8.666666666666668,16019455.999999998,218.0,1
1695115852,8.0,11311786.666666666,219.0,1
1695115855,8.0,4096.0,220.0,1
1695115858,8.0,0.0,221.0,1
1695115861,8.666666666666668,843776.0,218.0,1
1695115864,4.333333333333334,13653.333333333334,219.0,1
1695115867,0.0,144725.33333333334,220.0,1
1695115870,0.0,0.0,219.0,1
1695115873,0.6666666666666666,124245.33333333334,220.0,1
