timestamp,bpf_cpu_time_us,platform_power,node_type
1695115996,28644.333333333332,726.0,1
1695115999,28637.666666666668,723.0,1
1695116002,28550.666666666664,720.0,1
1695116005,28606.0,720.0,1
1695116008,28488.0,726.0,1
1695116011,10854.333333333334,531.0,1
1695116014,538.6666666666666,513.0,1
1695116017,530.0,513.0,1
1695116020,504.3333333333333,513.0,1
1695116023,540.3333333333333,513.0,1
1695116026,342.6666666666667,723.0,1
1695116029,28505.0,723.0,1
1695116032,28511.0,720.0,1
1695116035,28549.0,717.0,1
1695116038,28643.0,717.0,1
1695116041,28467.000000000004,714.0,1
1695116044,28543.333333333332,720.0,1
1695116047,28545.0,726.0,1
1695116050,28602.333333333332,717.0,1
1695116053,28566.333333333332,723.0,1
1695116056,14371.666666666666,513.0,1
1695116059,520.3333333333334,513.0,1
1695116062,530.0,513.0,1
1695116065,494.66666666666663,513.0,1
1695116068,483.3333333333333,513.0,1
1695116071,521.3333333333334,546.0,1
1695116074,4274.333333333333,672.0,1
1695116077,4328.0,666.0,1
1695116080,4315.666666666667,672.0,1
1695116083,4359.0,672.0,1
1695116086,4299.0,672.0,1
1695116089,4330.0,672.0,1
1695116092,4311.0,675.0,1
1695116095,4282.666666666666,669.0,1
1695116098,4291.666666666667,669.0,1
1695116101,3634.3333333333335,624.0,1
1695116104,491.6666666666667,513.0,1
1695116107,576.0,513.0,1
1695116110,505.0,516.0,1
1695116113,498.33333333333337,513.0,1
1695116116,551.6666666666666,624.0,1
1695116119,8089.666666666667,720.0,1
1695116122,8094.333333333333,726.0,1
1695116125,8121.333333333333,732.0,1
1695116128,8112.999999999999,720.0,1
1695116131,8093.0,726.0,1
1695116134,8052.333333333333,723.0,1
1695116137,8124.666666666667,726.0,1
1695116140,8070.0,720.0,1
1695116143,8153.333333333333,732.0,1
1695116146,7219.666666666666,726.0,1
1695116149,558.6666666666666,513.0,1
1695116152,501.3333333333333,513.0,1
1695116155,510.3333333333333,513.0,1
1695116158,519.0,513.0,1
1695116161,554.3333333333334,600.0,1
1695116164,14641.666666666666,822.0,1
1695116167,14694.999999999998,819.0,1
1695116170,14652.0,825.0,1
1695116173,14684.0,822.0,1
1695116176,14689.333333333332,819.0,1
1695116179,14724.333333333334,825.0,1
1695116182,14682.333333333334,822.0,1
1695116185,14684.333333333334,825.0,1
1695116188,14705.666666666666,822.0,1
1695116191,13479.666666666666,822.0,1
1695116194,479.0,513.0,1
1695116197,631.3333333333334,513.0,1
1695116200,548.3333333333334,513.0,1
1695116203,535.3333333333333,513.0,1
1695116206,546.6666666666666,552.0,1
1695116209,22380.333333333332,861.0,1
1695116212,23153.333333333332,855.0,1
1695116215,23134.333333333332,855.0,1
1695116218,23147.666666666668,855.0,1
1695116221,23208.0,852.0,1
1695116224,23186.666666666668,852.0,1
1695116227,23193.0,855.0,1
1695116230,23172.666666666664,858.0,1
1695116233,23188.666666666668,855.0,1
1695116236,23186.000000000004,858.0,1
1695116239,1538.0,513.0,1
1695116242,516.6666666666666,513.0,1
1695116245,490.3333333333333,513.0,1
1695116248,513.6666666666666,513.0,1
1695116251,556.6666666666666,513.0,1
1695116254,258.3333333333333,879.0,1
1695116257,28902.333333333336,870.0,1
1695116260,28773.333333333336,873.0,1
1695116263,28824.333333333332,876.0,1
1695116266,28942.333333333336,873.0,1
1695116269,28741.0,876.0,1
1695116272,28951.666666666664,879.0,1
1695116275,28807.666666666668,876.0,1
1695116278,28896.0,876.0,1
1695116281,28810.333333333336,879.0,1
1695116284,10954.666666666666,537.0,1
1695116287,534.6666666666666,513.0,1
1695116290,504.33333333333337,513.0,1
1695116293,510.0,513.0,1
1695116296,691.6666666666666,513.0,1
1695116299,219.33333333333334,870.0,1
1695116302,28765.666666666668,873.0,1
1695116305,28773.333333333336,870.0,1
1695116308,28717.666666666668,867.0,1
1695116311,28833.0,873.0,1
1695116314,28676.000000000004,879.0,1
1695116317,28928.666666666664,873.0,1
1695116320,28901.666666666668,873.0,1
1695116323,28793.333333333332,882.0,1
1695116326,28807.333333333332,870.0,1
1695116329,9800.666666666668,513.0,1
1695116332,531.0,513.0,1
1695116335,514.0,513.0,1
1695116338,545.3333333333334,513.0,1
1695116341,513.6666666666666,513.0,1
1695116344,570.6666666666666,726.0,1
1695116347,4327.666666666667,726.0,1
1695116350,4332.666666666667,732.0,1
1695116353,4310.333333333334,729.0,1
1695116356,4306.0,732.0,1
1695116359,4361.0,732.0,1
1695116362,4311.0,732.0,1
1695116365,4375.0,738.0,1
1695116368,4278.0,732.0,1
1695116371,4322.666666666666,729.0,1
1695116374,1951.0,519.0,1
1695116377,525.0,516.0,1
1695116380,542.6666666666666,513.0,1
1695116383,519.6666666666667,513.0,1
1695116386,544.0,513.0,1
1695116389,570.3333333333334,819.0,1
1695116392,8110.666666666667,825.0,1
1695116395,8107.666666666667,825.0,1
1695116398,8108.333333333333,825.0,1
1695116401,8115.666666666666,828.0,1
1695116404,8098.333333333333,822.0,1
1695116407,8141.666666666667,828.0,1
1695116410,8090.666666666666,831.0,1
1695116413,8096.666666666667,828.0,1
1695116416,8173.000000000001,831.0,1
1695116419,2589.333333333333,513.0,1
1695116422,521.0,519.0,1
1695116425,531.3333333333334,522.0,1
1695116428,526.6666666666666,513.0,1
1695116431,520.3333333333334,513.0,1
1695116434,514.0,996.0,1
1695116437,14735.0,1017.0,1
1695116440,14746.0,1017.0,1
1695116443,14758.333333333334,1017.0,1
1695116446,14872.999999999998,1023.0,1
1695116449,14737.666666666666,1017.0,1
1695116452,14748.0,1020.0,1
1695116455,14710.666666666668,1029.0,1
1695116458,14738.666666666666,1029.0,1
1695116461,14729.333333333334,1032.0,1
1695116464,8234.333333333334,690.0,1
1695116467,548.3333333333333,522.0,1
1695116470,525.0,513.0,1
1695116473,481.6666666666667,513.0,1
1695116476,529.3333333333334,513.0,1
1695116479,537.6666666666667,1029.0,1
1695116482,23180.0,1065.0,1
1695116485,23178.333333333332,1071.0,1
1695116488,23245.666666666664,1071.0,1
1695116491,23197.999999999996,1071.0,1
1695116494,23225.999999999996,1077.0,1
1695116497,23263.666666666668,1077.0,1
1695116500,23251.000000000004,1077.0,1
1695116503,23238.333333333332,1080.0,1
1695116506,23272.333333333332,1083.0,1
1695116509,13364.000000000002,807.0,1
1695116512,546.0,519.0,1
1695116515,508.0,513.0,1
1695116518,490.6666666666667,522.0,1
1695116521,508.3333333333333,513.0,1
1695116524,388.0,903.0,1
1695116527,28977.333333333336,1092.0,1
1695116530,28969.333333333336,1095.0,1
1695116533,29016.0,1095.0,1
1695116536,29038.0,1101.0,1
1695116539,29019.666666666668,1101.0,1
1695116542,29132.0,1104.0,1
1695116545,29014.333333333332,1110.0,1
1695116548,28842.333333333332,1110.0,1
1695116551,28920.666666666664,1107.0,1
1695116554,19204.333333333336,1089.0,1
1695116557,526.3333333333334,522.0,1
1695116560,542.3333333333334,513.0,1
1695116563,506.66666666666663,513.0,1
1695116566,683.6666666666666,513.0,1
1695116569,394.0,810.0,1
1695116572,28985.666666666664,1095.0,1
1695116575,29007.333333333336,1098.0,1
1695116578,29005.666666666664,1104.0,1
1695116581,28934.666666666668,1113.0,1
1695116584,28932.333333333332,1104.0,1
1695116587,29081.333333333332,1104.0,1
1695116590,29008.666666666668,1110.0,1
1695116593,28924.333333333332,1110.0,1
1695116596,29007.333333333332,1107.0,1
1695116599,19436.666666666668,657.0,1
1695116602,548.6666666666666,519.0,1
1695116605,522.0,513.0,1
1695116608,519.0,513.0,1
1695116611,517.6666666666667,513.0,1
1695116614,561.6666666666666,591.0,1
1695116617,4349.666666666666,630.0,1
1695116620,4312.0,639.0,1
1695116623,4301.333333333333,636.0,1
1695116626,4350.333333333333,639.0,1
1695116629,4362.666666666667,639.0,1
1695116632,4296.666666666666,639.0,1
1695116635,4316.333333333334,639.0,1
1695116638,4292.0,642.0,1
1695116641,4352.666666666667,642.0,1
1695116644,2965.9999999999995,540.0,1
1695116647,562.0,522.0,1
1695116650,508.6666666666667,513.0,1
1695116653,532.0,513.0,1
1695116656,501.6666666666667,513.0,1
1695116659,581.6666666666666,555.0,1
1695116662,8070.666666666667,666.0,1
1695116665,8033.333333333334,657.0,1
1695116668,8026.333333333333,660.0,1
1695116671,8045.999999999999,663.0,1
1695116674,8067.0,654.0,1
1695116677,8019.666666666667,654.0,1
1695116680,8074.0,663.0,1
1695116683,8047.666666666667,660.0,1
1695116686,8185.333333333333,660.0,1
1695116689,6223.0,588.0,1
1695116692,512.6666666666666,513.0,1
1695116695,522.0,513.0,1
1695116698,499.0,513.0,1
1695116701,509.0,522.0,1
1695116704,534.0,639.0,1
1695116707,14617.0,696.0,1
1695116710,14591.333333333332,696.0,1
1695116713,14561.333333333332,696.0,1
1695116716,14589.333333333334,693.0,1
1695116719,14601.333333333334,693.0,1
1695116722,14594.666666666666,696.0,1
1695116725,14641.999999999998,699.0,1
1695116728,14575.666666666666,699.0,1
1695116731,14595.0,702.0,1
1695116734,11970.0,699.0,1
1695116737,532.0,513.0,1
1695116740,527.6666666666666,513.0,1
1695116743,523.0,513.0,1
1695116746,695.6666666666666,513.0,1
1695116749,553.6666666666666,597.0,1
1695116752,22928.333333333336,696.0,1
1695116755,22975.333333333336,705.0,1
1695116758,22960.333333333332,702.0,1
1695116761,23001.999999999996,702.0,1
1695116764,22971.666666666664,705.0,1
1695116767,23022.333333333332,699.0,1
1695116770,23030.333333333336,702.0,1
1695116773,22994.333333333332,702.0,1
1695116776,23008.666666666668,711.0,1
1695116779,20450.0,702.0,1
1695116782,534.3333333333334,513.0,1
1695116785,532.3333333333334,513.0,1
1695116788,531.6666666666666,513.0,1
1695116791,495.66666666666663,513.0,1
1695116794,514.6666666666666,552.0,1
1695116797,28391.0,696.0,1
1695116800,28480.666666666664,696.0,1
1695116803,28654.666666666664,696.0,1
1695116806,28514.666666666664,702.0,1
1695116809,28517.666666666668,696.0,1
1695116812,28588.666666666664,696.0,1
1695116815,28681.0,696.0,1
1695116818,28461.333333333332,696.0,1
1695116821,28729.666666666664,696.0,1
1695116824,27534.0,693.0,1
1695116827,828.3333333333333,513.0,1
1695116830,659.0,513.0,1
1695116833,509.6666666666667,513.0,1
1695116836,550.0,513.0,1
1695116839,563.3333333333334,513.0,1
1695116842,20359.000000000004,696.0,1
1695116845,28467.000000000004,699.0,1
1695116848,28379.333333333332,699.0,1
1695116851,28529.333333333332,702.0,1
1695116854,28699.333333333332,696.0,1
1695116857,28614.666666666668,702.0,1
1695116860,28630.666666666668,702.0,1
1695116863,28711.0,702.0,1
1695116866,28484.666666666668,699.0,1
1695116869,28583.0,699.0,1
1695116872,9375.333333333334,513.0,1
1695116875,495.6666666666667,513.0,1
1695116878,522.0,513.0,1
1695116881,436.6666666666667,513.0,1
1695116884,519.6666666666667,513.0,1
1695116887,589.3333333333334,669.0,1
1695116890,4347.0,675.0,1
1695116893,4293.333333333334,672.0,1
1695116896,4294.0,678.0,1
1695116899,4369.333333333334,666.0,1
1695116902,4334.666666666667,675.0,1
1695116905,4316.666666666667,675.0,1
1695116908,4365.333333333333,672.0,1
1695116911,4316.333333333334,681.0,1
1695116914,4307.333333333333,672.0,1
1695116917,1585.0,531.0,1
1695116920,532.6666666666666,513.0,1
1695116923,499.66666666666663,513.0,1
1695116926,538.3333333333334,513.0,1
1695116929,552.6666666666667,513.0,1
1695116932,601.6666666666666,720.0,1
1695116935,8098.666666666666,720.0,1
1695116938,8099.666666666666,723.0,1
1695116941,8131.0,726.0,1
1695116944,8072.333333333333,726.0,1
1695116947,8145.333333333333,720.0,1
1695116950,8212.0,723.0,1
1695116953,8062.666666666666,720.0,1
1695116956,8072.666666666666,717.0,1
1695116959,8099.0,723.0,1
1695116962,3462.0,513.0,1
1695116965,547.3333333333333,513.0,1
1695116968,505.0,513.0,1
1695116971,507.3333333333333,513.0,1
1695116974,496.3333333333333,519.0,1
1695116977,567.3333333333334,822.0,1
1695116980,14679.0,819.0,1
1695116983,14694.333333333334,822.0,1
1695116986,14699.0,822.0,1
1695116989,14686.666666666668,822.0,1
1695116992,14703.333333333332,825.0,1
1695116995,14673.333333333332,825.0,1
1695116998,14670.333333333334,825.0,1
1695117001,14677.666666666666,825.0,1
1695117004,14695.0,822.0,1
1695117007,6990.0,516.0,1
1695117010,534.3333333333334,513.0,1
1695117013,507.3333333333333,513.0,1
1695117016,510.6666666666667,516.0,1
1695117019,518.6666666666667,513.0,1
1695117022,572.0,837.0,1
1695117025,23099.333333333332,834.0,1
1695117028,23138.333333333332,846.0,1
1695117031,23114.0,837.0,1
1695117034,23145.0,837.0,1
1695117037,23168.0,837.0,1
1695117040,23149.0,831.0,1
1695117043,23173.333333333332,831.0,1
1695117046,23244.333333333332,831.0,1
1695117049,23156.333333333332,834.0,1
1695117052,11684.666666666666,588.0,1
1695117055,549.6666666666666,513.0,1
1695117058,545.3333333333333,513.0,1
1695117061,503.0,513.0,1
1695117064,524.6666666666667,513.0,1
1695117067,373.66666666666663,834.0,1
1695117070,28868.666666666668,825.0,1
1695117073,28879.000000000004,834.0,1
1695117076,28922.666666666668,834.0,1
1695117079,28907.0,828.0,1
1695117082,28854.333333333332,840.0,1
1695117085,28890.333333333336,831.0,1
1695117088,28893.333333333332,834.0,1
1695117091,28811.333333333332,834.0,1
1695117094,28825.333333333332,831.0,1
1695117097,16869.0,738.0,1
1695117100,639.0,519.0,1
1695117103,503.0,513.0,1
1695117106,528.6666666666667,513.0,1
1695117109,505.6666666666667,513.0,1
1695117112,353.0,819.0,1
1695117115,28601.333333333332,837.0,1
1695117118,28282.666666666668,837.0,1
1695117121,28866.0,840.0,1
1695117124,28905.333333333332,837.0,1
1695117127,28859.333333333332,831.0,1
1695117130,28919.666666666668,834.0,1
1695117133,28865.666666666664,831.0,1
1695117136,28928.0,828.0,1
1695117139,28805.333333333336,834.0,1
1695117142,17785.666666666668,816.0,1
1695117145,538.0,513.0,1
1695117148,532.0,513.0,1
1695117151,498.6666666666667,513.0,1
1695117154,502.0,513.0,1
1695117157,538.0,675.0,1
1695117160,4344.666666666667,732.0,1
1695117163,4294.0,729.0,1
1695117166,4372.0,738.0,1
1695117169,4358.0,729.0,1
1695117172,4332.333333333333,732.0,1
1695117175,4265.666666666667,729.0,1
1695117178,4386.0,729.0,1
1695117181,4326.333333333333,729.0,1
1695117184,4329.0,729.0,1
1695117187,2787.3333333333335,513.0,1
1695117190,569.0,513.0,1
1695117193,522.3333333333333,513.0,1
1695117196,507.6666666666667,513.0,1
1695117199,528.6666666666666,516.0,1
1695117202,566.0,669.0,1
1695117205,8105.0,834.0,1
1695117208,8095.666666666666,822.0,1
1695117211,8127.666666666666,822.0,1
1695117214,8113.666666666667,828.0,1
1695117217,8124.333333333334,828.0,1
1695117220,8267.0,837.0,1
1695117223,8124.666666666667,831.0,1
1695117226,8144.0,837.0,1
1695117229,8122.666666666666,828.0,1
1695117232,5249.333333333334,513.0,1
1695117235,508.6666666666667,516.0,1
1695117238,512.3333333333334,513.0,1
1695117241,521.0,513.0,1
1695117244,479.0,513.0,1
1695117247,539.0,591.0,1
1695117250,14751.0,1026.0,1
1695117253,14727.333333333334,1020.0,1
1695117256,14719.333333333332,1026.0,1
1695117259,14728.0,1020.0,1
1695117262,14735.333333333332,1023.0,1
1695117265,14763.666666666666,1026.0,1
1695117268,14700.333333333334,1023.0,1
1695117271,14760.0,1029.0,1
1695117274,14717.666666666666,1029.0,1
1695117277,10743.333333333334,759.0,1
1695117280,545.6666666666667,513.0,1
1695117283,506.0,513.0,1
1695117286,438.6666666666667,525.0,1
1695117289,501.0,513.0,1
1695117292,538.6666666666666,588.0,1
1695117295,23192.999999999996,1050.0,1
1695117298,23220.333333333332,1047.0,1
1695117301,23251.999999999996,1044.0,1
1695117304,23230.333333333336,1053.0,1
1695117307,23267.333333333332,1044.0,1
1695117310,23247.999999999996,1050.0,1
1695117313,23244.333333333336,1056.0,1
1695117316,23252.333333333336,1053.0,1
1695117319,23281.0,1056.0,1
1695117322,17276.0,888.0,1
1695117325,522.6666666666666,513.0,1
1695117328,506.6666666666667,513.0,1
1695117331,533.0,513.0,1
1695117334,518.3333333333334,513.0,1
1695117337,494.0,768.0,1
1695117340,28985.333333333332,1041.0,1
1695117343,28942.666666666668,1041.0,1
1695117346,29027.333333333332,1041.0,1
1695117349,28904.666666666668,1041.0,1
1695117352,29047.0,1041.0,1
1695117355,28990.333333333332,1044.0,1
1695117358,28956.333333333336,1056.0,1
1695117361,28998.333333333332,1053.0,1
1695117364,28958.0,1056.0,1
1695117367,24867.666666666668,1047.0,1
1695117370,689.0,519.0,1
1695117373,511.6666666666667,513.0,1
1695117376,500.0,513.0,1
1695117379,513.6666666666666,513.0,1
1695117382,563.3333333333334,528.0,1
1695117385,22776.0,1041.0,1
1695117388,28928.999999999996,1038.0,1
1695117391,28895.333333333336,1044.0,1
1695117394,28964.333333333332,1047.0,1
1695117397,28908.666666666664,1047.0,1
1695117400,28944.333333333332,1050.0,1
1695117403,29057.333333333332,1053.0,1
1695117406,29017.0,1053.0,1
1695117409,28853.666666666668,1050.0,1
1695117412,29045.666666666668,1047.0,1
1695117415,6963.333333333334,519.0,1
1695117418,539.3333333333334,513.0,1
1695117421,514.3333333333334,516.0,1
1695117424,486.6666666666667,513.0,1
1695117427,598.6666666666666,531.0,1
1695117430,3631.6666666666665,639.0,1
1695117433,4298.666666666666,633.0,1
1695117436,4316.666666666667,633.0,1
1695117439,4294.0,630.0,1
1695117442,4290.666666666666,636.0,1
1695117445,4298.0,633.0,1
1695117448,4349.666666666667,636.0,1
1695117451,4294.666666666667,636.0,1
1695117454,4256.333333333334,642.0,1
1695117457,4323.333333333334,645.0,1
1695117460,1292.0,513.0,1
1695117463,527.6666666666667,513.0,1
1695117466,536.3333333333334,513.0,1
1695117469,528.0,513.0,1
1695117472,582.3333333333333,513.0,1
1695117475,6263.666666666667,648.0,1
1695117478,8093.333333333333,657.0,1
1695117481,8062.666666666667,657.0,1
1695117484,8037.000000000001,660.0,1
1695117487,8087.999999999999,657.0,1
1695117490,8181.666666666666,654.0,1
1695117493,8015.999999999999,660.0,1
1695117496,8045.666666666667,663.0,1
1695117499,8080.0,657.0,1
1695117502,8073.666666666666,657.0,1
1695117505,2498.6666666666665,516.0,1
1695117508,518.6666666666666,513.0,1
1695117511,532.0,513.0,1
1695117514,488.3333333333333,513.0,1
1695117517,535.6666666666666,513.0,1
1695117520,550.0,705.0,1
1695117523,14592.666666666666,693.0,1
1695117526,14625.0,699.0,1
1695117529,14598.333333333334,693.0,1
1695117532,14616.666666666668,690.0,1
1695117535,14580.0,693.0,1
1695117538,14634.0,690.0,1
1695117541,14634.666666666666,693.0,1
1695117544,14603.333333333334,687.0,1
1695117547,14622.0,693.0,1
1695117550,5253.000000000001,522.0,1
1695117553,544.3333333333334,513.0,1
1695117556,479.33333333333337,513.0,1
1695117559,522.3333333333334,513.0,1
1695117562,517.3333333333334,525.0,1
1695117565,538.3333333333334,705.0,1
1695117568,23057.333333333332,708.0,1
1695117571,23052.333333333332,708.0,1
1695117574,22980.0,702.0,1
1695117577,23068.0,699.0,1
1695117580,23071.666666666668,705.0,1
1695117583,23040.333333333332,696.0,1
1695117586,23054.0,705.0,1
1695117589,23088.0,711.0,1
1695117592,23077.666666666668,696.0,1
1695117595,9210.666666666668,513.0,1
1695117598,537.3333333333333,513.0,1
1695117601,520.3333333333333,513.0,1
1695117604,519.0,513.0,1
1695117607,537.3333333333333,513.0,1
1695117610,372.3333333333333,699.0,1
1695117613,28598.333333333332,702.0,1
1695117616,28820.666666666668,708.0,1
1695117619,28688.999999999996,702.0,1
1695117622,28643.0,705.0,1
1695117625,28703.666666666668,699.0,1
1695117628,28828.0,705.0,1
1695117631,28727.333333333336,705.0,1
1695117634,28566.333333333332,708.0,1
1695117637,28690.000000000004,702.0,1
1695117640,13856.333333333334,603.0,1
1695117643,583.0,522.0,1
1695117646,663.0,513.0,1
1695117649,518.6666666666666,513.0,1
1695117652,550.3333333333334,513.0,1
1695117655,424.66666666666663,672.0,1
1695117658,28560.333333333332,702.0,1
1695117661,28558.666666666668,705.0,1
1695117664,28504.666666666668,705.0,1
1695117667,28670.666666666664,705.0,1
1695117670,28646.666666666668,702.0,1
1695117673,28674.333333333332,702.0,1
1695117676,28632.000000000004,708.0,1
1695117679,28619.666666666668,699.0,1
1695117682,28625.666666666668,702.0,1
1695117685,20978.0,780.0,1
1695117688,528.6666666666666,519.0,1
1695117691,547.0,513.0,1
1695117694,484.0,513.0,1
1695117697,535.0,513.0,1
1695117700,559.6666666666666,561.0,1
1695117703,4327.333333333333,666.0,1
1695117706,4309.0,672.0,1
1695117709,4340.333333333334,669.0,1
1695117712,4315.333333333333,669.0,1
1695117715,4290.0,675.0,1
1695117718,4339.0,663.0,1
1695117721,4308.666666666667,669.0,1
1695117724,4279.0,663.0,1
1695117727,4339.333333333334,666.0,1
1695117730,3679.6666666666665,666.0,1
1695117733,530.3333333333334,513.0,1
1695117736,522.0,513.0,1
1695117739,490.33333333333337,513.0,1
1695117742,531.6666666666666,513.0,1
1695117745,559.0,546.0,1
1695117748,8086.666666666667,720.0,1
1695117751,8070.0,714.0,1
1695117754,8074.0,717.0,1
1695117757,8096.666666666667,714.0,1
1695117760,8091.333333333333,720.0,1
1695117763,8067.333333333333,714.0,1
1695117766,8174.666666666667,717.0,1
1695117769,8125.666666666666,717.0,1
1695117772,8093.333333333333,711.0,1
1695117775,7172.333333333333,720.0,1
1695117778,489.0,513.0,1
1695117781,505.3333333333333,513.0,1
1695117784,489.6666666666667,513.0,1
1695117787,542.6666666666666,522.0,1
1695117790,542.3333333333333,546.0,1
1695117793,14688.666666666668,807.0,1
1695117796,14703.666666666668,804.0,1
1695117799,14661.666666666666,801.0,1
1695117802,14687.0,813.0,1
1695117805,14667.0,810.0,1
1695117808,14678.333333333332,813.0,1
1695117811,14672.333333333334,807.0,1
1695117814,14691.0,813.0,1
1695117817,14726.333333333334,804.0,1
1695117820,13991.0,810.0,1
1695117823,518.6666666666667,513.0,1
1695117826,512.0,513.0,1
1695117829,587.0,513.0,1
1695117832,463.3333333333333,513.0,1
1695117835,537.6666666666666,549.0,1
1695117838,22726.666666666668,834.0,1
1695117841,23180.0,828.0,1
1695117844,23209.333333333332,837.0,1
1695117847,23220.0,828.0,1
1695117850,23205.333333333332,831.0,1
1695117853,23226.666666666664,831.0,1
1695117856,23230.0,831.0,1
1695117859,23192.333333333332,828.0,1
1695117862,23203.666666666668,825.0,1
1695117865,23046.333333333332,828.0,1
1695117868,1097.6666666666667,513.0,1
1695117871,526.6666666666666,513.0,1
1695117874,598.0,513.0,1
1695117877,526.0,513.0,1
1695117880,547.3333333333333,522.0,1
1695117883,28090.666666666668,843.0,1
1695117886,28958.000000000004,837.0,1
1695117889,28866.666666666668,843.0,1
1695117892,28908.666666666668,840.0,1
1695117895,28850.666666666664,843.0,1
1695117898,28918.333333333332,843.0,1
1695117901,28690.0,840.0,1
1695117904,28868.333333333332,837.0,1
1695117907,28928.0,843.0,1
1695117910,28792.333333333332,840.0,1
1695117913,1607.0,516.0,1
1695117916,512.0,513.0,1
1695117919,505.33333333333337,513.0,1
1695117922,523.0,513.0,1
1695117925,554.3333333333334,540.0,1
1695117928,26184.333333333332,843.0,1
1695117931,28801.999999999996,840.0,1
1695117934,28663.0,843.0,1
1695117937,28870.333333333336,840.0,1
1695117940,28923.0,843.0,1
1695117943,28864.999999999996,843.0,1
1695117946,29027.333333333332,843.0,1
1695117949,28936.0,840.0,1
1695117952,28972.0,843.0,1
1695117955,28892.666666666664,843.0,1
1695117958,3311.3333333333335,513.0,1
1695117961,447.3333333333333,531.0,1
1695117964,481.33333333333337,513.0,1
