,timestamp,bpf_block_irq,bpf_net_rx_irq,bpf_net_tx_irq,cache_miss,cpu_cycles,cpu_instructions,platform_power,node_type,id
1744,1695120895,0.3333333333333333,216.0,0.3333333333333333,47234718.33333333,34759105077.0,10694267534.666668,117.0,1.0,all containers
1745,1695120898,0.6666666666666666,238.66666666666669,1.3333333333333333,4878921.666666667,14214192944.333334,5060734133.0,0.0,1.0,all containers
1746,1695120901,0.3333333333333333,535.3333333333333,0.0,423141.0,424352041.0,300143927.6666666,0.0,1.0,all containers
1747,1695120904,0.6666666666666666,242.66666666666666,0.3333333333333333,318581.3333333334,355001414.0,179119846.66666666,0.0,1.0,all containers
1748,1695120907,0.3333333333333333,214.0,0.0,380267.0,346666736.0,153821241.66666666,0.0,1.0,all containers
1749,1695120910,0.6666666666666666,277.33333333333337,0.0,505316.3333333333,486884351.6666666,221939332.66666666,0.0,1.0,all containers
1750,1695120913,0.0,292.0,0.3333333333333333,1290255.6666666667,2796960345.0,1285921041.6666667,76.0,1.0,all containers
1751,1695120916,0.6666666666666666,196.66666666666666,0.0,49747810.00000001,32992351812.333332,10888359145.666668,117.0,1.0,all containers
1752,1695120919,0.3333333333333333,274.6666666666667,0.3333333333333333,64852384.0,30880228666.000004,5831901804.333334,139.0,1.0,all containers
1753,1695120922,0.6666666666666666,174.0,0.3333333333333333,63793696.0,32311829019.333336,5819973415.0,140.0,1.0,all containers
1754,1695120925,0.3333333333333333,254.66666666666669,0.0,65515001.0,32011496465.666668,6346818608.333333,140.0,1.0,all containers
1755,1695120928,0.6666666666666666,219.33333333333334,0.6666666666666666,64500495.333333336,31155994967.333332,4936023375.333333,140.0,1.0,all containers
1756,1695120931,0.3333333333333333,202.0,0.0,64018558.666666664,32997595756.0,5079303199.666667,139.0,1.0,all containers
1757,1695120934,0.6666666666666666,220.66666666666666,0.3333333333333333,64712723.33333333,30937291478.666668,6431754797.333333,140.0,1.0,all containers
1758,1695120937,0.3333333333333333,238.0,0.3333333333333333,65210890.33333333,32177123586.0,5976386531.333333,140.0,1.0,all containers
1759,1695120940,0.6666666666666666,182.0,0.0,64526466.0,32086608107.0,4547161637.333333,140.0,1.0,all containers
1760,1695120943,0.3333333333333333,260.0,0.3333333333333333,50344668.333333336,30549629539.0,10073878869.333334,159.0,1.0,all containers
1761,1695120946,0.3333333333333333,623.6666666666666,1.0,692780.0,633294361.3333333,439205402.8148148,1.0,1.0,all containers
1762,1695120949,0.6666666666666666,247.0,0.6666666666666666,324565.0,414927667.6666667,270164101.3333333,0.0,1.0,all containers
1763,1695120952,0.3333333333333333,193.66666666666666,0.0,283625.6666666667,420502482.0,286651723.0,0.0,1.0,all containers
1764,1695120955,0.6666666666666666,246.33333333333331,0.0,421515.0,353987709.3333334,277344709.0,0.0,1.0,all containers
1765,1695120958,0.3333333333333333,350.3333333333333,0.3333333333333333,1454975.0,7834291664.333333,3512902654.0,53.0,1.0,all containers
1766,1695120961,0.6666666666666666,192.66666666666666,0.3333333333333333,869307.0,24902750824.0,10526121864.333334,56.0,1.0,all containers
1767,1695120964,0.3333333333333333,236.0,0.6666666666666666,892172.3333333333,25276106997.0,9515574534.333334,55.0,1.0,all containers
1768,1695120967,0.6666666666666666,216.33333333333331,0.0,991659.0,25320668769.0,10795177877.333334,56.0,1.0,all containers
1769,1695120970,0.3333333333333333,220.0,0.3333333333333333,853528.0,24775736335.333332,10588663334.333334,55.0,1.0,all containers
1770,1695120973,0.6666666666666666,227.66666666666669,0.3333333333333333,931985.6666666666,24993260491.333336,9648106393.666668,58.0,1.0,all containers
1771,1695120976,0.3333333333333333,249.0,0.0,861804.0,24900424985.333332,10092038937.666666,60.0,1.0,all containers
1772,1695120979,0.6666666666666666,231.0,0.3333333333333333,1958020.0,25747999165.666668,10222735743.333334,60.0,1.0,all containers
1773,1695120982,0.3333333333333333,197.66666666666666,0.3333333333333333,1079356.6666666667,25054145140.0,9484009103.666668,61.0,1.0,all containers
1774,1695120985,0.6666666666666666,228.0,0.0,1098312.3333333333,25376738221.666668,9732166969.666668,62.0,1.0,all containers
1775,1695120988,0.3333333333333333,215.0,0.3333333333333333,1466850.6666666665,24676704589.666664,9070092786.0,63.0,1.0,all containers
1776,1695120991,0.6666666666666666,192.66666666666669,0.0,1208069.0,23065484536.333332,8871076107.0,70.0,1.0,all containers
1777,1695120994,0.3333333333333333,263.3333333333333,0.3333333333333333,1164638.3333333333,22089191070.666668,9200792121.666666,70.0,1.0,all containers
1778,1695120997,0.6666666666666666,201.66666666666669,0.0,1034813.0,22588692485.666668,7783048477.333333,75.0,1.0,all containers
1779,1695121000,0.3333333333333333,214.0,0.6666666666666666,974440.0,22493199321.666664,7485206161.666666,70.0,1.0,all containers
1780,1695121003,0.6666666666666666,216.66666666666669,0.6666666666666666,629726.0,24856937249.0,13697908481.666668,54.0,1.0,all containers
1781,1695121006,0.3333333333333333,256.3333333333333,0.0,462978.3333333334,6967534816.0,3526247615.3333335,0.0,1.0,all containers
1782,1695121009,0.6666666666666666,419.66666666666663,1.3333333333333333,740833.0,877928970.6666666,508406133.3333333,0.0,1.0,all containers
1783,1695121012,0.3333333333333333,189.66666666666669,0.0,339832.6666666666,514334801.6666666,308735545.3333333,0.0,1.0,all containers
1784,1695121015,0.6666666666666666,229.66666666666666,0.0,264015.0,430280622.0,250697481.3333333,0.0,1.0,all containers
1785,1695121018,0.3333333333333333,218.0,0.0,435464.0,537502635.6666666,290220181.6666667,0.0,1.0,all containers
1786,1695121021,0.6666666666666666,337.3333333333333,0.0,1729275.0,12125903734.666666,4375291887.0,76.0,1.0,all containers
1787,1695121024,0.3333333333333333,239.33333333333334,0.3333333333333333,1359024.6666666667,31308942209.333336,13167204865.666668,77.0,1.0,all containers
1788,1695121027,0.6666666666666666,214.66666666666669,0.0,1483701.6666666665,31161937382.0,13222029920.333332,90.0,1.0,all containers
1789,1695121030,0.3333333333333333,211.0,0.6666666666666666,1646429.6666666665,30875021581.666664,12003982744.333332,92.0,1.0,all containers
1790,1695121033,0.6666666666666666,244.0,0.3333333333333333,1124323.6666666665,30391920482.333336,11687533402.333332,93.0,1.0,all containers
1791,1695121036,0.3333333333333333,237.0,0.0,1143328.0,30590092119.0,11812884304.0,89.0,1.0,all containers
1792,1695121039,0.6666666666666666,243.0,0.3333333333333333,1554349.0,30825854056.333336,10409111050.333334,96.0,1.0,all containers
1793,1695121042,0.3333333333333333,198.0,0.3333333333333333,1042558.0,30523647840.666664,9788730297.666668,92.0,1.0,all containers
1794,1695121045,0.6666666666666666,233.33333333333334,0.6666666666666666,1151995.3333333333,30125805019.0,9833984198.666668,95.0,1.0,all containers
1795,1695121048,0.3333333333333333,215.33333333333331,0.0,1424386.0,31105460773.666664,10282129153.0,96.0,1.0,all containers
1796,1695121051,0.6666666666666666,193.0,0.6666666666666666,1165109.3333333333,30804881028.0,9347744084.0,101.0,1.0,all containers
1797,1695121054,0.3333333333333333,217.0,0.0,1237511.0,30517227729.666664,9977085951.666666,101.0,1.0,all containers
1798,1695121057,0.6666666666666666,240.0,0.6666666666666666,960300.0,30845857368.0,12224071911.333332,76.0,1.0,all containers
1799,1695121060,0.3333333333333333,213.0,0.0,694181.0,14751552515.0,7001114786.666667,0.0,1.0,all containers
1800,1695121063,0.6666666666666666,462.33333333333337,1.3333333333333333,601222.6666666666,651381899.3333334,411322134.0,2.0,1.0,all containers
1801,1695121066,0.3333333333333333,209.0,0.6666666666666666,213783.0,399998489.0,176548065.3333333,0.0,1.0,all containers
1802,1695121069,0.6666666666666666,251.66666666666669,0.3333333333333333,429508.0,539870015.0,253773209.66666666,0.0,1.0,all containers
1803,1695121072,0.3333333333333333,193.66666666666666,0.3333333333333333,769270.6666666666,770425277.3333333,431486091.6666667,0.0,1.0,all containers
1804,1695121075,0.3333333333333333,389.6666666666667,0.0,1566520.6666666667,10300970198.0,3997405526.333333,71.0,1.0,all containers
1805,1695121078,0.6666666666666666,195.0,0.3333333333333333,7435212.666666667,42489302064.66667,18259763596.0,115.0,1.0,all containers
