,timestamp,packge_ratio_package,bpf_block_irq,bpf_net_rx_irq,bpf_net_tx_irq,cache_miss,cpu_cycles,cpu_instructions,package_power,core_power,uncore_power,dram_power,node_type,id
35,1695115768,1.0,0.3333333333333333,212.33333333333331,0.0,352136.6666666666,22128431119.666668,11512983208.666666,49.157333334287,0.0,0.0,11.093666667739555,1.0,all containers
36,1695115771,1.0,0.6666666666666666,196.33333333333334,0.3333333333333333,367428.6666666666,23858786370.666668,11810687156.333332,48.10066666826606,0.0,0.0,10.25700000052651,1.0,all containers
37,1695115774,1.0,0.3333333333333333,247.0,0.6666666666666666,404238.3333333334,23838385428.333336,11704760499.666666,48.86200000097354,0.0,0.0,11.003666667888567,1.0,all containers
38,1695115777,1.0,0.6666666666666666,200.66666666666666,0.3333333333333333,473446.0,23053105619.333332,11441193370.0,48.50466666743159,0.0,0.0,10.772666666656733,1.0,all containers
39,1695115780,1.0,0.3333333333333333,201.33333333333331,0.3333333333333333,508014.3333333333,22628464991.333332,10914393216.333334,48.88533333440621,0.0,0.0,10.839666665842138,1.0,all containers
40,1695115783,1.0,0.3333333333333333,251.66666666666666,0.0,352760.6666666666,22457359417.666664,11240958080.0,48.54866666843493,0.0,0.0,10.619000001500055,1.0,all containers
41,1695115786,1.0,0.6666666666666666,303.6666666666667,1.0,649610.0,2176136842.0,1647598859.3333335,4.470666666825615,0.0,0.0,1.7573333332936016,1.0,all containers
42,1695115789,1.0,0.3333333333333333,321.33333333333337,0.3333333333333333,850608.0,504024786.3333333,522018499.3333333,1.6843333343664781,0.0,0.0,1.5816666670143604,1.0,all containers
43,1695115792,1.0,0.6666666666666666,199.33333333333331,0.0,339486.3333333334,330233904.0,301100894.6666667,0.4400000013411045,0.0,0.0,0.0,1.0,all containers
44,1695115795,1.0,0.3333333333333333,230.33333333333331,0.0,254133.0,363637223.6666666,242832212.0,0.14633333310484886,0.0,0.0,1.2417658012964239e-09,1.0,all containers
45,1695115798,1.0,0.6666666666666666,343.0,0.3333333333333333,846723.0,839643329.3333333,744738425.6666666,3.687333335479103,0.0,0.0,3.1706666660805567,1.0,all containers
46,1695115801,1.0,0.3333333333333333,216.0,0.0,503052.0,18959592263.333336,10350860314.333332,32.935666667918355,0.0,0.0,10.436666667461388,1.0,all containers
47,1695115804,1.0,0.6666666666666666,236.66666666666669,0.6666666666666666,341955.3333333334,20194799755.333336,10538572349.666668,34.5933333337307,0.0,0.0,11.011666667958103,1.0,all containers
48,1695115807,1.0,0.3333333333333333,208.0,0.0,566221.3333333334,21981620872.0,12779663714.333332,34.761000001182154,0.0,0.0,10.661666666467987,1.0,all containers
49,1695115810,1.0,0.6666666666666666,198.0,0.6666666666666666,420791.3333333334,21692348819.666668,10486786486.0,34.23700000097354,0.0,0.0,10.6963333338499,1.0,all containers
50,1695115813,1.0,0.3333333333333333,255.33333333333334,0.0,309247.0,21525728798.333336,11358376513.666668,33.77300000066559,0.0,0.0,10.361666666964702,1.0,all containers
51,1695115816,1.0,0.6666666666666666,238.0,0.6666666666666666,400545.6666666666,22195672493.333332,12016566374.0,34.58066666871309,0.0,0.0,10.791333335141353,1.0,all containers
52,1695115819,1.0,0.3333333333333333,207.33333333333331,0.6666666666666666,521882.3333333334,21489485866.333332,11318298915.666666,34.46633333340287,0.0,0.0,10.65899999936422,1.0,all containers
53,1695115822,1.0,0.6666666666666666,185.33333333333331,0.0,524850.6666666666,21756833010.333332,10498989428.666668,34.88100000098348,0.0,0.0,10.808333334823452,1.0,all containers
54,1695115825,1.0,0.3333333333333333,250.33333333333331,0.3333333333333333,350936.0,21268313612.0,12878590478.666668,33.549333333969116,0.0,0.0,10.47366666669648,1.0,all containers
55,1695115828,1.0,0.6666666666666666,194.66666666666666,0.0,501291.0,21156824187.666668,10295124876.0,35.69200000166893,0.0,0.0,11.225333333015442,1.0,all containers
56,1695115831,1.0,0.3333333333333333,259.3333333333333,1.0,795374.3333333334,3073111802.666667,1576081701.6666665,4.073666668186583,0.0,0.0,3.2666666681567875,1.0,all containers
57,1695115834,1.0,0.6666666666666666,380.0,0.3333333333333333,433989.3333333334,468344456.3333333,206311100.6666667,1.458666667342186,0.0,0.0,2.166999999433756,1.0,all containers
58,1695115837,1.0,0.3333333333333333,206.0,0.0,485971.3333333334,473460704.6666667,183060386.0,0.5776666676004716,0.0,0.0,1.2417658012964239e-09,1.0,all containers
59,1695115840,1.0,0.6666666666666666,178.66666666666669,0.3333333333333333,399289.3333333334,370300988.3333334,185794813.6666667,0.40000000099341193,0.0,0.0,0.0,1.0,all containers
60,1695115843,1.0,0.3333333333333333,366.0,0.0,1006470.6666666666,1071253207.0,601297551.6666667,4.712666666756071,0.0,0.0,3.0646666673322542,1.0,all containers
61,1695115846,1.0,0.6666666666666666,294.6666666666667,0.6666666666666666,1133957.3333333335,22154528354.333336,14727113992.333332,37.32600000252326,0.0,0.0,10.636666665474579,1.0,all containers
62,1695115849,1.0,0.3333333333333333,187.66666666666666,0.3333333333333333,648812.6666666666,24573742999.333336,15269310694.0,41.56666666766007,0.0,0.0,10.735000001887485,1.0,all containers
63,1695115852,1.0,0.6666666666666666,212.66666666666669,0.3333333333333333,441877.0,25975847382.333336,16188215736.333332,41.003666666646794,0.0,0.0,10.783333333830043,1.0,all containers
64,1695115855,1.0,0.3333333333333333,229.33333333333334,0.3333333333333333,441261.3333333334,24913759956.333336,16297900415.0,40.394333335260555,0.0,0.0,10.44533333430688,1.0,all containers
65,1695115858,1.0,0.6666666666666666,206.66666666666666,0.0,507213.0,24330454128.0,15207558651.666668,41.840333333859846,0.0,0.0,11.08833333353202,1.0,all containers
66,1695115861,1.0,0.3333333333333333,189.66666666666669,0.6666666666666666,422678.3333333334,26416893006.333336,16259412850.666668,40.465333333859846,0.0,0.0,10.388666667044163,1.0,all containers
67,1695115864,1.0,0.6666666666666666,235.0,0.3333333333333333,353618.3333333334,23976477307.333332,16147733786.333332,41.00433333466451,0.0,0.0,10.953333333134651,1.0,all containers
68,1695115867,1.0,0.3333333333333333,200.33333333333334,0.3333333333333333,459732.3333333334,25657061943.0,15441640498.666666,40.68233333403866,0.0,0.0,10.579666666686535,1.0,all containers
69,1695115870,1.0,0.6666666666666666,211.0,0.3333333333333333,533238.6666666667,25569559458.666664,16025099418.333332,41.235000001887485,0.0,0.0,10.703666667143509,1.0,all containers
70,1695115873,1.0,0.3333333333333333,225.0,0.3333333333333333,434584.3333333334,23918668901.0,16355944980.333334,40.414666666338846,0.0,0.0,10.508333334078394,1.0,all containers
71,1695115876,1.0,0.6666666666666666,302.0,1.0,498984.3333333334,5862990805.666666,3655806758.666667,6.743666668732963,0.0,0.0,0.17500000074505806,1.0,all containers
72,1695115879,1.0,0.3333333333333333,363.3333333333333,0.0,477640.6666666667,668173057.6666667,401119528.3333334,1.3680000007152557,0.0,0.0,1.4263333342969418,1.0,all containers
73,1695115882,1.0,0.6666666666666666,185.33333333333334,0.0,304301.3333333334,446159259.0,179419450.33333334,0.31200000147025264,0.0,0.0,0.0,1.0,all containers
74,1695115885,1.0,0.3333333333333333,228.33333333333334,0.3333333333333333,389649.3333333333,419713521.6666667,138550312.3333333,0.6593333333730698,0.0,0.0,0.803000000615917,1.0,all containers
75,1695115888,1.0,0.6666666666666666,336.66666666666663,0.3333333333333333,671380.0,830066121.0,367762212.0,3.226333335042,0.0,0.0,2.6989999997119156,1.0,all containers
76,1695115891,1.0,0.3333333333333333,234.66666666666666,0.3333333333333333,1154593.6666666667,23721035943.666668,16771386649.666668,44.1176666667064,0.0,0.0,10.296000001331173,1.0,all containers
77,1695115894,1.0,0.6666666666666666,261.6666666666667,0.6666666666666666,812178.3333333334,29614994268.666664,24923944261.333332,52.41600000113249,0.0,0.0,10.863333333283663,1.0,all containers
78,1695115897,1.0,0.3333333333333333,175.0,0.0,843118.3333333333,32062710369.333336,22319066092.666668,52.278000002106026,0.0,0.0,10.582666666557394,1.0,all containers
79,1695115900,1.0,0.6666666666666666,208.0,0.6666666666666666,1018755.6666666667,30858363199.666668,24732041832.0,52.73433333386977,0.0,0.0,10.65533333520095,1.0,all containers
80,1695115903,1.0,0.3333333333333333,266.66666666666663,0.0,967709.0,30735200178.666664,22874673915.333332,52.58200000226498,0.0,0.0,10.717333332945906,1.0,all containers
81,1695115906,1.0,0.6666666666666666,267.3333333333333,0.3333333333333333,798500.3333333333,32160996153.0,24082877890.0,53.095000000049666,0.0,0.0,10.947000000625849,1.0,all containers
82,1695115909,1.0,0.3333333333333333,191.0,0.3333333333333333,971226.3333333333,29726393484.333336,23389012701.666664,52.71166666721304,0.0,0.0,10.51799999922514,1.0,all containers
83,1695115912,1.0,0.3333333333333333,201.33333333333334,0.3333333333333333,775229.3333333333,32159418512.666668,23970456952.666668,52.77233333388965,0.0,0.0,10.827666667600475,1.0,all containers
84,1695115915,1.0,0.6666666666666666,243.33333333333334,0.6666666666666666,834146.0,30851967305.333336,22833988008.666664,51.75666666775942,0.0,0.0,10.318666667987905,1.0,all containers
85,1695115918,1.0,0.3333333333333333,202.33333333333331,0.3333333333333333,901680.0,30258549434.666664,24387948552.0,53.35200000181794,0.0,0.0,11.111333334197603,1.0,all containers
86,1695115921,1.0,0.6666666666666666,238.66666666666666,1.3333333333333333,830232.0,10814917354.333332,6188846804.0,17.02133333310485,0.0,0.0,4.685666665434837,1.0,all containers
87,1695115924,1.0,0.3333333333333333,488.3333333333333,0.0,405720.6666666666,391794249.6666666,293587751.6666667,0.6860000019272157,0.0,0.0,0.14666666835546494,1.0,all containers
88,1695115927,1.0,0.6666666666666666,194.66666666666669,0.3333333333333333,375910.3333333334,235108893.6666667,260739638.3333333,0.06666666766007623,0.0,0.0,0.0,1.0,all containers
89,1695115930,1.0,0.3333333333333333,216.0,0.3333333333333333,429961.6666666666,268391539.0,332287585.0,1.0063333337505647,0.0,0.0,0.2980000004172325,1.0,all containers
90,1695115933,1.0,0.6666666666666666,331.0,0.0,560710.6666666667,329464673.3333334,378467699.6666666,2.378333335121475,0.0,0.0,2.3143333345651627,1.0,all containers
91,1695115936,1.0,0.3333333333333333,342.66666666666663,0.3333333333333333,1589537.6666666665,23181641207.666668,22105008226.0,45.56933333476384,0.0,0.0,10.793000000218562,1.0,all containers
92,1695115939,1.0,0.6666666666666666,174.0,0.3333333333333333,1884599.0,31703324498.666668,30293935192.666664,56.418333334227384,0.0,0.0,10.31333333378037,1.0,all containers
93,1695115942,1.0,0.3333333333333333,216.0,0.0,1603451.3333333333,32839748325.0,31043342295.333332,58.0183333357175,0.0,0.0,11.364999999602638,1.0,all containers
94,1695115945,1.0,0.6666666666666666,211.66666666666666,0.6666666666666666,1290953.6666666665,30747088045.333336,29616839138.666664,55.825000000496686,0.0,0.0,10.374666667232923,1.0,all containers
95,1695115948,1.0,0.3333333333333333,214.33333333333334,0.0,1346767.0,32848199957.666668,31125596086.0,57.444333334763826,0.0,0.0,11.13533333440622,1.0,all containers
96,1695115951,1.0,0.6666666666666666,190.0,0.0,1529563.3333333335,31675233965.0,30003639491.999996,57.14400000000995,0.0,0.0,10.848333333929382,1.0,all containers
97,1695115954,1.0,0.3333333333333333,262.33333333333337,0.3333333333333333,1372373.0,31414882785.333332,30574718495.333332,56.91866666699451,0.0,0.0,10.952999999125801,1.0,all containers
98,1695115957,1.0,0.6666666666666666,189.0,0.6666666666666666,1262821.0,32880225158.333332,30746452620.666668,56.71466666832566,0.0,0.0,10.783333333830043,1.0,all containers
99,1695115960,1.0,0.3333333333333333,181.66666666666666,0.3333333333333333,1329884.6666666667,30907406633.666664,29742163266.0,57.36833333348234,0.0,0.0,10.675666667521,1.0,all containers
100,1695115963,1.0,0.6666666666666666,280.6666666666667,0.3333333333333333,1444629.6666666667,32633037484.0,31716866069.666664,56.521666668355465,0.0,0.0,10.576000000039741,1.0,all containers
101,1695115966,1.0,0.3333333333333333,256.6666666666667,1.3333333333333333,941269.0,13272842282.5,11475770015.666668,26.273000000665576,0.0,0.0,4.2053333347042425,1.0,all containers
102,1695115969,1.0,0.6666666666666666,535.0,0.3333333333333333,499303.0,465027520.0,342969721.3333334,1.3620000022153036,0.0,0.0,2.256333333750568,1.0,all containers
103,1695115972,1.0,0.3333333333333333,169.66666666666669,0.3333333333333333,359127.0,385117913.6666667,148410301.66666666,0.9839999998609237,0.0,0.0,0.2876666660110203,1.0,all containers
104,1695115975,1.0,0.6666666666666666,253.66666666666669,0.3333333333333333,272757.6666666667,366850139.3333334,166138478.0,0.6160000016291924,0.0,0.0,0.03700000047683716,1.0,all containers
105,1695115978,1.0,0.3333333333333333,255.66666666666669,0.3333333333333333,403630.3333333334,447286451.3333334,267009924.3333333,1.4676666681965216,0.0,0.0,0.6863333346943108,1.0,all containers
106,1695115981,1.0,0.3333333333333333,272.33333333333337,0.0,1033657.6666666667,2337596151.0,950651632.0,47.26400000105302,0.0,0.0,11.00333333387971,1.0,all containers
107,1695115984,1.0,0.3333333333333333,212.0,0.3333333333333333,1627636.0,32525230183.0,35189563748.66667,59.72266666715343,0.0,0.0,11.66599999989073,1.0,all containers
108,1695115987,1.0,0.6666666666666666,227.66666666666669,0.3333333333333333,1689222.6666666667,31418320728.666668,36101616255.0,56.321333335091666,0.0,0.0,9.830666667471334,1.0,all containers
109,1695115990,1.0,0.3333333333333333,192.33333333333334,0.6666666666666666,1635746.0,31769232966.666664,35805741370.33333,59.91166666646798,0.0,0.0,11.676000000288091,1.0,all containers
110,1695115993,1.0,0.6666666666666666,252.0,0.0,1827849.3333333333,32433732593.0,35396826418.0,57.972666668395206,0.0,0.0,10.796333334098264,1.0,all containers
111,1695115996,1.0,0.3333333333333333,237.0,0.6666666666666666,1593623.6666666667,30990163573.666668,36117439883.333336,59.21199999998014,0.0,0.0,11.226666666567326,1.0,all containers
112,1695115999,1.0,0.6666666666666666,209.33333333333331,0.0,1694757.3333333335,32411308090.666668,35394898561.666664,57.63500000163913,0.0,0.0,10.375000001241766,1.0,all containers
113,1695116002,1.0,0.3333333333333333,189.33333333333331,0.6666666666666666,1705158.6666666667,31502804651.333332,36336940309.666664,59.93066666771968,0.0,0.0,11.75899999961257,1.0,all containers
114,1695116005,1.0,0.6666666666666666,258.0,0.0,1604184.6666666665,31693084643.333332,35154459482.33333,57.247999999672174,0.0,0.0,10.195999999841057,1.0,all containers
115,1695116008,1.0,0.3333333333333333,191.66666666666666,0.6666666666666666,1652105.0,32519453566.666664,36051413614.333336,60.00400000313918,0.0,0.0,11.743666668732963,1.0,all containers
116,1695116011,1.0,0.6666666666666666,269.6666666666667,1.6666666666666667,1202399.3333333333,16486218873.666668,17041647038.0,33.13433333362143,0.0,0.0,5.869000000258289,1.0,all containers
117,1695116014,1.0,0.3333333333333333,582.0,0.0,575230.0,453777760.3333334,254206689.66666666,1.014666667828962,0.0,0.0,0.0,1.0,all containers
118,1695116017,1.0,0.6666666666666666,223.66666666666669,0.3333333333333333,419730.0,284861050.6666667,192908137.0,0.433333333581686,0.0,0.0,0.0,1.0,all containers
119,1695116020,1.0,0.3333333333333333,168.33333333333331,0.3333333333333333,246731.66666666666,303844711.6666666,135855301.0,0.8213333350916656,0.0,0.0,1.1176666679481713,1.0,all containers
120,1695116023,1.0,0.6666666666666666,365.0,0.0,766478.3333333333,513916759.6666667,335274721.6666666,1.698000001410641,0.0,0.0,1.2993333327273575,1.0,all containers
121,1695116026,1.0,0.0,289.0,0.0,1006147.6666666667,2801316631.6666665,779593113.3333334,42.1006666670243,0.0,0.0,11.51966666678588,1.0,all containers
122,1695116029,1.0,0.6666666666666666,221.66666666666666,0.0,1980924.6666666665,32283161707.0,34804731410.666664,57.19833333417773,0.0,0.0,10.101333335042,1.0,all containers
123,1695116032,1.0,0.3333333333333333,174.33333333333334,0.3333333333333333,1702826.0,31499381522.333332,36076068421.333336,59.05366666739185,0.0,0.0,11.290333333114788,1.0,all containers
124,1695116035,1.0,0.3333333333333333,259.0,0.0,1572422.0,31837702236.666668,35763339675.666664,58.44500000153978,0.0,0.0,10.803333334624767,1.0,all containers
125,1695116038,1.0,0.6666666666666666,179.33333333333334,0.6666666666666666,1596961.9999999998,32391631594.0,35628746291.99999,59.210333333661154,0.0,0.0,11.179333332926035,1.0,all containers
126,1695116041,1.0,0.3333333333333333,215.66666666666669,0.3333333333333333,1740493.0,31233038569.0,36108080570.33333,57.83966666832566,0.0,0.0,10.5796666679283,1.0,all containers
127,1695116044,1.0,0.6666666666666666,245.00000000000003,0.0,1606487.6666666665,32222264286.333336,35229412332.333336,59.85333333412807,0.0,0.0,11.635999999940395,1.0,all containers
128,1695116047,1.0,0.3333333333333333,195.33333333333334,0.3333333333333333,1858779.6666666665,31463309695.666664,36521876052.0,57.54900000120203,0.0,0.0,10.428333334624767,1.0,all containers
129,1695116050,1.0,0.6666666666666666,202.0,0.0,1454206.6666666665,31608828992.0,35254720675.333336,59.987333334982395,0.0,0.0,11.611333332955837,1.0,all containers
130,1695116053,1.0,0.3333333333333333,238.0,0.6666666666666666,1641820.0,32572890563.333336,36332134514.666664,57.44633333384991,0.0,0.0,10.120999999344349,1.0,all containers
131,1695116056,1.0,0.6666666666666666,290.3333333333333,0.3333333333333333,1206474.0,20306650057.333332,20091535385.666668,40.97866666813691,0.0,0.0,8.072333334634706,1.0,all containers
132,1695116059,1.0,0.3333333333333333,571.0,1.3333333333333333,512492.3333333333,615072763.3333334,320318342.3333334,1.7713333343466147,0.0,0.0,2.0249999997516497,1.0,all containers
133,1695116062,1.0,0.6666666666666666,212.0,0.3333333333333333,262576.3333333333,504759300.3333334,286124837.0,1.2443333330253736,0.0,0.0,1.4476666674017906,1.0,all containers
134,1695116065,1.0,0.3333333333333333,215.66666666666669,0.3333333333333333,306923.3333333334,476658894.6666667,341278588.6666667,0.21766666819651803,0.0,0.0,0.0,1.0,all containers
135,1695116068,1.0,0.6666666666666666,262.3333333333333,0.0,292642.6666666667,403359144.6666667,288968966.6666666,1.2053333334624767,0.0,0.0,1.0083333353201596,1.0,all containers
136,1695116071,1.0,0.3333333333333333,319.6666666666667,0.6666666666666666,948976.0,3514477753.0,1877716658.3333335,14.152666668097169,0.0,0.0,6.512999999026469,1.0,all containers
137,1695116074,1.0,0.6666666666666666,264.0,0.3333333333333333,344839.3333333334,25246221703.0,13414632367.333332,45.24600000182788,0.0,0.0,10.911333334942661,1.0,all containers
138,1695116077,1.0,0.3333333333333333,183.0,0.0,457378.0,24638177180.666664,13639833188.666668,45.157333334287,0.0,0.0,10.794666666537523,1.0,all containers
139,1695116080,1.0,0.6666666666666666,227.33333333333334,0.3333333333333333,403395.6666666667,24928464263.333332,14769621179.0,44.17333333442609,0.0,0.0,10.479000000904009,1.0,all containers
140,1695116083,1.0,0.3333333333333333,244.0,0.3333333333333333,550730.0,24918268148.666668,13920782133.0,44.94966666648786,0.0,0.0,10.467333334187671,1.0,all containers
141,1695116086,1.0,0.6666666666666666,283.6666666666667,0.6666666666666666,491289.6666666667,24245216698.0,13364775357.333332,45.855666668464735,0.0,0.0,11.226666666567326,1.0,all containers
142,1695116089,1.0,0.3333333333333333,173.66666666666666,0.3333333333333333,406690.6666666666,24820625541.333336,14902830355.333332,43.88900000105302,0.0,0.0,10.165000000347696,1.0,all containers
143,1695116092,1.0,0.6666666666666666,221.0,0.3333333333333333,497481.0,25145171990.333332,13919893812.333334,45.224333334714174,0.0,0.0,10.771333333104849,1.0,all containers
144,1695116095,1.0,0.3333333333333333,211.66666666666669,0.3333333333333333,362798.6666666667,25452433435.666664,13112424887.666668,44.262000000725195,0.0,0.0,10.49433333426714,1.0,all containers
145,1695116098,1.0,0.6666666666666666,219.66666666666666,0.6666666666666666,497786.0,24695623298.0,14774196774.0,45.63100000098348,0.0,0.0,11.047666666408382,1.0,all containers
146,1695116101,1.0,0.3333333333333333,181.33333333333331,0.0,447457.6666666667,20654321509.0,11032956212.0,35.02833333363135,0.0,0.0,7.7426666667064055,1.0,all containers
147,1695116104,1.0,0.6666666666666666,308.66666666666663,1.6666666666666667,473502.0,598261921.5333333,322111006.0,2.114333334068455,0.0,0.0,2.6660000011324883,1.0,all containers
148,1695116107,1.0,0.3333333333333333,314.33333333333337,0.3333333333333333,472435.0,533806386.6666667,359282068.0,0.8436666677395515,0.0,0.0,0.34333333373069763,1.0,all containers
149,1695116110,1.0,0.6666666666666666,227.33333333333334,0.3333333333333333,247363.3333333333,342517377.0,249450091.66666666,0.5780000016093254,0.0,0.0,1.2417658012964239e-09,1.0,all containers
150,1695116113,1.0,0.3333333333333333,195.33333333333331,0.0,186339.0,329468396.6666667,226363102.3333333,0.3733333349227905,0.0,0.0,0.0,1.0,all containers
151,1695116116,1.0,0.6666666666666666,473.0,0.3333333333333333,833169.0,3028934872.0,1539848169.0,15.56900000075499,0.0,0.0,6.264333333820105,1.0,all containers
152,1695116119,1.0,0.3333333333333333,156.66666666666666,0.3333333333333333,443176.3333333334,31457175985.333336,20763759638.0,57.873666666448116,0.0,0.0,10.156666666269302,1.0,all containers
153,1695116122,1.0,0.6666666666666666,228.0,0.3333333333333333,492489.6666666666,31764965632.333336,20557617955.666668,59.163000001261636,0.0,0.0,10.633000001311302,1.0,all containers
