,timestamp,bpf_block_irq,bpf_cpu_time_us,bpf_net_rx_irq,bpf_net_tx_irq,platform_power,node_type,id
1303,1695119572,0.6666666666666666,28041.333333333336,194.0,0.3333333333333333,163.0,1.0,all containers
1304,1695119575,0.3333333333333333,27784.666666666668,220.0,0.3333333333333333,159.0,1.0,all containers
1305,1695119578,0.6666666666666666,27912.0,220.33333333333331,0.6666666666666666,161.0,1.0,all containers
1306,1695119581,0.3333333333333333,27912.333333333336,180.0,0.0,162.0,1.0,all containers
1307,1695119584,0.6666666666666666,28209.0,279.3333333333333,0.6666666666666666,166.0,1.0,all containers
1308,1695119587,0.3333333333333333,27879.333333333332,180.66666666666666,0.0,163.0,1.0,all containers
1309,1695119590,0.6666666666666666,28092.666666666664,218.33333333333331,0.3333333333333333,161.0,1.0,all containers
1310,1695119593,0.3333333333333333,28092.666666666668,207.33333333333334,0.3333333333333333,161.0,1.0,all containers
1311,1695119596,0.6666666666666666,11634.666666666666,258.6666666666667,0.3333333333333333,5.0,1.0,all containers
1312,1695119599,0.3333333333333333,495.0,730.6666666666666,1.3333333333333333,0.0,1.0,all containers
1313,1695119602,0.6666666666666666,486.0,219.66666666666666,0.3333333333333333,2.0,1.0,all containers
1314,1695119605,0.3333333333333333,511.0,223.66666666666669,0.3333333333333333,4.0,1.0,all containers
1315,1695119608,0.6666666666666666,516.6666666666667,216.66666666666669,0.3333333333333333,0.0,1.0,all containers
1316,1695119611,0.3333333333333333,582.3333333333333,309.3333333333333,0.0,52.0,1.0,all containers
1317,1695119614,0.6666666666666666,4328.0,273.0,0.6666666666666666,90.0,1.0,all containers
1318,1695119617,0.3333333333333333,4314.666666666667,200.66666666666669,0.6666666666666666,91.0,1.0,all containers
1319,1695119620,0.6666666666666666,4278.0,235.66666666666669,0.0,88.0,1.0,all containers
1320,1695119623,0.3333333333333333,4342.0,193.66666666666669,0.3333333333333333,92.0,1.0,all containers
1321,1695119626,0.6666666666666666,4297.666666666667,250.0,0.3333333333333333,89.0,1.0,all containers
1322,1695119629,0.3333333333333333,4317.0,235.33333333333334,0.0,91.0,1.0,all containers
1323,1695119632,0.6666666666666666,4324.666666666666,217.33333333333331,0.3333333333333333,90.0,1.0,all containers
1324,1695119635,0.3333333333333333,4274.0,215.66666666666666,0.3333333333333333,91.0,1.0,all containers
1325,1695119638,0.6666666666666666,4229.666666666666,229.66666666666669,0.3333333333333333,89.0,1.0,all containers
1326,1695119641,0.3333333333333333,3317.333333333333,200.0,0.0,82.0,1.0,all containers
1327,1695119644,0.6666666666666666,640.6666666666667,419.0,1.3333333333333333,0.0,1.0,all containers
1328,1695119647,0.3333333333333333,539.6666666666667,218.0,0.3333333333333333,0.0,1.0,all containers
1329,1695119650,0.6666666666666666,495.0,183.0,0.0,0.0,1.0,all containers
1330,1695119653,0.3333333333333333,503.66666666666663,253.0,0.3333333333333333,0.0,1.0,all containers
1331,1695119656,0.6666666666666666,576.0,348.66666666666663,0.3333333333333333,51.0,1.0,all containers
1332,1695119659,0.3333333333333333,7956.666666666666,258.3333333333333,0.3333333333333333,118.0,1.0,all containers
1333,1695119662,0.6666666666666666,7944.000000000001,171.0,0.0,120.0,1.0,all containers
1334,1695119665,0.3333333333333333,7947.333333333333,268.33333333333337,0.3333333333333333,119.0,1.0,all containers
1335,1695119668,0.6666666666666666,8008.333333333333,203.66666666666666,0.3333333333333333,120.0,1.0,all containers
1336,1695119671,0.3333333333333333,7978.666666666667,213.66666666666666,0.0,121.0,1.0,all containers
1337,1695119674,0.6666666666666666,7941.666666666667,237.66666666666669,0.6666666666666666,121.0,1.0,all containers
1338,1695119677,0.3333333333333333,8018.0,238.0,0.0,124.0,1.0,all containers
1339,1695119680,0.6666666666666666,7972.333333333333,167.33333333333331,0.6666666666666666,124.0,1.0,all containers
1340,1695119683,0.3333333333333333,7931.333333333333,252.33333333333334,0.0,123.0,1.0,all containers
1341,1695119686,0.6666666666666666,6173.333333333334,228.33333333333334,0.3333333333333333,125.0,1.0,all containers
1342,1695119689,0.3333333333333333,526.6666666666667,425.0,1.6666666666666667,2.0,1.0,all containers
1343,1695119692,0.3333333333333333,527.0,247.66666666666669,0.0,0.0,1.0,all containers
1344,1695119695,0.6666666666666666,508.33333333333337,260.3333333333333,0.3333333333333333,0.0,1.0,all containers
1345,1695119698,0.3333333333333333,511.3333333333333,188.33333333333334,0.0,0.0,1.0,all containers
1346,1695119701,0.6666666666666666,565.0,363.33333333333337,0.3333333333333333,19.0,1.0,all containers
1347,1695119704,0.3333333333333333,14640.666666666668,206.66666666666669,0.6666666666666666,204.0,1.0,all containers
1348,1695119707,0.6666666666666666,14614.333333333334,241.33333333333334,0.0,204.0,1.0,all containers
1349,1695119710,0.3333333333333333,14589.333333333334,161.33333333333334,0.6666666666666666,205.0,1.0,all containers
1350,1695119713,0.6666666666666666,14607.666666666668,262.3333333333333,0.3333333333333333,205.0,1.0,all containers
1351,1695119716,0.3333333333333333,14621.666666666666,230.33333333333331,0.3333333333333333,207.0,1.0,all containers
1352,1695119719,0.6666666666666666,14502.0,267.6666666666667,0.3333333333333333,206.0,1.0,all containers
1353,1695119722,0.3333333333333333,14600.333333333334,172.66666666666666,0.3333333333333333,207.0,1.0,all containers
1354,1695119725,0.6666666666666666,14731.0,254.66666666666666,0.3333333333333333,210.0,1.0,all containers
1355,1695119728,0.3333333333333333,14619.333333333332,189.66666666666669,0.0,208.0,1.0,all containers
1356,1695119731,0.6666666666666666,12495.333333333334,209.0,0.3333333333333333,209.0,1.0,all containers
1357,1695119734,0.3333333333333333,492.3333333333333,296.6666666666667,1.3333333333333333,0.0,1.0,all containers
1358,1695119737,0.6666666666666666,570.0,518.3333333333333,0.0,0.0,1.0,all containers
1359,1695119740,0.3333333333333333,534.0,172.0,0.0,0.0,1.0,all containers
1360,1695119743,0.6666666666666666,647.6666666666666,245.0,0.0,0.0,1.0,all containers
1361,1695119746,0.3333333333333333,565.6666666666667,330.3333333333333,0.0,16.0,1.0,all containers
1362,1695119749,0.6666666666666666,22591.333333333336,242.0,0.0,205.0,1.0,all containers
1363,1695119752,0.3333333333333333,22712.666666666664,193.0,0.6666666666666666,208.0,1.0,all containers
1364,1695119755,0.6666666666666666,22754.333333333332,232.0,0.6666666666666666,206.0,1.0,all containers
1365,1695119758,0.3333333333333333,22684.666666666664,222.0,0.0,208.0,1.0,all containers
1366,1695119761,0.6666666666666666,22759.0,185.66666666666666,0.3333333333333333,210.0,1.0,all containers
1367,1695119764,0.3333333333333333,22709.0,231.33333333333331,0.3333333333333333,210.0,1.0,all containers
1368,1695119767,0.6666666666666666,22766.0,210.0,0.3333333333333333,211.0,1.0,all containers
1369,1695119770,0.3333333333333333,22684.0,221.33333333333331,0.0,212.0,1.0,all containers
1370,1695119773,0.6666666666666666,22730.666666666668,229.66666666666666,0.0,211.0,1.0,all containers
1371,1695119776,0.3333333333333333,21724.000000000004,218.33333333333331,0.3333333333333333,209.0,1.0,all containers
1372,1695119779,0.6666666666666666,553.3333333333333,309.33333333333337,1.0,0.0,1.0,all containers
1373,1695119782,0.3333333333333333,513.3333333333334,560.0,0.0,0.0,1.0,all containers
1374,1695119785,0.6666666666666666,494.3333333333333,228.33333333333331,0.6666666666666666,0.0,1.0,all containers
1375,1695119788,0.3333333333333333,661.6666666666666,208.0,0.0,0.0,1.0,all containers
1376,1695119791,0.6666666666666666,505.3333333333333,333.0,0.6666666666666666,13.0,1.0,all containers
1377,1695119794,0.3333333333333333,27361.000000000004,235.33333333333334,0.0,201.0,1.0,all containers
1378,1695119797,0.6666666666666666,27827.333333333332,209.66666666666666,0.3333333333333333,201.0,1.0,all containers
1379,1695119800,0.3333333333333333,28082.999999999996,197.33333333333334,0.3333333333333333,201.0,1.0,all containers
1380,1695119803,0.6666666666666666,28040.333333333332,222.0,0.3333333333333333,202.0,1.0,all containers
1381,1695119806,0.3333333333333333,28030.666666666668,192.33333333333334,0.3333333333333333,201.0,1.0,all containers
1382,1695119809,0.6666666666666666,27996.333333333336,252.33333333333334,0.3333333333333333,201.0,1.0,all containers
1383,1695119812,0.3333333333333333,28119.0,187.66666666666666,0.3333333333333333,203.0,1.0,all containers
1384,1695119815,0.3333333333333333,28122.666666666668,239.33333333333334,0.3333333333333333,205.0,1.0,all containers
1385,1695119818,0.6666666666666666,27861.999999999996,210.0,0.3333333333333333,206.0,1.0,all containers
1386,1695119821,0.3333333333333333,27610.0,208.66666666666666,0.3333333333333333,205.0,1.0,all containers
1387,1695119824,0.6666666666666666,1755.0,251.66666666666669,1.0,3.0,1.0,all containers
1388,1695119827,0.3333333333333333,560.0,706.3333333333334,0.6666666666666666,2.0,1.0,all containers
1389,1695119830,0.6666666666666666,530.3333333333333,201.66666666666666,0.6666666666666666,0.0,1.0,all containers
1390,1695119833,0.3333333333333333,500.3333333333333,225.66666666666669,0.0,0.0,1.0,all containers
1391,1695119836,0.6666666666666666,553.0,301.3333333333333,0.6666666666666666,2.0,1.0,all containers
1392,1695119839,0.0,418.33333333333337,285.3333333333333,0.0,201.0,1.0,all containers
1393,1695119842,0.6666666666666666,28090.333333333332,193.33333333333334,0.6666666666666666,199.0,1.0,all containers
1394,1695119845,0.3333333333333333,27965.666666666668,247.33333333333334,0.0,200.0,1.0,all containers
1395,1695119848,0.6666666666666666,27831.666666666664,228.0,0.6666666666666666,202.0,1.0,all containers
1396,1695119851,0.3333333333333333,27807.333333333332,190.33333333333334,0.3333333333333333,198.0,1.0,all containers
1397,1695119854,0.6666666666666666,28107.333333333336,252.33333333333334,0.0,206.0,1.0,all containers
1398,1695119857,0.3333333333333333,27843.333333333336,174.33333333333331,0.6666666666666666,206.0,1.0,all containers
1399,1695119860,0.6666666666666666,27838.666666666664,250.66666666666669,0.3333333333333333,204.0,1.0,all containers
1400,1695119863,0.3333333333333333,28195.333333333336,218.33333333333334,0.3333333333333333,205.0,1.0,all containers
1401,1695119866,0.6666666666666666,27993.333333333332,246.33333333333331,0.6666666666666666,205.0,1.0,all containers
