,timestamp,kubelet_cpu_usage,kubelet_memory_bytes,platform_power,node_type,id
76,1695115891,11.666666666666666,20336640.0,192.0,1.0,all containers
77,1695115894,15.333333333333334,20332544.0,183.0,1.0,all containers
78,1695115897,15.0,20424021.333333336,183.0,1.0,all containers
79,1695115900,15.333333333333334,20400810.666666668,180.0,1.0,all containers
80,1695115903,9.666666666666666,20549632.0,189.0,1.0,all containers
81,1695115906,0.0,5461.333333333333,186.0,1.0,all containers
82,1695115909,0.0,57344.0,186.0,1.0,all containers
83,1695115912,0.3333333333333333,141994.6666666667,183.0,1.0,all containers
84,1695115915,0.0,143360.0,183.0,1.0,all containers
85,1695115918,0.3333333333333333,38229.333333333336,183.0,1.0,all containers
86,1695115921,0.0,0.0,9.0,1.0,all containers
87,1695115924,0.0,0.0,0.0,1.0,all containers
88,1695115927,0.3333333333333333,342698.6666666667,0.0,1.0,all containers
89,1695115930,0.0,54613.333333333336,0.0,1.0,all containers
90,1695115933,0.0,58709.333333333336,0.0,1.0,all containers
91,1695115936,17.333333333333332,32773461.333333332,195.0,1.0,all containers
92,1695115939,23.666666666666668,31936512.0,201.0,1.0,all containers
93,1695115942,24.0,32000682.666666668,207.0,1.0,all containers
94,1695115945,15.666666666666666,102400.0,198.0,1.0,all containers
95,1695115948,0.0,518826.6666666666,201.0,1.0,all containers
96,1695115951,0.3333333333333333,4096.0,207.0,1.0,all containers
97,1695115954,0.0,0.0,201.0,1.0,all containers
98,1695115957,102.0,1365.3333333333333,198.0,1.0,all containers
99,1695115960,0.0,0.0,204.0,1.0,all containers
100,1695115963,0.3333333333333333,137898.6666666667,198.0,1.0,all containers
101,1695115966,0.0,0.0,0.0,1.0,all containers
102,1695115969,0.3333333333333333,492885.3333333333,0.0,1.0,all containers
103,1695115972,0.0,20480.0,0.0,1.0,all containers
104,1695115975,0.0,0.0,0.0,1.0,all containers
105,1695115978,0.3333333333333333,499712.0,0.0,1.0,all containers
106,1695115981,0.0,12288.0,204.0,1.0,all containers
107,1695115984,31.333333333333332,509269.3333333333,204.0,1.0,all containers
108,1695115987,32.0,5461.333333333333,207.0,1.0,all containers
109,1695115990,26.0,135168.0,210.0,1.0,all containers
110,1695115993,1.0,49152.0,210.0,1.0,all containers
111,1695115996,0.0,1365.3333333333333,213.0,1.0,all containers
112,1695115999,0.3333333333333333,1650688.0,210.0,1.0,all containers
113,1695116002,124.0,0.0,207.0,1.0,all containers
114,1695116005,0.6666666666666666,352256.0,207.0,1.0,all containers
115,1695116008,0.0,39594.666666666664,213.0,1.0,all containers
116,1695116011,0.0,0.0,18.0,1.0,all containers
117,1695116014,0.0,0.0,0.0,1.0,all containers
118,1695116017,0.0,443733.3333333334,0.0,1.0,all containers
119,1695116020,0.6666666666666666,65536.0,0.0,1.0,all containers
120,1695116023,0.3333333333333333,98304.0,0.0,1.0,all containers
121,1695116026,0.0,5461.333333333333,210.0,1.0,all containers
122,1695116029,31.666666666666664,1654784.0,210.0,1.0,all containers
123,1695116032,31.333333333333332,2730.6666666666665,207.0,1.0,all containers
124,1695116035,32.333333333333336,62805.33333333333,204.0,1.0,all containers
125,1695116038,22.333333333333332,5461.333333333333,204.0,1.0,all containers
126,1695116041,0.0,535210.6666666666,201.0,1.0,all containers
127,1695116044,0.3333333333333333,9557.333333333334,207.0,1.0,all containers
128,1695116047,0.3333333333333333,662186.6666666666,213.0,1.0,all containers
129,1695116050,128.0,99669.33333333334,204.0,1.0,all containers
130,1695116053,0.3333333333333333,0.0,210.0,1.0,all containers
131,1695116056,0.6666666666666666,6826.666666666667,0.0,1.0,all containers
132,1695116059,0.0,0.0,0.0,1.0,all containers
133,1695116062,0.0,129706.66666666666,0.0,1.0,all containers
134,1695116065,0.0,0.0,0.0,1.0,all containers
135,1695116068,0.6666666666666666,576170.6666666666,0.0,1.0,all containers
136,1695116071,0.0,0.0,33.0,1.0,all containers
137,1695116074,4.0,6826.666666666667,159.0,1.0,all containers
138,1695116077,4.0,110592.0,153.0,1.0,all containers
139,1695116080,4.0,0.0,159.0,1.0,all containers
140,1695116083,4.333333333333334,121514.66666666667,159.0,1.0,all containers
141,1695116086,0.3333333333333333,0.0,159.0,1.0,all containers
142,1695116089,0.3333333333333333,70997.33333333334,159.0,1.0,all containers
143,1695116092,0.0,469674.6666666667,162.0,1.0,all containers
144,1695116095,0.0,126976.0,156.0,1.0,all containers
145,1695116098,0.3333333333333333,236202.66666666666,156.0,1.0,all containers
146,1695116101,0.3333333333333333,308565.3333333333,111.0,1.0,all containers
147,1695116104,0.0,933888.0,0.0,1.0,all containers
148,1695116107,0.0,0.0,0.0,1.0,all containers
149,1695116110,0.3333333333333333,42325.333333333336,3.0,1.0,all containers
150,1695116113,0.3333333333333333,212992.0,0.0,1.0,all containers
151,1695116116,0.0,393216.0,111.0,1.0,all containers
152,1695116119,8.666666666666668,42325.333333333336,207.0,1.0,all containers
153,1695116122,8.333333333333334,109226.66666666666,213.0,1.0,all containers
154,1695116125,8.0,536576.0,219.0,1.0,all containers
155,1695116128,5.333333333333333,95573.33333333333,207.0,1.0,all containers
156,1695116131,0.3333333333333333,0.0,213.0,1.0,all containers
157,1695116134,0.0,1365.3333333333333,210.0,1.0,all containers
158,1695116137,0.3333333333333333,973482.6666666666,213.0,1.0,all containers
159,1695116140,0.0,86016.0,207.0,1.0,all containers
160,1695116143,0.0,0.0,219.0,1.0,all containers
161,1695116146,0.0,53248.0,213.0,1.0,all containers
162,1695116149,0.6666666666666666,305834.6666666666,0.0,1.0,all containers
163,1695116152,0.0,47786.666666666664,0.0,1.0,all containers
164,1695116155,0.6666666666666666,1201493.3333333333,0.0,1.0,all containers
165,1695116158,0.0,0.0,0.0,1.0,all containers
166,1695116161,0.0,0.0,87.0,1.0,all containers
167,1695116164,15.0,394581.3333333333,309.0,1.0,all containers
168,1695116167,15.333333333333334,8192.0,306.0,1.0,all containers
169,1695116170,14.666666666666666,16384.0,312.0,1.0,all containers
170,1695116173,15.333333333333334,1123669.3333333333,309.0,1.0,all containers
171,1695116176,15.0,53248.0,306.0,1.0,all containers
172,1695116179,15.333333333333334,99669.33333333334,312.0,1.0,all containers
173,1695116182,2.666666666666667,1365.3333333333333,309.0,1.0,all containers
174,1695116185,0.3333333333333333,1013077.3333333334,312.0,1.0,all containers
175,1695116188,0.3333333333333333,0.0,309.0,1.0,all containers
176,1695116191,0.0,55978.66666666667,309.0,1.0,all containers
177,1695116194,0.0,1365.3333333333333,0.0,1.0,all containers
178,1695116197,0.0,0.0,0.0,1.0,all containers
179,1695116200,0.0,1365.3333333333333,0.0,1.0,all containers
180,1695116203,0.3333333333333333,86016.0,0.0,1.0,all containers
181,1695116206,0.6666666666666666,3108864.0,39.0,1.0,all containers
182,1695116209,23.333333333333332,21475328.0,348.0,1.0,all containers
183,1695116212,24.0,21337429.333333332,342.0,1.0,all containers
184,1695116215,24.333333333333332,21590016.0,342.0,1.0,all containers
185,1695116218,24.333333333333332,21412522.666666664,342.0,1.0,all containers
186,1695116221,6.333333333333333,45056.0,339.0,1.0,all containers
187,1695116224,0.0,4096.0,339.0,1.0,all containers
188,1695116227,0.0,0.0,342.0,1.0,all containers
189,1695116230,81.0,27306.666666666664,345.0,1.0,all containers
190,1695116233,0.3333333333333333,464213.3333333333,342.0,1.0,all containers
191,1695116236,0.3333333333333333,40960.0,345.0,1.0,all containers
192,1695116239,0.0,1276586.6666666667,0.0,1.0,all containers
193,1695116242,0.0,0.0,0.0,1.0,all containers
194,1695116245,0.0,193877.33333333334,0.0,1.0,all containers
195,1695116248,0.3333333333333333,578901.3333333334,0.0,1.0,all containers
196,1695116251,0.3333333333333333,132437.33333333334,0.0,1.0,all containers
197,1695116254,0.0,47786.666666666664,366.0,1.0,all containers
198,1695116257,31.666666666666668,225280.0,357.0,1.0,all containers
199,1695116260,32.0,275797.3333333333,360.0,1.0,all containers
200,1695116263,32.0,0.0,363.0,1.0,all containers
201,1695116266,31.333333333333332,4096.0,360.0,1.0,all containers
202,1695116269,3.3333333333333335,137898.66666666666,363.0,1.0,all containers
203,1695116272,0.0,0.0,366.0,1.0,all containers
204,1695116275,0.0,12288.0,363.0,1.0,all containers
205,1695116278,0.0,253952.0,363.0,1.0,all containers
206,1695116281,150.33333333333334,88746.66666666666,366.0,1.0,all containers
207,1695116284,0.0,0.0,24.0,1.0,all containers
208,1695116287,0.3333333333333333,0.0,0.0,1.0,all containers
209,1695116290,0.6666666666666666,28672.0,0.0,1.0,all containers
210,1695116293,0.0,0.0,0.0,1.0,all containers
211,1695116296,0.0,21845.333333333336,0.0,1.0,all containers
212,1695116299,0.0,2730.6666666666665,357.0,1.0,all containers
213,1695116302,32.333333333333336,24576.0,360.0,1.0,all containers
214,1695116305,32.0,521557.3333333334,357.0,1.0,all containers
215,1695116308,31.666666666666664,23210.666666666664,354.0,1.0,all containers
216,1695116311,31.666666666666668,0.0,360.0,1.0,all containers
217,1695116314,32.333333333333336,913408.0,366.0,1.0,all containers
218,1695116317,11.333333333333334,0.0,360.0,1.0,all containers
219,1695116320,0.3333333333333333,40960.0,360.0,1.0,all containers
220,1695116323,0.0,0.0,369.0,1.0,all containers
221,1695116326,0.0,502442.6666666666,357.0,1.0,all containers
222,1695116329,0.0,1365.3333333333333,0.0,1.0,all containers
223,1695116332,0.3333333333333333,320853.3333333334,0.0,1.0,all containers
224,1695116335,0.0,0.0,0.0,1.0,all containers
225,1695116338,0.0,167936.0,0.0,1.0,all containers
226,1695116341,0.0,12288.0,0.0,1.0,all containers
227,1695116344,0.0,24576.0,213.0,1.0,all containers
228,1695116347,4.333333333333333,15018.666666666666,213.0,1.0,all containers
229,1695116350,5.0,61440.0,219.0,1.0,all containers
230,1695116353,4.666666666666667,1332565.3333333333,216.0,1.0,all containers
231,1695116356,4.0,159744.0,219.0,1.0,all containers
232,1695116359,4.0,0.0,219.0,1.0,all containers
233,1695116362,2.3333333333333335,0.0,219.0,1.0,all containers
234,1695116365,0.0,1011712.0,225.0,1.0,all containers
235,1695116368,0.0,45056.0,219.0,1.0,all containers
236,1695116371,0.0,46421.333333333336,216.0,1.0,all containers
237,1695116374,0.0,0.0,6.0,1.0,all containers
238,1695116377,0.0,0.0,3.0,1.0,all containers
239,1695116380,0.6666666666666666,166570.6666666667,0.0,1.0,all containers
240,1695116383,0.0,423253.3333333334,0.0,1.0,all containers
241,1695116386,0.0,92842.66666666667,0.0,1.0,all containers
242,1695116389,0.0,292181.3333333333,306.0,1.0,all containers
243,1695116392,7.666666666666667,537941.3333333334,312.0,1.0,all containers
244,1695116395,8.333333333333334,1365.3333333333333,312.0,1.0,all containers
245,1695116398,8.333333333333334,1365.3333333333333,312.0,1.0,all containers
246,1695116401,8.0,0.0,315.0,1.0,all containers
247,1695116404,6.333333333333333,759125.3333333334,309.0,1.0,all containers
248,1695116407,0.6666666666666666,45056.0,315.0,1.0,all containers
249,1695116410,0.3333333333333333,86015.99999999999,318.0,1.0,all containers
250,1695116413,0.0,2730.6666666666665,315.0,1.0,all containers
251,1695116416,33.333333333333336,2730.6666666666665,318.0,1.0,all containers
252,1695116419,0.0,434176.0,0.0,1.0,all containers
253,1695116422,0.0,8192.0,6.0,1.0,all containers
254,1695116425,0.6666666666666666,197973.3333333333,9.0,1.0,all containers
255,1695116428,0.0,0.0,0.0,1.0,all containers
256,1695116431,0.0,264874.6666666667,0.0,1.0,all containers
257,1695116434,0.0,0.0,483.0,1.0,all containers
258,1695116437,15.333333333333334,39594.666666666664,504.0,1.0,all containers
259,1695116440,15.0,39594.66666666667,504.0,1.0,all containers
260,1695116443,15.333333333333334,4095.9999999999995,504.0,1.0,all containers
261,1695116446,15.0,0.0,510.0,1.0,all containers
262,1695116449,15.0,95573.33333333333,504.0,1.0,all containers
263,1695116452,7.666666666666667,12761770.666666666,507.0,1.0,all containers
264,1695116455,0.0,501077.3333333333,516.0,1.0,all containers
265,1695116458,0.0,12288.0,516.0,1.0,all containers
266,1695116461,0.0,0.0,519.0,1.0,all containers
267,1695116464,0.0,53248.0,177.0,1.0,all containers
268,1695116467,0.3333333333333333,79189.33333333333,9.0,1.0,all containers
269,1695116470,0.0,43690.666666666664,0.0,1.0,all containers
270,1695116473,0.3333333333333333,86016.0,0.0,1.0,all containers
271,1695116476,0.0,0.0,0.0,1.0,all containers
272,1695116479,0.3333333333333333,42325.333333333336,516.0,1.0,all containers
273,1695116482,24.0,212992.0,552.0,1.0,all containers
274,1695116485,24.0,84650.66666666667,558.0,1.0,all containers
275,1695116488,24.333333333333332,129706.66666666669,558.0,1.0,all containers
276,1695116491,19.666666666666668,13653.333333333334,558.0,1.0,all containers
277,1695116494,0.3333333333333333,19114.666666666664,564.0,1.0,all containers
278,1695116497,0.3333333333333333,47786.66666666667,564.0,1.0,all containers
279,1695116500,0.0,6826.666666666667,564.0,1.0,all containers
280,1695116503,0.0,536576.0,567.0,1.0,all containers
281,1695116506,124.0,655360.0,570.0,1.0,all containers
282,1695116509,0.0,0.0,294.0,1.0,all containers
283,1695116512,0.0,218453.33333333334,6.0,1.0,all containers
284,1695116515,0.0,1302528.0,0.0,1.0,all containers
285,1695116518,0.3333333333333333,72362.66666666667,9.0,1.0,all containers
286,1695116521,0.0,0.0,0.0,1.0,all containers
287,1695116524,0.3333333333333333,55978.666666666664,390.0,1.0,all containers
288,1695116527,32.0,776874.6666666666,579.0,1.0,all containers
289,1695116530,31.333333333333332,192512.0,582.0,1.0,all containers
290,1695116533,32.0,77824.0,582.0,1.0,all containers
291,1695116536,32.0,51882.66666666667,588.0,1.0,all containers
292,1695116539,21.666666666666668,311296.0,588.0,1.0,all containers
293,1695116542,0.0,0.0,591.0,1.0,all containers
294,1695116545,0.0,0.0,597.0,1.0,all containers
295,1695116548,0.0,0.0,597.0,1.0,all containers
296,1695116551,130.66666666666666,587093.3333333333,594.0,1.0,all containers
297,1695116554,0.0,5461.333333333333,576.0,1.0,all containers
298,1695116557,0.3333333333333333,113322.66666666666,9.0,1.0,all containers
299,1695116560,0.0,84650.66666666667,0.0,1.0,all containers
300,1695116563,0.0,311296.0,0.0,1.0,all containers
301,1695116566,0.3333333333333333,296277.3333333333,0.0,1.0,all containers
302,1695116569,0.3333333333333333,0.0,297.0,1.0,all containers
303,1695116572,31.666666666666664,4096.0,582.0,1.0,all containers
304,1695116575,32.666666666666664,264874.6666666667,585.0,1.0,all containers
305,1695116578,32.0,4096.0,591.0,1.0,all containers
306,1695116581,31.666666666666668,24576.0,600.0,1.0,all containers
307,1695116584,12.666666666666666,1432234.6666666667,591.0,1.0,all containers
308,1695116587,0.0,90112.0,591.0,1.0,all containers
309,1695116590,0.0,53248.0,597.0,1.0,all containers
310,1695116593,0.3333333333333333,61440.0,597.0,1.0,all containers
311,1695116596,0.3333333333333333,0.0,594.0,1.0,all containers
312,1695116599,0.0,1365.3333333333333,144.0,1.0,all containers
313,1695116602,0.3333333333333333,320853.3333333333,6.0,1.0,all containers
314,1695116605,0.0,49152.0,0.0,1.0,all containers
315,1695116608,0.0,91477.33333333333,0.0,1.0,all containers
316,1695116611,0.3333333333333333,598016.0,0.0,1.0,all containers
317,1695116614,0.0,563882.6666666666,78.0,1.0,all containers
318,1695116617,4.0,0.0,117.0,1.0,all containers
319,1695116620,4.0,0.0,126.0,1.0,all containers
320,1695116623,4.0,225280.0,123.0,1.0,all containers
321,1695116626,4.0,19114.666666666668,126.0,1.0,all containers
322,1695116629,2.666666666666667,117418.66666666667,126.0,1.0,all containers
323,1695116632,0.0,476501.3333333333,126.0,1.0,all containers
324,1695116635,0.3333333333333333,17749.333333333332,126.0,1.0,all containers
325,1695116638,0.0,0.0,129.0,1.0,all containers
326,1695116641,15.666666666666666,206165.33333333334,129.0,1.0,all containers
327,1695116644,0.0,572074.6666666666,27.0,1.0,all containers
328,1695116647,0.0,0.0,9.0,1.0,all containers
329,1695116650,0.3333333333333333,5461.333333333333,0.0,1.0,all containers
330,1695116653,0.0,266240.0,0.0,1.0,all containers
331,1695116656,0.0,64170.66666666667,0.0,1.0,all containers
332,1695116659,0.0,91477.33333333333,42.0,1.0,all containers
333,1695116662,8.666666666666668,223914.6666666667,153.0,1.0,all containers
334,1695116665,8.666666666666668,62805.33333333333,144.0,1.0,all containers
335,1695116668,8.333333333333334,144725.33333333334,147.0,1.0,all containers
336,1695116671,7.0,0.0,150.0,1.0,all containers
337,1695116674,0.3333333333333333,357717.3333333333,141.0,1.0,all containers
338,1695116677,0.0,9557.333333333334,141.0,1.0,all containers
339,1695116680,0.0,15018.666666666668,150.0,1.0,all containers
340,1695116683,0.6666666666666666,103765.33333333334,147.0,1.0,all containers
341,1695116686,0.0,419157.3333333333,147.0,1.0,all containers
342,1695116689,0.0,1365.3333333333333,75.0,1.0,all containers
343,1695116692,0.0,0.0,0.0,1.0,all containers
344,1695116695,0.0,0.0,0.0,1.0,all containers
345,1695116698,0.6666666666666666,801450.6666666666,0.0,1.0,all containers
346,1695116701,0.0,25941.333333333332,9.0,1.0,all containers
347,1695116704,0.0,0.0,126.0,1.0,all containers
348,1695116707,15.0,0.0,183.0,1.0,all containers
349,1695116710,15.333333333333334,132437.33333333334,183.0,1.0,all containers
350,1695116713,15.333333333333334,167936.0,183.0,1.0,all containers
351,1695116716,15.333333333333334,2730.6666666666665,180.0,1.0,all containers
352,1695116719,14.666666666666666,4096.0,180.0,1.0,all containers
353,1695116722,15.0,0.0,183.0,1.0,all containers
354,1695116725,2.333333333333333,471040.0,186.0,1.0,all containers
355,1695116728,0.3333333333333333,0.0,186.0,1.0,all containers
356,1695116731,0.0,1365.3333333333333,189.0,1.0,all containers
357,1695116734,0.0,0.0,186.0,1.0,all containers
358,1695116737,0.3333333333333333,0.0,0.0,1.0,all containers
359,1695116740,0.3333333333333333,146090.6666666667,0.0,1.0,all containers
360,1695116743,0.3333333333333333,1413120.0,0.0,1.0,all containers
361,1695116746,0.0,1365.3333333333333,0.0,1.0,all containers
362,1695116749,0.6666666666666666,0.0,84.0,1.0,all containers
363,1695116752,24.0,79189.33333333333,183.0,1.0,all containers
364,1695116755,23.666666666666668,10922.666666666666,192.0,1.0,all containers
365,1695116758,24.0,102400.0,189.0,1.0,all containers
366,1695116761,12.0,211626.66666666666,189.0,1.0,all containers
367,1695116764,0.6666666666666666,188416.0,192.0,1.0,all containers
368,1695116767,0.3333333333333333,0.0,186.0,1.0,all containers
369,1695116770,0.0,4096.0,189.0,1.0,all containers
370,1695116773,0.0,43690.666666666664,189.0,1.0,all containers
371,1695116776,0.0,4096.0,198.0,1.0,all containers
372,1695116779,0.0,0.0,189.0,1.0,all containers
373,1695116782,0.3333333333333333,404138.6666666667,0.0,1.0,all containers
374,1695116785,0.0,102400.0,0.0,1.0,all containers
375,1695116788,0.3333333333333333,0.0,0.0,1.0,all containers
376,1695116791,0.0,45056.0,0.0,1.0,all containers
377,1695116794,0.0,61440.0,39.0,1.0,all containers
378,1695116797,32.333333333333336,862890.6666666666,183.0,1.0,all containers
379,1695116800,31.333333333333332,0.0,183.0,1.0,all containers
380,1695116803,32.0,6826.666666666666,183.0,1.0,all containers
381,1695116806,32.0,110592.0,189.0,1.0,all containers
382,1695116809,31.666666666666664,277162.6666666666,183.0,1.0,all containers
383,1695116812,16.333333333333336,47786.66666666667,183.0,1.0,all containers
384,1695116815,0.3333333333333333,0.0,183.0,1.0,all containers
385,1695116818,0.0,88746.66666666666,183.0,1.0,all containers
386,1695116821,0.0,90112.0,183.0,1.0,all containers
387,1695116824,0.3333333333333333,439637.3333333333,180.0,1.0,all containers
388,1695116827,0.0,0.0,0.0,1.0,all containers
389,1695116830,0.0,0.0,0.0,1.0,all containers
390,1695116833,0.3333333333333333,619861.3333333334,0.0,1.0,all containers
391,1695116836,0.6666666666666666,278528.0,0.0,1.0,all containers
392,1695116839,0.0,62805.333333333336,0.0,1.0,all containers
393,1695116842,23.333333333333332,22536192.0,183.0,1.0,all containers
394,1695116845,31.333333333333332,22536192.0,186.0,1.0,all containers
395,1695116848,32.0,22549845.333333332,186.0,1.0,all containers
396,1695116851,32.0,921600.0,189.0,1.0,all containers
397,1695116854,31.333333333333332,2730.6666666666665,183.0,1.0,all containers
398,1695116857,32.0,1365.3333333333333,189.0,1.0,all containers
399,1695116860,18.0,236202.66666666666,189.0,1.0,all containers
400,1695116863,0.0,0.0,189.0,1.0,all containers
401,1695116866,0.0,709973.3333333334,186.0,1.0,all containers
402,1695116869,1.0,826026.6666666667,186.0,1.0,all containers
403,1695116872,0.0,0.0,0.0,1.0,all containers
404,1695116875,0.0,55978.666666666664,0.0,1.0,all containers
405,1695116878,0.3333333333333333,472405.3333333334,0.0,1.0,all containers
406,1695116881,0.0,1365.3333333333333,0.0,1.0,all containers
407,1695116884,0.3333333333333333,266240.0,0.0,1.0,all containers
408,1695116887,0.0,0.0,156.0,1.0,all containers
409,1695116890,4.0,0.0,162.0,1.0,all containers
410,1695116893,4.333333333333333,400042.6666666666,159.0,1.0,all containers
411,1695116896,4.0,5461.333333333333,165.0,1.0,all containers
412,1695116899,4.0,68266.66666666667,153.0,1.0,all containers
413,1695116902,3.0,94208.0,162.0,1.0,all containers
414,1695116905,0.0,0.0,162.0,1.0,all containers
415,1695116908,0.0,286720.0,159.0,1.0,all containers
416,1695116911,0.3333333333333333,51882.666666666664,168.0,1.0,all containers
417,1695116914,15.666666666666668,496981.3333333333,159.0,1.0,all containers
418,1695116917,0.0,12288.0,18.0,1.0,all containers
419,1695116920,0.0,0.0,0.0,1.0,all containers
420,1695116923,0.0,146090.66666666666,0.0,1.0,all containers
421,1695116926,0.3333333333333333,16384.0,0.0,1.0,all containers
422,1695116929,0.3333333333333333,513365.3333333334,0.0,1.0,all containers
423,1695116932,0.6666666666666666,854698.6666666667,207.0,1.0,all containers
424,1695116935,8.0,217088.0,207.0,1.0,all containers
425,1695116938,8.0,10922.666666666666,210.0,1.0,all containers
426,1695116941,8.0,62805.33333333333,213.0,1.0,all containers
427,1695116944,1.3333333333333333,346794.6666666667,213.0,1.0,all containers
428,1695116947,0.6666666666666666,54613.333333333336,207.0,1.0,all containers
429,1695116950,0.3333333333333333,38229.333333333336,210.0,1.0,all containers
430,1695116953,27.0,0.0,207.0,1.0,all containers
431,1695116956,0.3333333333333333,83285.33333333333,204.0,1.0,all containers
432,1695116959,0.3333333333333333,8192.0,210.0,1.0,all containers
433,1695116962,0.0,4096.0,0.0,1.0,all containers
434,1695116965,0.3333333333333333,0.0,0.0,1.0,all containers
435,1695116968,0.0,253952.0,0.0,1.0,all containers
436,1695116971,0.6666666666666666,140629.33333333334,0.0,1.0,all containers
437,1695116974,0.0,80554.66666666667,6.0,1.0,all containers
438,1695116977,0.0,4096.0,309.0,1.0,all containers
439,1695116980,15.0,0.0,306.0,1.0,all containers
440,1695116983,15.0,229376.0,309.0,1.0,all containers
