,timestamp,cgroupfs_cpu_usage_us,cgroupfs_memory_usage_bytes,cgroupfs_system_cpu_usage_us,cgroupfs_user_cpu_usage_us,platform_power,node_type,id
303,1695116572,0.0,0.0,0.0,0.0,194.0,1.0,all containers
304,1695116575,0.0,0.0,0.0,0.0,195.0,1.0,all containers
305,1695116578,0.0,0.0,0.0,0.0,197.0,1.0,all containers
306,1695116581,0.0,0.0,0.0,0.0,200.0,1.0,all containers
307,1695116584,0.0,0.0,0.0,0.0,197.0,1.0,all containers
308,1695116587,0.0,0.0,0.0,0.0,197.0,1.0,all containers
309,1695116590,0.0,0.0,0.0,0.0,199.0,1.0,all containers
310,1695116593,0.0,0.0,0.0,0.0,199.0,1.0,all containers
311,1695116596,0.0,0.0,0.0,0.0,198.0,1.0,all containers
312,1695116599,72660.0,0.0,40706.666666666664,31953.333333333336,48.0,1.0,all containers
313,1695116602,195339.0,0.0,6605.666666666667,188727.0,2.0,1.0,all containers
314,1695116605,0.0,0.0,0.0,0.0,0.0,1.0,all containers
315,1695116608,0.0,0.0,0.0,0.0,0.0,1.0,all containers
316,1695116611,0.0,0.0,0.0,0.0,0.0,1.0,all containers
317,1695116614,413940.3333333333,648533.3333333334,127059.33333333333,286881.0,26.0,1.0,all containers
318,1695116617,0.0,0.0,0.0,0.0,39.0,1.0,all containers
319,1695116620,0.0,0.0,0.0,0.0,42.0,1.0,all containers
320,1695116623,0.0,0.0,0.0,0.0,41.0,1.0,all containers
321,1695116626,0.0,0.0,0.0,0.0,42.0,1.0,all containers
322,1695116629,0.0,0.0,0.0,0.0,42.0,1.0,all containers
323,1695116632,0.0,0.0,0.0,0.0,42.0,1.0,all containers
324,1695116635,0.0,0.0,0.0,0.0,42.0,1.0,all containers
325,1695116638,0.0,0.0,0.0,0.0,43.0,1.0,all containers
326,1695116641,0.0,0.0,0.0,0.0,43.0,1.0,all containers
327,1695116644,83664.0,0.0,15253.0,68411.0,9.0,1.0,all containers
328,1695116647,211740.0,0.0,38386.666666666664,173360.0,3.0,1.0,all containers
329,1695116650,0.0,0.0,0.0,0.0,0.0,1.0,all containers
330,1695116653,0.0,0.0,0.0,0.0,0.0,1.0,all containers
331,1695116656,0.0,0.0,0.0,0.0,0.0,1.0,all containers
332,1695116659,404466.6666666666,709973.3333333333,121280.0,283180.0,14.0,1.0,all containers
333,1695116662,0.0,0.0,0.0,0.0,51.0,1.0,all containers
334,1695116665,0.0,0.0,0.0,0.0,48.0,1.0,all containers
335,1695116668,0.0,0.0,0.0,0.0,49.0,1.0,all containers
336,1695116671,0.0,0.0,0.0,0.0,50.0,1.0,all containers
337,1695116674,23686.666666666668,0.0,9449.333333333332,14243.666666666666,47.0,1.0,all containers
338,1695116677,0.0,0.0,0.0,0.0,47.0,1.0,all containers
339,1695116680,0.0,0.0,0.0,0.0,50.0,1.0,all containers
340,1695116683,0.0,0.0,0.0,0.0,49.0,1.0,all containers
341,1695116686,0.0,0.0,0.0,0.0,49.0,1.0,all containers
342,1695116689,67880.66666666666,0.0,32642.0,35238.66666666667,25.0,1.0,all containers
343,1695116692,182838.0,0.0,88752.0,94080.0,0.0,1.0,all containers
344,1695116695,0.0,0.0,0.0,0.0,0.0,1.0,all containers
345,1695116698,0.0,0.0,0.0,0.0,0.0,1.0,all containers
346,1695116701,0.0,0.0,0.0,0.0,3.0,1.0,all containers
347,1695116704,352824.0,688128.0,99414.0,253410.0,42.0,1.0,all containers
348,1695116707,0.0,0.0,0.0,0.0,61.0,1.0,all containers
349,1695116710,0.0,0.0,0.0,0.0,61.0,1.0,all containers
350,1695116713,0.0,0.0,0.0,0.0,61.0,1.0,all containers
351,1695116716,0.0,0.0,0.0,0.0,60.0,1.0,all containers
352,1695116719,0.0,0.0,0.0,0.0,60.0,1.0,all containers
353,1695116722,0.0,0.0,0.0,0.0,61.0,1.0,all containers
354,1695116725,0.0,0.0,0.0,0.0,62.0,1.0,all containers
355,1695116728,0.0,0.0,0.0,0.0,62.0,1.0,all containers
356,1695116731,1260.0,0.0,500.0,760.0,63.0,1.0,all containers
357,1695116734,93800.0,0.0,14293.333333333332,79506.66666666667,62.0,1.0,all containers
358,1695116737,184629.33333333334,0.0,79369.33333333333,105260.0,0.0,1.0,all containers
359,1695116740,0.0,0.0,0.0,0.0,0.0,1.0,all containers
360,1695116743,0.0,0.0,0.0,0.0,0.0,1.0,all containers
361,1695116746,0.0,0.0,0.0,0.0,0.0,1.0,all containers
362,1695116749,385814.0,674474.6666666666,115849.33333333333,269971.0,28.0,1.0,all containers
363,1695116752,0.0,0.0,0.0,0.0,61.0,1.0,all containers
