,timestamp,bpf_cpu_time_us,platform_power,node_type,id
170,1695116173,14684.0,103.0,1.0,all containers
171,1695116176,14689.333333333332,102.0,1.0,all containers
172,1695116179,14724.333333333334,104.0,1.0,all containers
173,1695116182,14682.333333333334,103.0,1.0,all containers
174,1695116185,14684.333333333334,104.0,1.0,all containers
175,1695116188,14705.666666666666,103.0,1.0,all containers
176,1695116191,13479.666666666666,103.0,1.0,all containers
177,1695116194,479.0,0.0,1.0,all containers
178,1695116197,631.3333333333334,0.0,1.0,all containers
179,1695116200,548.3333333333334,0.0,1.0,all containers
180,1695116203,535.3333333333333,0.0,1.0,all containers
181,1695116206,546.6666666666666,13.0,1.0,all containers
182,1695116209,22380.333333333332,116.0,1.0,all containers
183,1695116212,23153.333333333332,114.0,1.0,all containers
184,1695116215,23134.333333333332,114.0,1.0,all containers
185,1695116218,23147.666666666668,114.0,1.0,all containers
186,1695116221,23208.0,113.0,1.0,all containers
187,1695116224,23186.666666666668,113.0,1.0,all containers
188,1695116227,23193.0,114.0,1.0,all containers
189,1695116230,23172.666666666664,115.0,1.0,all containers
190,1695116233,23188.666666666668,114.0,1.0,all containers
191,1695116236,23186.000000000004,115.0,1.0,all containers
192,1695116239,1538.0,0.0,1.0,all containers
193,1695116242,516.6666666666666,0.0,1.0,all containers
194,1695116245,490.3333333333333,0.0,1.0,all containers
195,1695116248,513.6666666666666,0.0,1.0,all containers
196,1695116251,556.6666666666666,0.0,1.0,all containers
197,1695116254,258.3333333333333,122.0,1.0,all containers
198,1695116257,28902.333333333336,119.0,1.0,all containers
199,1695116260,28773.333333333336,120.0,1.0,all containers
200,1695116263,28824.333333333332,121.0,1.0,all containers
201,1695116266,28942.333333333336,120.0,1.0,all containers
202,1695116269,28741.0,121.0,1.0,all containers
203,1695116272,28951.666666666664,122.0,1.0,all containers
204,1695116275,28807.666666666668,121.0,1.0,all containers
205,1695116278,28896.0,121.0,1.0,all containers
206,1695116281,28810.333333333336,122.0,1.0,all containers
207,1695116284,10954.666666666666,8.0,1.0,all containers
208,1695116287,534.6666666666666,0.0,1.0,all containers
209,1695116290,504.33333333333337,0.0,1.0,all containers
210,1695116293,510.0,0.0,1.0,all containers
211,1695116296,691.6666666666666,0.0,1.0,all containers
212,1695116299,219.33333333333334,119.0,1.0,all containers
213,1695116302,28765.666666666668,120.0,1.0,all containers
214,1695116305,28773.333333333336,119.0,1.0,all containers
215,1695116308,28717.666666666668,118.0,1.0,all containers
216,1695116311,28833.0,120.0,1.0,all containers
217,1695116314,28676.000000000004,122.0,1.0,all containers
218,1695116317,28928.666666666664,120.0,1.0,all containers
219,1695116320,28901.666666666668,120.0,1.0,all containers
220,1695116323,28793.333333333332,123.0,1.0,all containers
221,1695116326,28807.333333333332,119.0,1.0,all containers
222,1695116329,9800.666666666668,0.0,1.0,all containers
223,1695116332,531.0,0.0,1.0,all containers
224,1695116335,514.0,0.0,1.0,all containers
225,1695116338,545.3333333333334,0.0,1.0,all containers
226,1695116341,513.6666666666666,0.0,1.0,all containers
227,1695116344,570.6666666666666,71.0,1.0,all containers
228,1695116347,4327.666666666667,71.0,1.0,all containers
229,1695116350,4332.666666666667,73.0,1.0,all containers
230,1695116353,4310.333333333334,72.0,1.0,all containers
231,1695116356,4306.0,73.0,1.0,all containers
232,1695116359,4361.0,73.0,1.0,all containers
233,1695116362,4311.0,73.0,1.0,all containers
234,1695116365,4375.0,75.0,1.0,all containers
235,1695116368,4278.0,73.0,1.0,all containers
236,1695116371,4322.666666666666,72.0,1.0,all containers
237,1695116374,1951.0,2.0,1.0,all containers
238,1695116377,525.0,1.0,1.0,all containers
239,1695116380,542.6666666666666,0.0,1.0,all containers
240,1695116383,519.6666666666667,0.0,1.0,all containers
241,1695116386,544.0,0.0,1.0,all containers
242,1695116389,570.3333333333334,102.0,1.0,all containers
243,1695116392,8110.666666666667,104.0,1.0,all containers
244,1695116395,8107.666666666667,104.0,1.0,all containers
245,1695116398,8108.333333333333,104.0,1.0,all containers
246,1695116401,8115.666666666666,105.0,1.0,all containers
247,1695116404,8098.333333333333,103.0,1.0,all containers
248,1695116407,8141.666666666667,105.0,1.0,all containers
249,1695116410,8090.666666666666,106.0,1.0,all containers
250,1695116413,8096.666666666667,105.0,1.0,all containers
251,1695116416,8173.000000000001,106.0,1.0,all containers
252,1695116419,2589.333333333333,0.0,1.0,all containers
253,1695116422,521.0,2.0,1.0,all containers
254,1695116425,531.3333333333334,3.0,1.0,all containers
255,1695116428,526.6666666666666,0.0,1.0,all containers
256,1695116431,520.3333333333334,0.0,1.0,all containers
257,1695116434,514.0,161.0,1.0,all containers
258,1695116437,14735.0,168.0,1.0,all containers
259,1695116440,14746.0,168.0,1.0,all containers
260,1695116443,14758.333333333334,168.0,1.0,all containers
261,1695116446,14872.999999999998,170.0,1.0,all containers
262,1695116449,14737.666666666666,168.0,1.0,all containers
263,1695116452,14748.0,169.0,1.0,all containers
264,1695116455,14710.666666666668,172.0,1.0,all containers
265,1695116458,14738.666666666666,172.0,1.0,all containers
266,1695116461,14729.333333333334,173.0,1.0,all containers
267,1695116464,8234.333333333334,59.0,1.0,all containers
268,1695116467,548.3333333333333,3.0,1.0,all containers
269,1695116470,525.0,0.0,1.0,all containers
270,1695116473,481.6666666666667,0.0,1.0,all containers
271,1695116476,529.3333333333334,0.0,1.0,all containers
272,1695116479,537.6666666666667,172.0,1.0,all containers
273,1695116482,23180.0,184.0,1.0,all containers
274,1695116485,23178.333333333332,186.0,1.0,all containers
275,1695116488,23245.666666666664,186.0,1.0,all containers
276,1695116491,23197.999999999996,186.0,1.0,all containers
277,1695116494,23225.999999999996,188.0,1.0,all containers
278,1695116497,23263.666666666668,188.0,1.0,all containers
279,1695116500,23251.000000000004,188.0,1.0,all containers
280,1695116503,23238.333333333332,189.0,1.0,all containers
281,1695116506,23272.333333333332,190.0,1.0,all containers
282,1695116509,13364.000000000002,98.0,1.0,all containers
283,1695116512,546.0,2.0,1.0,all containers
284,1695116515,508.0,0.0,1.0,all containers
285,1695116518,490.6666666666667,3.0,1.0,all containers
286,1695116521,508.3333333333333,0.0,1.0,all containers
287,1695116524,388.0,130.0,1.0,all containers
288,1695116527,28977.333333333336,193.0,1.0,all containers
289,1695116530,28969.333333333336,194.0,1.0,all containers
290,1695116533,29016.0,194.0,1.0,all containers
291,1695116536,29038.0,196.0,1.0,all containers
292,1695116539,29019.666666666668,196.0,1.0,all containers
293,1695116542,29132.0,197.0,1.0,all containers
294,1695116545,29014.333333333332,199.0,1.0,all containers
295,1695116548,28842.333333333332,199.0,1.0,all containers
296,1695116551,28920.666666666664,198.0,1.0,all containers
297,1695116554,19204.333333333336,192.0,1.0,all containers
298,1695116557,526.3333333333334,3.0,1.0,all containers
299,1695116560,542.3333333333334,0.0,1.0,all containers
300,1695116563,506.66666666666663,0.0,1.0,all containers
301,1695116566,683.6666666666666,0.0,1.0,all containers
302,1695116569,394.0,99.0,1.0,all containers
303,1695116572,28985.666666666664,194.0,1.0,all containers
304,1695116575,29007.333333333336,195.0,1.0,all containers
305,1695116578,29005.666666666664,197.0,1.0,all containers
306,1695116581,28934.666666666668,200.0,1.0,all containers
307,1695116584,28932.333333333332,197.0,1.0,all containers
308,1695116587,29081.333333333332,197.0,1.0,all containers
309,1695116590,29008.666666666668,199.0,1.0,all containers
310,1695116593,28924.333333333332,199.0,1.0,all containers
311,1695116596,29007.333333333332,198.0,1.0,all containers
312,1695116599,19436.666666666668,48.0,1.0,all containers
313,1695116602,548.6666666666666,2.0,1.0,all containers
314,1695116605,522.0,0.0,1.0,all containers
315,1695116608,519.0,0.0,1.0,all containers
316,1695116611,517.6666666666667,0.0,1.0,all containers
317,1695116614,561.6666666666666,26.0,1.0,all containers
318,1695116617,4349.666666666666,39.0,1.0,all containers
319,1695116620,4312.0,42.0,1.0,all containers
320,1695116623,4301.333333333333,41.0,1.0,all containers
321,1695116626,4350.333333333333,42.0,1.0,all containers
322,1695116629,4362.666666666667,42.0,1.0,all containers
323,1695116632,4296.666666666666,42.0,1.0,all containers
324,1695116635,4316.333333333334,42.0,1.0,all containers
325,1695116638,4292.0,43.0,1.0,all containers
326,1695116641,4352.666666666667,43.0,1.0,all containers
327,1695116644,2965.9999999999995,9.0,1.0,all containers
328,1695116647,562.0,3.0,1.0,all containers
329,1695116650,508.6666666666667,0.0,1.0,all containers
330,1695116653,532.0,0.0,1.0,all containers
331,1695116656,501.6666666666667,0.0,1.0,all containers
332,1695116659,581.6666666666666,14.0,1.0,all containers
333,1695116662,8070.666666666667,51.0,1.0,all containers
334,1695116665,8033.333333333334,48.0,1.0,all containers
335,1695116668,8026.333333333333,49.0,1.0,all containers
336,1695116671,8045.999999999999,50.0,1.0,all containers
337,1695116674,8067.0,47.0,1.0,all containers
338,1695116677,8019.666666666667,47.0,1.0,all containers
339,1695116680,8074.0,50.0,1.0,all containers
340,1695116683,8047.666666666667,49.0,1.0,all containers
341,1695116686,8185.333333333333,49.0,1.0,all containers
342,1695116689,6223.0,25.0,1.0,all containers
343,1695116692,512.6666666666666,0.0,1.0,all containers
344,1695116695,522.0,0.0,1.0,all containers
345,1695116698,499.0,0.0,1.0,all containers
346,1695116701,509.0,3.0,1.0,all containers
347,1695116704,534.0,42.0,1.0,all containers
348,1695116707,14617.0,61.0,1.0,all containers
349,1695116710,14591.333333333332,61.0,1.0,all containers
350,1695116713,14561.333333333332,61.0,1.0,all containers
351,1695116716,14589.333333333334,60.0,1.0,all containers
352,1695116719,14601.333333333334,60.0,1.0,all containers
353,1695116722,14594.666666666666,61.0,1.0,all containers
354,1695116725,14641.999999999998,62.0,1.0,all containers
355,1695116728,14575.666666666666,62.0,1.0,all containers
356,1695116731,14595.0,63.0,1.0,all containers
357,1695116734,11970.0,62.0,1.0,all containers
358,1695116737,532.0,0.0,1.0,all containers
359,1695116740,527.6666666666666,0.0,1.0,all containers
360,1695116743,523.0,0.0,1.0,all containers
361,1695116746,695.6666666666666,0.0,1.0,all containers
362,1695116749,553.6666666666666,28.0,1.0,all containers
363,1695116752,22928.333333333336,61.0,1.0,all containers
364,1695116755,22975.333333333336,64.0,1.0,all containers
365,1695116758,22960.333333333332,63.0,1.0,all containers
366,1695116761,23001.999999999996,63.0,1.0,all containers
367,1695116764,22971.666666666664,64.0,1.0,all containers
368,1695116767,23022.333333333332,62.0,1.0,all containers
369,1695116770,23030.333333333336,63.0,1.0,all containers
370,1695116773,22994.333333333332,63.0,1.0,all containers
371,1695116776,23008.666666666668,66.0,1.0,all containers
372,1695116779,20450.0,63.0,1.0,all containers
373,1695116782,534.3333333333334,0.0,1.0,all containers
374,1695116785,532.3333333333334,0.0,1.0,all containers
375,1695116788,531.6666666666666,0.0,1.0,all containers
376,1695116791,495.66666666666663,0.0,1.0,all containers
377,1695116794,514.6666666666666,13.0,1.0,all containers
378,1695116797,28391.0,61.0,1.0,all containers
379,1695116800,28480.666666666664,61.0,1.0,all containers
380,1695116803,28654.666666666664,61.0,1.0,all containers
381,1695116806,28514.666666666664,63.0,1.0,all containers
382,1695116809,28517.666666666668,61.0,1.0,all containers
383,1695116812,28588.666666666664,61.0,1.0,all containers
384,1695116815,28681.0,61.0,1.0,all containers
385,1695116818,28461.333333333332,61.0,1.0,all containers
386,1695116821,28729.666666666664,61.0,1.0,all containers
387,1695116824,27534.0,60.0,1.0,all containers
388,1695116827,828.3333333333333,0.0,1.0,all containers
389,1695116830,659.0,0.0,1.0,all containers
390,1695116833,509.6666666666667,0.0,1.0,all containers
391,1695116836,550.0,0.0,1.0,all containers
392,1695116839,563.3333333333334,0.0,1.0,all containers
393,1695116842,20359.000000000004,61.0,1.0,all containers
394,1695116845,28467.000000000004,62.0,1.0,all containers
395,1695116848,28379.333333333332,62.0,1.0,all containers
396,1695116851,28529.333333333332,63.0,1.0,all containers
397,1695116854,28699.333333333332,61.0,1.0,all containers
398,1695116857,28614.666666666668,63.0,1.0,all containers
399,1695116860,28630.666666666668,63.0,1.0,all containers
400,1695116863,28711.0,63.0,1.0,all containers
401,1695116866,28484.666666666668,62.0,1.0,all containers
402,1695116869,28583.0,62.0,1.0,all containers
403,1695116872,9375.333333333334,0.0,1.0,all containers
404,1695116875,495.6666666666667,0.0,1.0,all containers
405,1695116878,522.0,0.0,1.0,all containers
406,1695116881,436.6666666666667,0.0,1.0,all containers
407,1695116884,519.6666666666667,0.0,1.0,all containers
408,1695116887,589.3333333333334,52.0,1.0,all containers
409,1695116890,4347.0,54.0,1.0,all containers
410,1695116893,4293.333333333334,53.0,1.0,all containers
411,1695116896,4294.0,55.0,1.0,all containers
412,1695116899,4369.333333333334,51.0,1.0,all containers
413,1695116902,4334.666666666667,54.0,1.0,all containers
414,1695116905,4316.666666666667,54.0,1.0,all containers
415,1695116908,4365.333333333333,53.0,1.0,all containers
416,1695116911,4316.333333333334,56.0,1.0,all containers
417,1695116914,4307.333333333333,53.0,1.0,all containers
418,1695116917,1585.0,6.0,1.0,all containers
419,1695116920,532.6666666666666,0.0,1.0,all containers
420,1695116923,499.66666666666663,0.0,1.0,all containers
421,1695116926,538.3333333333334,0.0,1.0,all containers
422,1695116929,552.6666666666667,0.0,1.0,all containers
423,1695116932,601.6666666666666,69.0,1.0,all containers
424,1695116935,8098.666666666666,69.0,1.0,all containers
425,1695116938,8099.666666666666,70.0,1.0,all containers
426,1695116941,8131.0,71.0,1.0,all containers
427,1695116944,8072.333333333333,71.0,1.0,all containers
428,1695116947,8145.333333333333,69.0,1.0,all containers
429,1695116950,8212.0,70.0,1.0,all containers
430,1695116953,8062.666666666666,69.0,1.0,all containers
431,1695116956,8072.666666666666,68.0,1.0,all containers
432,1695116959,8099.0,70.0,1.0,all containers
433,1695116962,3462.0,0.0,1.0,all containers
434,1695116965,547.3333333333333,0.0,1.0,all containers
435,1695116968,505.0,0.0,1.0,all containers
436,1695116971,507.3333333333333,0.0,1.0,all containers
437,1695116974,496.3333333333333,2.0,1.0,all containers
438,1695116977,567.3333333333334,103.0,1.0,all containers
439,1695116980,14679.0,102.0,1.0,all containers
440,1695116983,14694.333333333334,103.0,1.0,all containers
441,1695116986,14699.0,103.0,1.0,all containers
442,1695116989,14686.666666666668,103.0,1.0,all containers
443,1695116992,14703.333333333332,104.0,1.0,all containers
444,1695116995,14673.333333333332,104.0,1.0,all containers
445,1695116998,14670.333333333334,104.0,1.0,all containers
446,1695117001,14677.666666666666,104.0,1.0,all containers
447,1695117004,14695.0,103.0,1.0,all containers
448,1695117007,6990.0,1.0,1.0,all containers
449,1695117010,534.3333333333334,0.0,1.0,all containers
450,1695117013,507.3333333333333,0.0,1.0,all containers
451,1695117016,510.6666666666667,1.0,1.0,all containers
452,1695117019,518.6666666666667,0.0,1.0,all containers
453,1695117022,572.0,108.0,1.0,all containers
454,1695117025,23099.333333333332,107.0,1.0,all containers
455,1695117028,23138.333333333332,111.0,1.0,all containers
456,1695117031,23114.0,108.0,1.0,all containers
457,1695117034,23145.0,108.0,1.0,all containers
458,1695117037,23168.0,108.0,1.0,all containers
459,1695117040,23149.0,106.0,1.0,all containers
460,1695117043,23173.333333333332,106.0,1.0,all containers
461,1695117046,23244.333333333332,106.0,1.0,all containers
462,1695117049,23156.333333333332,107.0,1.0,all containers
463,1695117052,11684.666666666666,25.0,1.0,all containers
464,1695117055,549.6666666666666,0.0,1.0,all containers
465,1695117058,545.3333333333333,0.0,1.0,all containers
466,1695117061,503.0,0.0,1.0,all containers
467,1695117064,524.6666666666667,0.0,1.0,all containers
468,1695117067,373.66666666666663,107.0,1.0,all containers
469,1695117070,28868.666666666668,104.0,1.0,all containers
470,1695117073,28879.000000000004,107.0,1.0,all containers
471,1695117076,28922.666666666668,107.0,1.0,all containers
472,1695117079,28907.0,105.0,1.0,all containers
473,1695117082,28854.333333333332,109.0,1.0,all containers
474,1695117085,28890.333333333336,106.0,1.0,all containers
475,1695117088,28893.333333333332,107.0,1.0,all containers
476,1695117091,28811.333333333332,107.0,1.0,all containers
477,1695117094,28825.333333333332,106.0,1.0,all containers
478,1695117097,16869.0,75.0,1.0,all containers
479,1695117100,639.0,2.0,1.0,all containers
480,1695117103,503.0,0.0,1.0,all containers
481,1695117106,528.6666666666667,0.0,1.0,all containers
482,1695117109,505.6666666666667,0.0,1.0,all containers
483,1695117112,353.0,102.0,1.0,all containers
484,1695117115,28601.333333333332,108.0,1.0,all containers
485,1695117118,28282.666666666668,108.0,1.0,all containers
486,1695117121,28866.0,109.0,1.0,all containers
487,1695117124,28905.333333333332,108.0,1.0,all containers
488,1695117127,28859.333333333332,106.0,1.0,all containers
489,1695117130,28919.666666666668,107.0,1.0,all containers
490,1695117133,28865.666666666664,106.0,1.0,all containers
491,1695117136,28928.0,105.0,1.0,all containers
492,1695117139,28805.333333333336,107.0,1.0,all containers
493,1695117142,17785.666666666668,101.0,1.0,all containers
494,1695117145,538.0,0.0,1.0,all containers
495,1695117148,532.0,0.0,1.0,all containers
496,1695117151,498.6666666666667,0.0,1.0,all containers
497,1695117154,502.0,0.0,1.0,all containers
498,1695117157,538.0,54.0,1.0,all containers
499,1695117160,4344.666666666667,73.0,1.0,all containers
500,1695117163,4294.0,72.0,1.0,all containers
501,1695117166,4372.0,75.0,1.0,all containers
502,1695117169,4358.0,72.0,1.0,all containers
503,1695117172,4332.333333333333,73.0,1.0,all containers
504,1695117175,4265.666666666667,72.0,1.0,all containers
505,1695117178,4386.0,72.0,1.0,all containers
506,1695117181,4326.333333333333,72.0,1.0,all containers
507,1695117184,4329.0,72.0,1.0,all containers
508,1695117187,2787.3333333333335,0.0,1.0,all containers
509,1695117190,569.0,0.0,1.0,all containers
510,1695117193,522.3333333333333,0.0,1.0,all containers
511,1695117196,507.6666666666667,0.0,1.0,all containers
512,1695117199,528.6666666666666,1.0,1.0,all containers
513,1695117202,566.0,52.0,1.0,all containers
514,1695117205,8105.0,107.0,1.0,all containers
515,1695117208,8095.666666666666,103.0,1.0,all containers
516,1695117211,8127.666666666666,103.0,1.0,all containers
517,1695117214,8113.666666666667,105.0,1.0,all containers
518,1695117217,8124.333333333334,105.0,1.0,all containers
519,1695117220,8267.0,108.0,1.0,all containers
520,1695117223,8124.666666666667,106.0,1.0,all containers
521,1695117226,8144.0,108.0,1.0,all containers
522,1695117229,8122.666666666666,105.0,1.0,all containers
523,1695117232,5249.333333333334,0.0,1.0,all containers
524,1695117235,508.6666666666667,1.0,1.0,all containers
525,1695117238,512.3333333333334,0.0,1.0,all containers
526,1695117241,521.0,0.0,1.0,all containers
527,1695117244,479.0,0.0,1.0,all containers
528,1695117247,539.0,26.0,1.0,all containers
529,1695117250,14751.0,171.0,1.0,all containers
530,1695117253,14727.333333333334,169.0,1.0,all containers
531,1695117256,14719.333333333332,171.0,1.0,all containers
532,1695117259,14728.0,169.0,1.0,all containers
533,1695117262,14735.333333333332,170.0,1.0,all containers
534,1695117265,14763.666666666666,171.0,1.0,all containers
535,1695117268,14700.333333333334,170.0,1.0,all containers
536,1695117271,14760.0,172.0,1.0,all containers
537,1695117274,14717.666666666666,172.0,1.0,all containers
538,1695117277,10743.333333333334,82.0,1.0,all containers
539,1695117280,545.6666666666667,0.0,1.0,all containers
540,1695117283,506.0,0.0,1.0,all containers
541,1695117286,438.6666666666667,4.0,1.0,all containers
542,1695117289,501.0,0.0,1.0,all containers
543,1695117292,538.6666666666666,25.0,1.0,all containers
544,1695117295,23192.999999999996,179.0,1.0,all containers
545,1695117298,23220.333333333332,178.0,1.0,all containers
546,1695117301,23251.999999999996,177.0,1.0,all containers
547,1695117304,23230.333333333336,180.0,1.0,all containers
548,1695117307,23267.333333333332,177.0,1.0,all containers
549,1695117310,23247.999999999996,179.0,1.0,all containers
550,1695117313,23244.333333333336,181.0,1.0,all containers
551,1695117316,23252.333333333336,180.0,1.0,all containers
552,1695117319,23281.0,181.0,1.0,all containers
553,1695117322,17276.0,125.0,1.0,all containers
554,1695117325,522.6666666666666,0.0,1.0,all containers
555,1695117328,506.6666666666667,0.0,1.0,all containers
556,1695117331,533.0,0.0,1.0,all containers
557,1695117334,518.3333333333334,0.0,1.0,all containers
558,1695117337,494.0,85.0,1.0,all containers
559,1695117340,28985.333333333332,176.0,1.0,all containers
560,1695117343,28942.666666666668,176.0,1.0,all containers
561,1695117346,29027.333333333332,176.0,1.0,all containers
562,1695117349,28904.666666666668,176.0,1.0,all containers
563,1695117352,29047.0,176.0,1.0,all containers
564,1695117355,28990.333333333332,177.0,1.0,all containers
565,1695117358,28956.333333333336,181.0,1.0,all containers
566,1695117361,28998.333333333332,180.0,1.0,all containers
567,1695117364,28958.0,181.0,1.0,all containers
568,1695117367,24867.666666666668,178.0,1.0,all containers
569,1695117370,689.0,2.0,1.0,all containers
570,1695117373,511.6666666666667,0.0,1.0,all containers
571,1695117376,500.0,0.0,1.0,all containers
572,1695117379,513.6666666666666,0.0,1.0,all containers
573,1695117382,563.3333333333334,5.0,1.0,all containers
574,1695117385,22776.0,176.0,1.0,all containers
575,1695117388,28928.999999999996,175.0,1.0,all containers
576,1695117391,28895.333333333336,177.0,1.0,all containers
577,1695117394,28964.333333333332,178.0,1.0,all containers
578,1695117397,28908.666666666664,178.0,1.0,all containers
579,1695117400,28944.333333333332,179.0,1.0,all containers
580,1695117403,29057.333333333332,180.0,1.0,all containers
581,1695117406,29017.0,180.0,1.0,all containers
582,1695117409,28853.666666666668,179.0,1.0,all containers
583,1695117412,29045.666666666668,178.0,1.0,all containers
584,1695117415,6963.333333333334,2.0,1.0,all containers
585,1695117418,539.3333333333334,0.0,1.0,all containers
586,1695117421,514.3333333333334,1.0,1.0,all containers
587,1695117424,486.6666666666667,0.0,1.0,all containers
588,1695117427,598.6666666666666,6.0,1.0,all containers
589,1695117430,3631.6666666666665,42.0,1.0,all containers
590,1695117433,4298.666666666666,40.0,1.0,all containers
591,1695117436,4316.666666666667,40.0,1.0,all containers
592,1695117439,4294.0,39.0,1.0,all containers
593,1695117442,4290.666666666666,41.0,1.0,all containers
594,1695117445,4298.0,40.0,1.0,all containers
595,1695117448,4349.666666666667,41.0,1.0,all containers
596,1695117451,4294.666666666667,41.0,1.0,all containers
597,1695117454,4256.333333333334,43.0,1.0,all containers
598,1695117457,4323.333333333334,44.0,1.0,all containers
599,1695117460,1292.0,0.0,1.0,all containers
600,1695117463,527.6666666666667,0.0,1.0,all containers
601,1695117466,536.3333333333334,0.0,1.0,all containers
602,1695117469,528.0,0.0,1.0,all containers
603,1695117472,582.3333333333333,0.0,1.0,all containers
604,1695117475,6263.666666666667,45.0,1.0,all containers
605,1695117478,8093.333333333333,48.0,1.0,all containers
606,1695117481,8062.666666666667,48.0,1.0,all containers
607,1695117484,8037.000000000001,49.0,1.0,all containers
608,1695117487,8087.999999999999,48.0,1.0,all containers
609,1695117490,8181.666666666666,47.0,1.0,all containers
610,1695117493,8015.999999999999,49.0,1.0,all containers
611,1695117496,8045.666666666667,50.0,1.0,all containers
612,1695117499,8080.0,48.0,1.0,all containers
613,1695117502,8073.666666666666,48.0,1.0,all containers
614,1695117505,2498.6666666666665,1.0,1.0,all containers
615,1695117508,518.6666666666666,0.0,1.0,all containers
616,1695117511,532.0,0.0,1.0,all containers
617,1695117514,488.3333333333333,0.0,1.0,all containers
618,1695117517,535.6666666666666,0.0,1.0,all containers
619,1695117520,550.0,64.0,1.0,all containers
620,1695117523,14592.666666666666,60.0,1.0,all containers
621,1695117526,14625.0,62.0,1.0,all containers
622,1695117529,14598.333333333334,60.0,1.0,all containers
623,1695117532,14616.666666666668,59.0,1.0,all containers
624,1695117535,14580.0,60.0,1.0,all containers
625,1695117538,14634.0,59.0,1.0,all containers
626,1695117541,14634.666666666666,60.0,1.0,all containers
627,1695117544,14603.333333333334,58.0,1.0,all containers
628,1695117547,14622.0,60.0,1.0,all containers
629,1695117550,5253.000000000001,3.0,1.0,all containers
630,1695117553,544.3333333333334,0.0,1.0,all containers
631,1695117556,479.33333333333337,0.0,1.0,all containers
632,1695117559,522.3333333333334,0.0,1.0,all containers
633,1695117562,517.3333333333334,4.0,1.0,all containers
634,1695117565,538.3333333333334,64.0,1.0,all containers
635,1695117568,23057.333333333332,65.0,1.0,all containers
636,1695117571,23052.333333333332,65.0,1.0,all containers
637,1695117574,22980.0,63.0,1.0,all containers
638,1695117577,23068.0,62.0,1.0,all containers
639,1695117580,23071.666666666668,64.0,1.0,all containers
640,1695117583,23040.333333333332,61.0,1.0,all containers
641,1695117586,23054.0,64.0,1.0,all containers
642,1695117589,23088.0,66.0,1.0,all containers
643,1695117592,23077.666666666668,61.0,1.0,all containers
644,1695117595,9210.666666666668,0.0,1.0,all containers
645,1695117598,537.3333333333333,0.0,1.0,all containers
646,1695117601,520.3333333333333,0.0,1.0,all containers
647,1695117604,519.0,0.0,1.0,all containers
648,1695117607,537.3333333333333,0.0,1.0,all containers
649,1695117610,372.3333333333333,62.0,1.0,all containers
650,1695117613,28598.333333333332,63.0,1.0,all containers
651,1695117616,28820.666666666668,65.0,1.0,all containers
652,1695117619,28688.999999999996,63.0,1.0,all containers
653,1695117622,28643.0,64.0,1.0,all containers
654,1695117625,28703.666666666668,62.0,1.0,all containers
655,1695117628,28828.0,64.0,1.0,all containers
656,1695117631,28727.333333333336,64.0,1.0,all containers
657,1695117634,28566.333333333332,65.0,1.0,all containers
658,1695117637,28690.000000000004,63.0,1.0,all containers
659,1695117640,13856.333333333334,30.0,1.0,all containers
660,1695117643,583.0,3.0,1.0,all containers
661,1695117646,663.0,0.0,1.0,all containers
662,1695117649,518.6666666666666,0.0,1.0,all containers
663,1695117652,550.3333333333334,0.0,1.0,all containers
664,1695117655,424.66666666666663,53.0,1.0,all containers
665,1695117658,28560.333333333332,63.0,1.0,all containers
666,1695117661,28558.666666666668,64.0,1.0,all containers
667,1695117664,28504.666666666668,64.0,1.0,all containers
668,1695117667,28670.666666666664,64.0,1.0,all containers
669,1695117670,28646.666666666668,63.0,1.0,all containers
670,1695117673,28674.333333333332,63.0,1.0,all containers
671,1695117676,28632.000000000004,65.0,1.0,all containers
672,1695117679,28619.666666666668,62.0,1.0,all containers
673,1695117682,28625.666666666668,63.0,1.0,all containers
674,1695117685,20978.0,89.0,1.0,all containers
675,1695117688,528.6666666666666,2.0,1.0,all containers
676,1695117691,547.0,0.0,1.0,all containers
677,1695117694,484.0,0.0,1.0,all containers
678,1695117697,535.0,0.0,1.0,all containers
679,1695117700,559.6666666666666,16.0,1.0,all containers
680,1695117703,4327.333333333333,51.0,1.0,all containers
681,1695117706,4309.0,53.0,1.0,all containers
682,1695117709,4340.333333333334,52.0,1.0,all containers
683,1695117712,4315.333333333333,52.0,1.0,all containers
684,1695117715,4290.0,54.0,1.0,all containers
685,1695117718,4339.0,50.0,1.0,all containers
686,1695117721,4308.666666666667,52.0,1.0,all containers
687,1695117724,4279.0,50.0,1.0,all containers
688,1695117727,4339.333333333334,51.0,1.0,all containers
689,1695117730,3679.6666666666665,51.0,1.0,all containers
690,1695117733,530.3333333333334,0.0,1.0,all containers
691,1695117736,522.0,0.0,1.0,all containers
692,1695117739,490.33333333333337,0.0,1.0,all containers
693,1695117742,531.6666666666666,0.0,1.0,all containers
694,1695117745,559.0,11.0,1.0,all containers
695,1695117748,8086.666666666667,69.0,1.0,all containers
696,1695117751,8070.0,67.0,1.0,all containers
697,1695117754,8074.0,68.0,1.0,all containers
698,1695117757,8096.666666666667,67.0,1.0,all containers
699,1695117760,8091.333333333333,69.0,1.0,all containers
700,1695117763,8067.333333333333,67.0,1.0,all containers
701,1695117766,8174.666666666667,68.0,1.0,all containers
702,1695117769,8125.666666666666,68.0,1.0,all containers
703,1695117772,8093.333333333333,66.0,1.0,all containers
704,1695117775,7172.333333333333,69.0,1.0,all containers
705,1695117778,489.0,0.0,1.0,all containers
