,timestamp,packge_ratio_package,cgroupfs_cpu_usage_us,cgroupfs_memory_usage_bytes,cgroupfs_system_cpu_usage_us,cgroupfs_user_cpu_usage_us,package_power,core_power,uncore_power,dram_power,node_type,id
118,1695116017,1.0,0.0,0.0,0.0,0.0,0.433333333581686,0.0,0.0,0.0,1.0,all containers
119,1695116020,1.0,0.0,0.0,0.0,0.0,0.8213333350916656,0.0,0.0,1.1176666679481713,1.0,all containers
120,1695116023,1.0,67076.33333333334,129706.66666666667,4794.333333333334,62282.0,1.698000001410641,0.0,0.0,1.2993333327273575,1.0,all containers
121,1695116026,1.0,283391.3333333334,544768.0,36277.33333333333,247114.0,42.1006666670243,0.0,0.0,11.51966666678588,1.0,all containers
122,1695116029,1.0,0.0,0.0,0.0,0.0,57.19833333417773,0.0,0.0,10.101333335042,1.0,all containers
123,1695116032,1.0,0.0,0.0,0.0,0.0,59.05366666739185,0.0,0.0,11.290333333114788,1.0,all containers
124,1695116035,1.0,0.0,0.0,0.0,0.0,58.44500000153978,0.0,0.0,10.803333334624767,1.0,all containers
125,1695116038,1.0,0.0,0.0,0.0,0.0,59.210333333661154,0.0,0.0,11.179333332926035,1.0,all containers
126,1695116041,1.0,0.0,0.0,0.0,0.0,57.83966666832566,0.0,0.0,10.5796666679283,1.0,all containers
127,1695116044,1.0,0.0,0.0,0.0,0.0,59.85333333412807,0.0,0.0,11.635999999940395,1.0,all containers
128,1695116047,1.0,0.0,0.0,0.0,0.0,57.54900000120203,0.0,0.0,10.428333334624767,1.0,all containers
129,1695116050,1.0,0.0,0.0,0.0,0.0,59.987333334982395,0.0,0.0,11.611333332955837,1.0,all containers
130,1695116053,1.0,0.0,0.0,0.0,0.0,57.44633333384991,0.0,0.0,10.120999999344349,1.0,all containers
131,1695116056,1.0,83580.0,0.0,9072.0,74515.0,40.97866666813691,0.0,0.0,8.072333334634706,1.0,all containers
132,1695116059,1.0,192480.0,0.0,24820.0,167660.0,1.7713333343466147,0.0,0.0,2.0249999997516497,1.0,all containers
133,1695116062,1.0,0.0,0.0,0.0,0.0,1.2443333330253736,0.0,0.0,1.4476666674017906,1.0,all containers
134,1695116065,1.0,0.0,0.0,0.0,0.0,0.21766666819651803,0.0,0.0,0.0,1.0,all containers
135,1695116068,1.0,0.0,0.0,0.0,0.0,1.2053333334624767,0.0,0.0,1.0083333353201596,1.0,all containers
136,1695116071,1.0,394453.3333333334,709973.3333333333,146226.66666666666,248226.6666666667,14.152666668097169,0.0,0.0,6.512999999026469,1.0,all containers
137,1695116074,1.0,27133.333333333332,30037.333333333332,10838.666666666668,16294.666666666666,45.24600000182788,0.0,0.0,10.911333334942661,1.0,all containers
138,1695116077,1.0,0.0,0.0,0.0,0.0,45.157333334287,0.0,0.0,10.794666666537523,1.0,all containers
139,1695116080,1.0,0.0,0.0,0.0,0.0,44.17333333442609,0.0,0.0,10.479000000904009,1.0,all containers
140,1695116083,1.0,0.0,0.0,0.0,0.0,44.94966666648786,0.0,0.0,10.467333334187671,1.0,all containers
141,1695116086,1.0,0.0,0.0,0.0,0.0,45.855666668464735,0.0,0.0,11.226666666567326,1.0,all containers
142,1695116089,1.0,0.0,0.0,0.0,0.0,43.88900000105302,0.0,0.0,10.165000000347696,1.0,all containers
143,1695116092,1.0,0.0,0.0,0.0,0.0,45.224333334714174,0.0,0.0,10.771333333104849,1.0,all containers
144,1695116095,1.0,0.0,0.0,0.0,0.0,44.262000000725195,0.0,0.0,10.49433333426714,1.0,all containers
145,1695116098,1.0,0.0,0.0,0.0,0.0,45.63100000098348,0.0,0.0,11.047666666408382,1.0,all containers
146,1695116101,1.0,68248.0,0.0,16257.666666666666,51984.0,35.02833333363135,0.0,0.0,7.7426666667064055,1.0,all containers
147,1695116104,1.0,191367.33333333334,1365.3333333333333,66096.66666666666,125276.66666666667,2.114333334068455,0.0,0.0,2.6660000011324883,1.0,all containers
148,1695116107,1.0,0.0,0.0,0.0,0.0,0.8436666677395515,0.0,0.0,0.34333333373069763,1.0,all containers
149,1695116110,1.0,0.0,0.0,0.0,0.0,0.5780000016093254,0.0,0.0,1.2417658012964239e-09,1.0,all containers
150,1695116113,1.0,0.0,0.0,0.0,0.0,0.3733333349227905,0.0,0.0,0.0,1.0,all containers
151,1695116116,1.0,376380.0,663552.0,77544.0,298836.0,15.56900000075499,0.0,0.0,6.264333333820105,1.0,all containers
152,1695116119,1.0,0.0,0.0,0.0,0.0,57.873666666448116,0.0,0.0,10.156666666269302,1.0,all containers
153,1695116122,1.0,0.0,0.0,0.0,0.0,59.163000001261636,0.0,0.0,10.633000001311302,1.0,all containers
154,1695116125,1.0,0.0,0.0,0.0,0.0,59.409000001847744,0.0,0.0,10.67533333351215,1.0,all containers
155,1695116128,1.0,0.0,0.0,0.0,0.0,60.37233333413799,0.0,0.0,11.297000000874206,1.0,all containers
156,1695116131,1.0,0.0,0.0,0.0,0.0,58.62666666756074,0.0,0.0,10.196333333849907,1.0,all containers
157,1695116134,1.0,22380.0,0.0,0.0,22373.333333333336,59.88066666821639,0.0,0.0,10.951000000039741,1.0,all containers
158,1695116137,1.0,0.0,0.0,0.0,0.0,59.60100000103314,0.0,0.0,10.667666667451464,1.0,all containers
159,1695116140,1.0,0.0,0.0,0.0,0.0,59.55733333528042,0.0,0.0,10.712333332747221,1.0,all containers
160,1695116143,1.0,0.0,0.0,0.0,0.0,59.905666666726276,0.0,0.0,10.497000001370907,1.0,all containers
