timestamp,kubelet_cpu_usage,kubelet_memory_bytes,package_power,core_power,uncore_power,dram_power,node_type,packge_ratio_package
1695115663,0.0,0.0,137.0410000011325,0.0,0.0,145.8619999960065,1,1.0
1695115666,0.3333333333333333,9516373.333333332,118.83399999886751,0.0,0.0,145.02300000190735,1,1.0
1695115669,0.6666666666666666,3822933.333333333,103.00099999830127,0.0,0.0,123.48499999940395,1,1.0
1695115672,0.0,43690.666666666664,95.33399999886751,0.0,0.0,118.2199999988079,1,1.0
1695115675,3.0,8399530.666666666,93.99600000306964,0.0,0.0,114.51400000229478,1,1.0
1695115678,0.3333333333333333,279893.3333333334,94.36299999803305,0.0,0.0,114.25600000098348,1,1.0
1695115681,0.0,0.0,93.17300000041723,0.0,0.0,114.1169999986887,1,1.0
1695115684,0.0,0.0,96.1550000011921,0.0,0.0,118.1849999986589,1,1.0
1695115687,0.0,542037.3333333334,93.00400000065565,0.0,0.0,114.11700000241399,1,1.0
1695115690,0.3333333333333333,0.0,94.02399999648333,0.0,0.0,114.1169999986887,1,1.0
1695115693,0.0,9557.333333333334,95.28100000321865,0.0,0.0,117.9210000000894,1,1.0
1695115696,0.0,244394.6666666667,97.39499999582767,0.0,0.0,117.00799999758601,1,1.0
1695115699,0.3333333333333333,591189.3333333333,94.5460000038147,0.0,0.0,114.48100000247359,1,1.0
1695115702,0.3333333333333333,589824.0,95.85699999704957,0.0,0.0,118.23400000110269,1,1.0
1695115705,0.3333333333333333,688128.0,93.7120000012219,0.0,0.0,114.1169999986887,1,1.0
1695115708,0.0,2730.6666666666665,105.66699999943376,0.0,0.0,126.66100000217557,1,1.0
1695115711,1.0,1275221.3333333333,214.10099999979138,0.0,0.0,145.96699999645352,1,1.0
1695115714,1.0,1370794.6666666665,220.22600000351667,0.0,0.0,148.0650000050664,1,1.0
1695115717,1.6666666666666665,1527808.0,214.66799999773502,0.0,0.0,144.66499999538064,1,1.0
1695115720,1.3333333333333333,117418.66666666666,219.37900000065565,0.0,0.0,147.61199999973178,1,1.0
1695115723,0.6666666666666666,64170.666666666664,218.3149999976158,0.0,0.0,145.9780000001192,1,1.0
1695115726,0.0,0.0,219.1190000027418,0.0,0.0,147.62399999797344,1,1.0
1695115729,0.0,55978.666666666664,215.97100000083447,0.0,0.0,144.75100000575185,1,1.0
1695115732,0.3333333333333333,217088.0,218.0329999960959,0.0,0.0,147.47199999913573,1,1.0
1695115735,4.666666666666666,114688.0,217.31600000336766,0.0,0.0,145.98000000044703,1,1.0
