timestamp,cache_miss,cpu_cycles,cpu_instructions,package_power,core_power,uncore_power,dram_power,node_type,packge_ratio_package
1695115663,5969546.0,3804367031.6666665,1884790068.0,45.68033333371082,0.0,0.0,48.620666665335506,1,1.0
1695115666,1996588.6666666665,2446964917.0,1512951755.3333333,39.61133333295584,0.0,0.0,48.34100000063578,1,1.0
1695115669,1103198.0,1300796271.3333333,847845485.3333333,34.33366666610042,0.0,0.0,41.16166666646799,1,1.0
1695115672,296358.6666666666,342891360.6666667,341284767.0,31.777999999622505,0.0,0.0,39.4066666662693,1,1.0
1695115675,404573.6666666666,389445167.6666667,309396183.0,31.332000001023214,0.0,0.0,38.17133333409826,1,1.0
1695115678,396123.6666666666,426130145.3333334,315579503.6666666,31.45433333267768,0.0,0.0,38.08533333366116,1,1.0
1695115681,276052.0,421541438.6666666,238079884.6666667,31.057666666805744,0.0,0.0,38.0389999995629,1,1.0
1695115684,451952.6666666667,405512830.6666666,307691642.6666667,32.05166666706403,0.0,0.0,39.394999999552965,1,1.0
1695115687,318333.3333333334,383995192.3333333,294851591.6666666,31.001333333551884,0.0,0.0,38.03900000080466,1,1.0
1695115690,342483.0,306408333.3333334,301681142.3333333,31.34133333216111,0.0,0.0,38.0389999995629,1,1.0
1695115693,329302.6666666666,327796681.6666667,233332453.6666667,31.760333334406216,0.0,0.0,39.3070000000298,1,1.0
1695115696,562294.6666666666,435231860.3333333,413757810.6666666,32.46499999860922,0.0,0.0,39.002666665862,1,1.0
1695115699,438110.3333333333,318192214.0,337389224.3333333,31.5153333346049,0.0,0.0,38.16033333415786,1,1.0
1695115702,382480.3333333333,215277130.6666667,197601519.0,31.952333332349856,0.0,0.0,39.411333333700895,1,1.0
1695115705,397472.0,244268810.0,205464362.66666666,31.237333333740633,0.0,0.0,38.0389999995629,1,1.0
1695115708,909230.3333333333,469432684.6666667,537830255.6666667,35.22233333314458,0.0,0.0,42.22033333405852,1,1.0
1695115711,443202.0,20202990348.0,8693124378.333334,71.36699999993046,0.0,0.0,48.65566666548451,1,1.0
1695115714,347473.3333333334,20054071326.333332,9205192219.0,73.40866666783889,0.0,0.0,49.3550000016888,1,1.0
1695115717,360411.0,19890361811.333332,9117664189.666668,71.555999999245,0.0,0.0,48.22166666512688,1,1.0
1695115720,452865.3333333333,19600313023.666668,9692267309.666668,73.12633333355188,0.0,0.0,49.20399999991059,1,1.0
1695115723,442881.0,19063326184.0,9313630889.666668,72.77166666587193,0.0,0.0,48.65933333337307,1,1.0
1695115726,420896.6666666667,19836375756.666668,8631225639.0,73.0396666675806,0.0,0.0,49.20799999932448,1,1.0
1695115729,445277.0,19885597072.666668,9102356968.333334,71.99033333361149,0.0,0.0,48.250333335250616,1,1.0
1695115732,264917.0,20910288483.666668,8986883773.333332,72.6776666653653,0.0,0.0,49.157333333045244,1,1.0
1695115735,407979.0,21329137512.666668,9027986362.333332,72.43866666778922,0.0,0.0,48.66000000014901,1,1.0
1695115738,287931.3333333333,20107589749.333332,9521619717.0,72.78566666692495,0.0,0.0,48.912999998778105,1,1.0
1695115741,569743.3333333334,1761530336.3333335,796690648.3333333,33.62666666507721,0.0,0.0,40.73833333452543,1,1.0
1695115744,409453.6666666667,350419649.0,291965685.3333333,31.592000000178814,0.0,0.0,38.0389999995629,1,1.0
1695115747,460708.3333333334,329998973.0,305784097.6666666,31.505333334207535,0.0,0.0,38.0389999995629,1,1.0
1695115750,430622.0,247654222.0,290698291.0,31.652333332846567,0.0,0.0,38.05133333429694,1,1.0
1695115753,807825.3333333334,582947119.3333334,396993113.3333334,34.16233333324393,0.0,0.0,40.57499999925494,1,1.0
1695115756,548977.3333333334,21426069324.0,11116971478.0,77.67733333383997,0.0,0.0,49.19166666766008,1,1.0
1695115759,314549.6666666666,21872147713.666668,11105983433.0,78.23066666722298,0.0,0.0,48.260666665931545,1,1.0
1695115762,281500.0,21719372371.333336,11122286307.0,79.4636666662991,0.0,0.0,49.01266666625937,1,1.0
1695115765,478080.3333333334,22314142677.0,11201510346.333332,78.73499999940395,0.0,0.0,48.43666666621963,1,1.0
1695115768,352136.6666666667,22128431119.666668,11512983208.666666,80.09433333327372,0.0,0.0,49.13266666730245,1,1.0
1695115771,367428.6666666666,23858786370.666668,11810687156.333332,79.03766666725278,0.0,0.0,48.29600000008941,1,1.0
1695115774,404238.3333333334,23838385428.333336,11704760499.666666,79.79899999996026,0.0,0.0,49.04266666745146,1,1.0
1695115777,473446.0,23053105619.333332,11441193370.0,79.44166666641831,0.0,0.0,48.81166666621963,1,1.0
1695115780,508014.3333333333,22628464991.333332,10914393216.333334,79.82233333339293,0.0,0.0,48.878666665405035,1,1.0
1695115783,352760.6666666666,22457359417.666664,11240958080.0,79.48566666742165,0.0,0.0,48.65800000106295,1,1.0
1695115786,649610.0,2176136842.0,1647598859.3333335,35.407666665812336,0.0,0.0,39.7963333328565,1,1.0
1695115789,850608.0,504024786.3333333,522018499.3333334,32.6213333333532,0.0,0.0,39.62066666657726,1,1.0
1695115792,339486.3333333334,330233904.0,301100894.6666667,31.377000000327826,0.0,0.0,38.0389999995629,1,1.0
1695115795,254133.0,363637223.6666666,242832212.0,31.08333333209157,0.0,0.0,38.03900000080466,1,1.0
1695115798,846723.0,839643329.3333333,744738425.6666666,34.624333334465824,0.0,0.0,41.209666665643454,1,1.0
1695115801,503052.0,18959592263.333336,10350860314.333332,63.872666666905076,0.0,0.0,48.475666667024285,1,1.0
1695115804,341955.3333333334,20194799755.333336,10538572349.666668,65.53033333271742,0.0,0.0,49.050666667521,1,1.0
1695115807,566221.3333333333,21981620872.0,12779663714.333332,65.69800000016888,0.0,0.0,48.700666666030884,1,1.0
1695115810,420791.3333333334,21692348819.666668,10486786486.0,65.17399999996026,0.0,0.0,48.7353333334128,1,1.0
1695115813,309247.0,21525728798.333336,11358376513.666668,64.70999999965231,0.0,0.0,48.4006666665276,1,1.0
1695115816,400545.6666666666,22195672493.333332,12016566374.0,65.51766666769981,0.0,0.0,48.83033333470425,1,1.0
1695115819,521882.3333333334,21489485866.333332,11318298915.666668,65.4033333323896,0.0,0.0,48.697999998927116,1,1.0
1695115822,524850.6666666667,21756833010.333332,10498989428.666668,65.8179999999702,0.0,0.0,48.84733333438635,1,1.0
1695115825,350936.0,21268313612.0,12878590478.666668,64.48633333295584,0.0,0.0,48.51266666625938,1,1.0
1695115828,501291.0,21156824187.666668,10295124876.0,66.62900000065565,0.0,0.0,49.26433333257834,1,1.0
1695115831,795374.3333333334,3073111802.666667,1576081701.6666665,35.010666667173304,0.0,0.0,41.305666667719684,1,1.0
1695115834,433989.3333333334,468344456.3333333,206311100.6666667,32.39566666632891,0.0,0.0,40.20599999899665,1,1.0
1695115837,485971.3333333334,473460704.6666667,183060386.0,31.514666666587193,0.0,0.0,38.03900000080466,1,1.0
1695115840,399289.3333333334,370300988.3333334,185794813.66666666,31.336999999980133,0.0,0.0,38.0389999995629,1,1.0
1695115843,1006470.6666666666,1071253207.0,601297551.6666667,35.64966666574279,0.0,0.0,41.10366666689515,1,1.0
1695115846,1133957.3333333335,22154528354.333336,14727113992.333332,68.26300000150998,0.0,0.0,48.675666665037475,1,1.0
1695115849,648812.6666666666,24573742999.333332,15269310694.0,72.5036666666468,0.0,0.0,48.77400000145038,1,1.0
1695115852,441877.0,25975847382.333336,16188215736.333332,71.94066666563351,0.0,0.0,48.82233333339294,1,1.0
1695115855,441261.3333333334,24913759956.333336,16297900415.0,71.33133333424728,0.0,0.0,48.48433333386978,1,1.0
1695115858,507213.0,24330454128.0,15207558651.666668,72.77733333284657,0.0,0.0,49.12733333309492,1,1.0
1695115861,422678.3333333334,26416893006.333336,16259412850.666666,71.40233333284657,0.0,0.0,48.42766666660706,1,1.0
1695115864,353618.3333333334,23976477307.333332,16147733786.333332,71.94133333365123,0.0,0.0,48.99233333269755,1,1.0
1695115867,459732.3333333334,25657061943.0,15441640498.666666,71.61933333302538,0.0,0.0,48.61866666624943,1,1.0
1695115870,533238.6666666666,25569559458.666664,16025099418.333332,72.1720000008742,0.0,0.0,48.742666666706405,1,1.0
1695115873,434584.3333333334,23918668901.0,16355944980.333332,71.35166666532557,0.0,0.0,48.54733333364129,1,1.0
1695115876,498984.3333333333,5862990805.666666,3655806758.666667,37.680666667719684,0.0,0.0,38.214000000307955,1,1.0
1695115879,477640.6666666667,668173057.6666667,401119528.3333333,32.30499999970198,0.0,0.0,39.46533333385984,1,1.0
1695115882,304301.3333333334,446159259.0,179419450.3333333,31.249000000456974,0.0,0.0,38.0389999995629,1,1.0
1695115885,389649.3333333334,419713521.6666667,138550312.3333333,31.59633333235979,0.0,0.0,38.842000000178814,1,1.0
1695115888,671380.0,830066121.0,367762212.0,34.16333333402872,0.0,0.0,40.73799999927481,1,1.0
1695115891,1154593.6666666667,23721035943.666668,16771386649.666668,75.05466666569312,0.0,0.0,48.33500000089407,1,1.0
1695115894,812178.3333333334,29614994268.666664,24923944261.333332,83.35300000011921,0.0,0.0,48.90233333284656,1,1.0
1695115897,843118.3333333334,32062710369.333336,22319066092.666668,83.21500000109275,0.0,0.0,48.62166666612029,1,1.0
1695115900,1018755.6666666667,30858363199.666668,24732041832.0,83.67133333285649,0.0,0.0,48.69433333476385,1,1.0
1695115903,967709.0,30735200178.666664,22874673915.333332,83.5190000012517,0.0,0.0,48.7563333325088,1,1.0
1695115906,798500.3333333333,32160996153.0,24082877890.0,84.03199999903639,0.0,0.0,48.986000000188746,1,1.0
1695115909,971226.3333333333,29726393484.333336,23389012701.666664,83.64866666619976,0.0,0.0,48.55699999878804,1,1.0
1695115912,775229.3333333334,32159418512.666668,23970456952.666668,83.70933333287637,0.0,0.0,48.86666666716337,1,1.0
1695115915,834146.0,30851967305.333336,22833988008.666668,82.69366666674614,0.0,0.0,48.3576666675508,1,1.0
1695115918,901680.0,30258549434.666664,24387948552.0,84.28900000080466,0.0,0.0,49.1503333337605,1,1.0
1695115921,830232.0,10814917354.333332,6188846804.0,47.95833333209157,0.0,0.0,42.724666664997734,1,1.0
1695115924,405720.6666666666,391794249.6666666,293587751.6666667,31.623000000913937,0.0,0.0,38.18566666791836,1,1.0
