,Unnamed: 0,model_name,model_class,model_file,features,fe_files,output_type,mae,package_mae,core_mae,uncore_mae,dram_mae,feature_group,power_range,mae_threshold
16,3,LinearRegressionTrainer_1,scikit,LinearRegressionTrainer_1.json,"['bpf_cpu_time_us', 'cache_miss', 'cgroupfs_cpu_usage_us', 'cgroupfs_memory_usage_bytes', 'cgroupfs_system_cpu_usage_us', 'cgroupfs_user_cpu_usage_us', 'cpu_cycles', 'cpu_instructions', 'kubelet_cpu_usage', 'kubelet_memory_bytes']",[],DynPower,31.732682296295987,31.732682296295987,0.0,0.0,11.50957046268719,Basic,505.797000002116,101.1594000004232
17,4,GradientBoostingRegressorTrainer_1,scikit,GradientBoostingRegressorTrainer_1.json,"['bpf_block_irq', 'bpf_net_rx_irq', 'bpf_net_tx_irq', 'cache_miss', 'cpu_cycles', 'cpu_instructions']",[],DynPower,13.493288986631168,13.493288986631168,0.0,0.0,4.052644613651328,CounterIRQCombined,505.797000002116,101.1594000004232
18,2,KNeighborsRegressorTrainer_1,scikit,KNeighborsRegressorTrainer_1.json,"['bpf_block_irq', 'bpf_net_rx_irq', 'bpf_net_tx_irq', 'cache_miss', 'cpu_cycles', 'cpu_instructions']",[],DynPower,14.945088989529786,14.945088989529786,0.0,0.0,4.423443438872964,CounterIRQCombined,505.797000002116,101.1594000004232
19,5,PolynomialRegressionTrainer_1,scikit,PolynomialRegressionTrainer_1.json,"['bpf_block_irq', 'bpf_net_rx_irq', 'bpf_net_tx_irq', 'cache_miss', 'cpu_cycles', 'cpu_instructions']",['poly_scaler.pkl'],DynPower,20.48534514775674,20.48534514775674,0.0,0.0,5.505306998061149,CounterIRQCombined,505.797000002116,101.1594000004232
20,3,LinearRegressionTrainer_1,scikit,LinearRegressionTrainer_1.json,"['bpf_block_irq', 'bpf_net_rx_irq', 'bpf_net_tx_irq', 'cache_miss', 'cpu_cycles', 'cpu_instructions']",[],DynPower,26.106881095510644,26.106881095510644,0.0,0.0,10.609636782040438,CounterIRQCombined,505.797000002116,101.1594000004232
21,1,SVRRegressorTrainer_1,scikit,SVRRegressorTrainer_1.json,"['bpf_block_irq', 'bpf_net_rx_irq', 'bpf_net_tx_irq', 'cache_miss', 'cpu_cycles', 'cpu_instructions']",[],DynPower,34.0912051352918,34.0912051352918,0.0,0.0,7.29066822417049,CounterIRQCombined,505.797000002116,101.1594000004232
22,0,SGDRegressorTrainer_1,scikit,SGDRegressorTrainer_1.json,"['bpf_block_irq', 'bpf_net_rx_irq', 'bpf_net_tx_irq', 'cache_miss', 'cpu_cycles', 'cpu_instructions']",[],DynPower,36.02412317038009,36.02412317038009,0.0,0.0,9.43711290360581,CounterIRQCombined,505.797000002116,101.1594000004232
23,2,KNeighborsRegressorTrainer_1,scikit,KNeighborsRegressorTrainer_1.json,"['cache_miss', 'cpu_cycles', 'cpu_instructions']",[],DynPower,10.501076168935535,10.501076168935535,0.0,0.0,4.190254902093478,CounterOnly,505.797000002116,101.1594000004232
24,4,GradientBoostingRegressorTrainer_1,scikit,GradientBoostingRegressorTrainer_1.json,"['cache_miss', 'cpu_cycles', 'cpu_instructions']",[],DynPower,13.820301777359688,13.820301777359688,0.0,0.0,4.201887444529938,CounterOnly,505.797000002116,101.1594000004232
25,5,PolynomialRegressionTrainer_1,scikit,PolynomialRegressionTrainer_1.json,"['cache_miss', 'cpu_cycles', 'cpu_instructions']",['poly_scaler.pkl'],DynPower,22.563006821563647,22.563006821563647,0.0,0.0,6.60905684884247,CounterOnly,505.797000002116,101.1594000004232
26,0,SGDRegressorTrainer_1,scikit,SGDRegressorTrainer_1.json,"['cache_miss', 'cpu_cycles', 'cpu_instructions']",[],DynPower,26.701183044642598,26.701183044642598,0.0,0.0,8.745485283382282,CounterOnly,505.797000002116,101.1594000004232
27,1,SVRRegressorTrainer_1,scikit,SVRRegressorTrainer_1.json,"['cache_miss', 'cpu_cycles', 'cpu_instructions']",[],DynPower,29.777233328847867,29.777233328847867,0.0,0.0,5.863690813556344,CounterOnly,505.797000002116,101.1594000004232
28,3,LinearRegressionTrainer_1,scikit,LinearRegressionTrainer_1.json,"['cache_miss', 'cpu_cycles', 'cpu_instructions']",[],DynPower,30.620240388232272,30.620240388232272,0.0,0.0,10.265157938013392,CounterOnly,505.797000002116,101.1594000004232
29,4,GradientBoostingRegressorTrainer_1,scikit,GradientBoostingRegressorTrainer_1.json,"['kubelet_cpu_usage', 'kubelet_memory_bytes']",[],DynPower,94.88460427038616,94.88460427038616,0.0,0.0,19.64052441595035,KubeletOnly,505.797000002116,101.1594000004232
30,1,SVRRegressorTrainer_1,scikit,SVRRegressorTrainer_1.json,"['kubelet_cpu_usage', 'kubelet_memory_bytes']",[],DynPower,97.93348218837625,97.93348218837625,0.0,0.0,20.79168187581296,KubeletOnly,505.797000002116,101.1594000004232
